SpNotation,SignalingPath,Attention,cell_line_name,cell_line_num,sum_rank
sp28,PI3K-Akt signaling pathway,261.0000100318231,MDA-MB-231/ATCC,18,1
sp22,MAPK signaling pathway,220.00000743611741,MDA-MB-231/ATCC,18,2
sp34,Ras signaling pathway,171.00000788950587,MDA-MB-231/ATCC,18,3
sp33,Rap1 signaling pathway,170.0000054168326,MDA-MB-231/ATCC,18,4
sp45,cAMP signaling pathway,162.00000891164584,MDA-MB-231/ATCC,18,5
sp7,Calcium signaling pathway,135.00000338785392,MDA-MB-231/ATCC,18,6
sp44,Wnt signaling pathway,133.00000697121888,MDA-MB-231/ATCC,18,7
sp17,Hippo signaling pathway,131.00000510785293,MDA-MB-231/ATCC,18,8
sp47,mTOR signaling pathway,127.00000474544812,MDA-MB-231/ATCC,18,9
sp8,Chemokine signaling pathway,124.00000659946788,MDA-MB-231/ATCC,18,10
sp27,Oxytocin signaling pathway,117.00000360857962,MDA-MB-231/ATCC,18,11
sp46,cGMP-PKG signaling pathway,109.00000589169393,MDA-MB-231/ATCC,18,12
sp35,Relaxin signaling pathway,102.00000285725994,MDA-MB-231/ATCC,18,13
sp20,Insulin signaling pathway,101.00000404792216,MDA-MB-231/ATCC,18,14
sp25,Neurotrophin signaling pathway,100.00000509368394,MDA-MB-231/ATCC,18,15
sp12,FoxO signaling pathway,96.00000493101793,MDA-MB-231/ATCC,18,16
sp4,Apelin signaling pathway,96.00000361848393,MDA-MB-231/ATCC,18,17
sp41,Thyroid hormone signaling pathway,96.00000262887113,MDA-MB-231/ATCC,18,18
sp21,JAK-STAT signaling pathway,94.00000218094989,MDA-MB-231/ATCC,18,19
sp36,Signaling pathways regulating pluripotency of stem cells,91.00000259957996,MDA-MB-231/ATCC,18,20
sp10,Estrogen signaling pathway,89.00000230631515,MDA-MB-231/ATCC,18,21
sp30,Phospholipase D signaling pathway,86.00000285758797,MDA-MB-231/ATCC,18,22
sp24,NOD-like receptor signaling pathway,85.00000266892263,MDA-MB-231/ATCC,18,23
sp15,HIF-1 signaling pathway,81.00000258893738,MDA-MB-231/ATCC,18,24
sp37,Sphingolipid signaling pathway,77.00000311574797,MDA-MB-231/ATCC,18,25
sp2,AMPK signaling pathway,75.00000194944376,MDA-MB-231/ATCC,18,26
sp38,T cell receptor signaling pathway,73.00000208083998,MDA-MB-231/ATCC,18,27
sp39,TGF-beta signaling pathway,73.00000141850195,MDA-MB-231/ATCC,18,28
sp6,C-type lectin receptor signaling pathway,72.00000293195397,MDA-MB-231/ATCC,18,29
sp13,Glucagon signaling pathway,69.00000126787666,MDA-MB-231/ATCC,18,30
sp14,GnRH signaling pathway,68.00000218345998,MDA-MB-231/ATCC,18,31
sp48,p53 signaling pathway,65.00000269680214,MDA-MB-231/ATCC,18,32
sp9,ErbB signaling pathway,64.00000212569998,MDA-MB-231/ATCC,18,33
sp1,AGE-RAGE signaling pathway in diabetic complications,62.000002836647965,MDA-MB-231/ATCC,18,34
sp23,NF-kappa B signaling pathway,59.00000231955997,MDA-MB-231/ATCC,18,35
sp40,TNF signaling pathway,59.00000222201998,MDA-MB-231/ATCC,18,36
sp31,Prolactin signaling pathway,57.00000269661998,MDA-MB-231/ATCC,18,37
sp42,Toll-like receptor signaling pathway,57.00000197009998,MDA-MB-231/ATCC,18,38
sp19,IL-17 signaling pathway,56.00000141291596,MDA-MB-231/ATCC,18,39
sp5,B cell receptor signaling pathway,52.00000179859999,MDA-MB-231/ATCC,18,40
sp26,Notch signaling pathway,50.000001155559964,MDA-MB-231/ATCC,18,41
sp43,VEGF signaling pathway,49.00000222779998,MDA-MB-231/ATCC,18,42
sp16,Hedgehog signaling pathway,48.000002158659974,MDA-MB-231/ATCC,18,43
sp3,Adipocytokine signaling pathway,44.00000145155998,MDA-MB-231/ATCC,18,44
sp29,PPAR signaling pathway,44.00000138356797,MDA-MB-231/ATCC,18,45
sp11,Fc epsilon RI signaling pathway,42.00000148083999,MDA-MB-231/ATCC,18,46
sp32,RIG-I-like receptor signaling pathway,40.000001072999986,MDA-MB-231/ATCC,18,47
sp18,Hippo signaling pathway - multiple species,26.000000628699993,MDA-MB-231/ATCC,18,48
