SpNotation,SignalingPath,Attention,cell_line_name,cell_line_num,mean_rank
sp5,B cell receptor signaling pathway,0.15256264636666667,SR,36,1
sp11,Fc epsilon RI signaling pathway,0.05433707111333332,SR,36,2
sp18,Hippo signaling pathway - multiple species,0.05305909955948275,SR,36,3
sp36,Signaling pathways regulating pluripotency of stem cells,0.04866251587640448,SR,36,4
sp6,C-type lectin receptor signaling pathway,0.040807800170271726,SR,36,5
sp37,Sphingolipid signaling pathway,0.04050034967294507,SR,36,6
sp30,Phospholipase D signaling pathway,0.039943613604699495,SR,36,7
sp31,Prolactin signaling pathway,0.03925483063245543,SR,36,8
sp35,Relaxin signaling pathway,0.03729885611592403,SR,36,9
sp3,Adipocytokine signaling pathway,0.034879243606302616,SR,36,10
sp46,cGMP-PKG signaling pathway,0.03207874131461948,SR,36,11
sp7,Calcium signaling pathway,0.030122256620539068,SR,36,12
sp23,NF-kappa B signaling pathway,0.02890481457379133,SR,36,13
sp1,AGE-RAGE signaling pathway in diabetic complications,0.028401773172499985,SR,36,14
sp16,Hedgehog signaling pathway,0.02812359890762865,SR,36,15
sp10,Estrogen signaling pathway,0.026453512148813543,SR,36,16
sp4,Apelin signaling pathway,0.025470660441062193,SR,36,17
sp29,PPAR signaling pathway,0.02468958122553157,SR,36,18
sp47,mTOR signaling pathway,0.02339786897019602,SR,36,19
sp17,Hippo signaling pathway,0.0220624167411692,SR,36,20
sp44,Wnt signaling pathway,0.021980640598722345,SR,36,21
sp2,AMPK signaling pathway,0.021482609662295486,SR,36,22
sp12,FoxO signaling pathway,0.021220162461498243,SR,36,23
sp15,HIF-1 signaling pathway,0.021024254645210363,SR,36,24
sp34,Ras signaling pathway,0.020539577969702686,SR,36,25
sp22,MAPK signaling pathway,0.020424466759568657,SR,36,26
sp48,p53 signaling pathway,0.019976814141141424,SR,36,27
sp41,Thyroid hormone signaling pathway,0.018996410494296182,SR,36,28
sp28,PI3K-Akt signaling pathway,0.01695420278403572,SR,36,29
sp19,IL-17 signaling pathway,0.01693986987771185,SR,36,30
sp45,cAMP signaling pathway,0.015413159606024872,SR,36,31
sp21,JAK-STAT signaling pathway,0.015316033029288832,SR,36,32
sp8,Chemokine signaling pathway,0.014392478402948614,SR,36,33
