DrugA_idx,DrugA_target_num,DrugA_target_att_sum,DrugB_idx,DrugB_target_num,DrugB_target_att_sum,Cell_idx,Score
Paclitaxel,2.0,3.18843168884531,Tretinoin,4.0,5.5797995378003105,SF-539,34.55555555555556
Docetaxel,2.0,3.18843168884531,Fulvestrant,1.0,1.7778463797868,SF-539,32.44444444444444
Docetaxel,2.0,3.18843168884531,Tretinoin,4.0,5.5797995378003105,SF-539,32.22222222222222
Docetaxel,2.0,3.18843168884531,Nilotinib,2.0,5.46201591600404,SF-539,27.11111111111111
Paclitaxel,2.0,3.18843168884531,Celecoxib,2.0,4.07270628174049,SF-539,26.444444444444443
Paclitaxel,2.0,3.18843168884531,Nilotinib,2.0,5.46201591600404,SF-539,22.77777777777778
Docetaxel,2.0,3.18843168884531,Celecoxib,2.0,4.07270628174049,SF-539,22.666666666666668
Mitotane,2.0,1.9239468802078001,Docetaxel,2.0,3.18843168884531,SF-539,19.55555555555556
Paclitaxel,2.0,3.18843168884531,Sirolimus,2.0,7.8937911030522,SF-539,17.333333333333332
Fulvestrant,1.0,1.7778463797868,Dasatinib,12.0,42.84104999997317,SF-539,8.444444444444445
Dasatinib,12.0,42.84104999997317,Tretinoin,4.0,5.5797995378003105,SF-539,8.0
Everolimus,1.0,4.2533476144322,Docetaxel,2.0,3.18843168884531,SF-539,7.777777777777778
Fulvestrant,1.0,1.7778463797868,Everolimus,1.0,4.2533476144322,SF-539,7.555555555555555
Romidepsin,3.0,1.1038340478631339,Tretinoin,4.0,5.5797995378003105,SF-539,7.333333333333333
Mitotane,2.0,1.9239468802078001,Everolimus,1.0,4.2533476144322,SF-539,6.888888888888889
Docetaxel,2.0,3.18843168884531,Paclitaxel,2.0,3.18843168884531,SF-539,6.0
Romidepsin,3.0,1.1038340478631339,Cladribine,2.0,0.03378647156,SF-539,5.333333333333333
Vorinostat,3.0,1.083086116125434,Romidepsin,3.0,1.1038340478631339,SF-539,4.222222222222222
Fulvestrant,1.0,1.7778463797868,Tretinoin,4.0,5.5797995378003105,SF-539,4.222222222222222
Paclitaxel,2.0,3.18843168884531,Cladribine,2.0,0.03378647156,SF-539,3.888888888888889
Thalidomide,4.0,17.37067500341264,Sirolimus,2.0,7.8937911030522,SF-539,3.4444444444444446
Docetaxel,2.0,3.18843168884531,Sirolimus,2.0,7.8937911030522,SF-539,3.2222222222222223
Dasatinib,12.0,42.84104999997317,Docetaxel,2.0,3.18843168884531,SF-539,3.111111111111111
Fulvestrant,1.0,1.7778463797868,Romidepsin,3.0,1.1038340478631339,SF-539,2.555555555555556
Sirolimus,2.0,7.8937911030522,Mitotane,2.0,1.9239468802078001,SF-539,1.7777777777777777
Mitotane,2.0,1.9239468802078001,Dasatinib,12.0,42.84104999997317,SF-539,1.6666666666666667
Romidepsin,3.0,1.1038340478631339,Docetaxel,2.0,3.18843168884531,SF-539,1.5555555555555556
Romidepsin,3.0,1.1038340478631339,Celecoxib,2.0,4.07270628174049,SF-539,1.4444444444444444
