"node_num","node_name","node_type","att_deg"
13,"ACTB","gene",7.290493236
21,"ADCY1","gene",2.951921644
22,"ADCY2","gene",3.050763528
23,"ADCY3","gene",2.519301572
24,"ADCY4","gene",2.5364491828
25,"ADCY5","gene",2.52973236
26,"ADCY6","gene",2.529454457
27,"ADCY7","gene",2.462508708
28,"ADCY8","gene",2.95911977
29,"ADCY9","gene",2.494361162
49,"AKT1","gene",4.062699456
51,"AKT2","gene",2.60666746
65,"ARAP3","gene",0.488581492
68,"ARHGDIA","gene",0.723378288
69,"ARHGDIB","gene",0.504186256
70,"ARHGDIG","gene",0.503996992
71,"ARHGEF12","gene",0.509045838
76,"ATF4","gene",16.309357694
112,"BAD","gene",0.687752132
118,"BCL2","gene",0.49742858
119,"BCL2L1","gene",0.227508944
164,"CALM2","gene",31.240579618
167,"CAMK1","gene",0.829240584
168,"CAMK1D","gene",0.845541824
169,"CAMK2A","gene",1.81860495
170,"CAMK2B","gene",1.818877626
171,"CAMK2D","gene",1.709821614
172,"CAMK2G","gene",1.748050412
173,"CAMK4","gene",1.5614147132
174,"CAMKK2","gene",0.40271426
184,"CASR","gene",1.809718204
193,"CCL5","gene",0.387517196
195,"CCNB1","gene",2.896205394
196,"CCNB2","gene",0.378089506
197,"CCND1","gene",1.38974733
203,"CCR10","gene",0.419268464
204,"CCR7","gene",0.419270192
213,"CDC37","gene",0.512746616
214,"CDC42","gene",2.41755055
216,"CDK1","gene",0.347183258
218,"CDK4","gene",0.548477918
223,"CDKN2B","gene",0.32706228
225,"CEBPB","gene",0.408265158
233,"CHRM1","gene",0.252174977
235,"CHUK","gene",0.207276134
241,"COL1A1","gene",0.24418495
242,"COL1A2","gene",0.25064829
272,"CSNK1D","gene",0.415097044
273,"CSNK1E","gene",0.416368182
282,"CTNNA1","gene",0.405251904
283,"CTNNA2","gene",0.468880312
291,"CX3CR1","gene",0.419469118
292,"CXCL1","gene",7.515140006
298,"CXCR4","gene",0.41926951
299,"CXCR5","gene",0.4190883
308,"DAAM1","gene",0.491356344
309,"DAAM2","gene",0.48821754
322,"DIAPH1","gene",0.295865332
381,"EIF4E","gene",0.889427302
382,"EIF4E1B","gene",0.967532278
383,"EIF4E2","gene",0.85714512
384,"EIF4EBP1","gene",3.666573992
388,"ENAH","gene",0.532214264
407,"EVL","gene",0.532214264
410,"F2R","gene",0.2524556668
455,"FOS","gene",14.45213957
456,"FOSB","gene",0.393595446
457,"FOSL1","gene",0.38397969
458,"FOXO1","gene",0.41058475
459,"FOXO3","gene",0.625340334
485,"GADD45A","gene",0.34633164
486,"GADD45B","gene",0.347575958
487,"GADD45G","gene",0.351771854
491,"GCGR","gene",0.44636095
506,"GNA11","gene",0.796578142
507,"GNA12","gene",0.90070467
508,"GNA13","gene",0.898666712
516,"GNAQ","gene",0.855448654
517,"GNAS","gene",17.1630969502
518,"GNB1","gene",0.685316344
519,"GNB2","gene",7.693952057
520,"GNB3","gene",0.5109398
521,"GNB4","gene",0.502878974
522,"GNB5","gene",0.4971609352
523,"GNG10","gene",0.435396938
524,"GNG11","gene",0.435576979
525,"GNG13","gene",0.509805008
526,"GNG4","gene",0.509889714
527,"GNG5","gene",0.456740744
528,"GNG7","gene",0.509098842
529,"GNG8","gene",0.5090782232
530,"GNGT2","gene",0.510266641
557,"GSK3B","gene",0.575357108
588,"HRAS","gene",0.773738832
591,"HSP90AA1","gene",0.997916392
592,"HSP90AB1","gene",3.594732212
593,"HSP90B1","gene",0.486213156
599,"HSPA8","gene",1.06664184
613,"IFNAR1","gene",1.304309512
614,"IFNAR2","gene",1.26298755
621,"IKBKB","gene",0.444516308
626,"IL12A","gene",0.387519218
627,"IL12B","gene",0.387224228
686,"JAK1","gene",1.484104032
690,"JUN","gene",1.025374656
691,"JUND","gene",0.383657116
711,"KRAS","gene",0.78933364
760,"LPAR1","gene",0.252375302
761,"LPAR2","gene",0.252442684
762,"LPAR3","gene",0.253035518
763,"LPAR5","gene",0.252836826
781,"MAP2K1","gene",2.01112868
782,"MAP2K2","gene",1.677972702
783,"MAP2K3","gene",0.347139492
784,"MAP2K4","gene",0.395159094
786,"MAP2K6","gene",0.399497926
787,"MAP2K7","gene",0.3956572
788,"MAP3K1","gene",0.306023852
802,"MAPK1","gene",3.71631104
803,"MAPK11","gene",1.457560788
804,"MAPK12","gene",1.441480734
805,"MAPK13","gene",1.468641444
