DrugA_idx,DrugA_target_num,DrugA_target_idfatt_sum,DrugB_idx,DrugB_target_num,DrugB_target_idfatt_sum,Cell_idx,Score,index1,Drug,Target,node_num,node_name,att_deg
1495.0,1.0,19.138523872195687,1494.0,0.0,0.0,SF-295,37.11111111111112,459,1494,858,,,
1503.0,1.0,4.232749519704121,1499.0,1.0,19.138523872195687,SF-295,9.333333333333334,2784,1499,980,,,
1503.0,1.0,4.232749519704121,1499.0,1.0,19.138523872195687,SF-295,9.333333333333334,2784,1499,401,401.0,ITGB1,19.138523872195687
1495.0,1.0,19.138523872195687,1492.0,10.0,13.85800988857293,SF-295,4.444444444444445,134,1492,707,707.0,RPS6KA2,3.520480909921397
1495.0,1.0,19.138523872195687,1492.0,10.0,13.85800988857293,SF-295,4.444444444444445,134,1492,1325,,,
1495.0,1.0,19.138523872195687,1492.0,10.0,13.85800988857293,SF-295,4.444444444444445,134,1492,1314,,,
1495.0,1.0,19.138523872195687,1492.0,10.0,13.85800988857293,SF-295,4.444444444444445,134,1492,806,806.0,VAV3,0.06442906834787193
1495.0,1.0,19.138523872195687,1492.0,10.0,13.85800988857293,SF-295,4.444444444444445,134,1492,774,774.0,TEK,0.0
1495.0,1.0,19.138523872195687,1492.0,10.0,13.85800988857293,SF-295,4.444444444444445,134,1492,737,737.0,SOCS2,0.0
1495.0,1.0,19.138523872195687,1492.0,10.0,13.85800988857293,SF-295,4.444444444444445,134,1492,599,599.0,PLCD1,2.795048318451195
1495.0,1.0,19.138523872195687,1492.0,10.0,13.85800988857293,SF-295,4.444444444444445,134,1492,468,468.0,MAP3K8,0.0
1495.0,1.0,19.138523872195687,1492.0,10.0,13.85800988857293,SF-295,4.444444444444445,134,1492,442,442.0,LIF,1.6739508662282556
1495.0,1.0,19.138523872195687,1492.0,10.0,13.85800988857293,SF-295,4.444444444444445,134,1492,394,394.0,ITGA3,5.8041007256242105
1495.0,1.0,19.138523872195687,1492.0,10.0,13.85800988857293,SF-295,4.444444444444445,134,1492,2,2.0,ABL2,0.0
1495.0,1.0,19.138523872195687,1492.0,10.0,13.85800988857293,SF-295,4.444444444444445,134,1492,1,1.0,ABL1,0.0
