node_num,node_name,A498,A549/ATCC,ACHN,BT-549,CAKI-1,DU-145,EKVX,HCT-116,HCT-15,HOP-62,HOP-92,HS 578T,IGROV1,K-562,KM12,LOX IMVI,MCF7,MDA-MB-231/ATCC,MDA-MB-468,NCI-H23,NCI-H460,NCI-H522,OVCAR-3,OVCAR-4,OVCAR-8,PC-3,RPMI-8226,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SNB-75,SR,SW-620,T-47D,U251,UACC-257,UACC-62,UO-31,freq
1,ABL1,1.7762007799636212,3.3656046310852794,1.8500757146062148,3.770505838569874,1.659796409872723,4.023256121212476,3.40146538043255,1.5810618971514017,2.6307710089992127,2.4025708722688424,1.9629534231813297,4.200832876185685,2.9544572210448625,4.678740078643306,1.5528731755487626,6.986723079240141,1.5515579267519668,2.446055427141737,1.455674861142086,3.8294956534601576,2.2117406365291803,1.9126032511864932,2.485062633376451,2.7157235111187616,4.0123935089814875,2.0175280974794148,2.0072910832469013,2.1725667093331498,2.052818164242515,2.5096998630802156,1.8884961165456446,3.142137674482411,1.907220591405746,2.074371078491777,5.148063272861247,3.2322771663076666,2.4606721160526375,2.1614451882931776,3.3203307598764566,1.8481280781487177,1.729911197851029,1.9854295025077784,0.0
2,ABL2,1.045515513828829,2.8789864064543726,1.1370246892352838,1.7795526010728402,0.9770520835345441,3.3467031436578925,2.7056908270748528,0.8853465955994729,2.076739400979826,1.6111972979314477,1.222394581955787,1.4171190133566034,2.0625573844619005,4.095399005198798,0.9131250685531659,0.9244721051882842,0.9385932555256282,1.4332897447082256,0.765501121005407,3.012013043077331,1.5236182082414673,1.108369841669728,1.915516339000455,2.02412470955922,3.7043157095456096,1.4106005880191606,1.3590753889324036,1.1387237235171064,1.4133179457712062,1.7514623852814608,1.1365155905826043,2.346050902423671,1.188908009631512,1.522090462340034,1.4468218485295787,2.6083934612022452,1.620031264501963,1.5399951485338081,1.7821380323761646,1.0956318507935554,0.9926004675391362,1.2413717593496478,0.0
3,ACAA1,0.7606896847381746,0.8045506628475182,0.8702708901994142,0.8355039985906894,0.7925243806065779,0.7736190077682183,0.8532990244932666,0.8184971141030247,0.7106879733447845,0.8116768275649877,0.7281733598624172,0.7805638490607669,0.8177490504966213,0.8201532236343864,0.783622857014813,0.7700083615133835,0.7230748469706513,0.7268262426609209,0.8432178736478813,0.750201376674561,0.7780176233216495,0.7941252036704257,0.8641133299058504,0.768807998843468,0.7198855196328322,0.7467378607569479,0.7726351227194638,0.710159810033266,0.7207122846030593,0.737608766077848,0.8395024964350426,0.8374956958513379,0.6824239951703864,0.7904449319330059,0.7192515119777938,0.8623981001717252,0.8467394905770277,0.7430343664002453,0.8860287409089243,0.8678405468712851,0.8056965481314727,0.8438127786310118,0.0
4,ACACA,7.36674893077077,9.26372800436201,6.310848665452279,8.150330704110125,7.4088785684634235,7.126077235316902,7.114382543455271,8.352789405446018,6.633853932139472,6.888188732292872,6.260973396441381,7.708335312346543,7.794371150880745,6.503300621841556,9.106978448813866,6.597009935142447,7.276912360857736,7.915030656191737,7.391965893856661,9.689325891139182,6.241843909687419,7.290901119285965,7.811956996060167,7.760751836685308,7.92325972456266,7.8827454189706385,7.2368858604432695,6.572815464349432,7.147074277832508,6.742690958174269,7.204936260739484,7.829579569529097,7.427778587082474,7.362552453334933,8.236659165470416,7.3553495703817635,8.24659684707264,6.527517970366853,7.416798581561307,6.888236131587062,7.26160270552992,7.440402198511375,0.0
5,ACADM,0.7071418591010953,0.7758623089394031,0.7568654345999412,0.7460741936472033,0.74029510388106,0.724954684796164,0.7605224843236025,0.7489299129253516,0.7032459912334297,0.8033142168423958,0.6906305677976328,0.7563481793218635,0.7890731666969063,0.67338368648327,0.7624858144687097,0.7184281263009914,0.7234458704329053,0.7179442809681543,0.7624115160471431,0.7104827557352827,0.7038668919262714,0.7270950229656182,0.8519751632712186,0.7513304829351517,0.6214195335148752,0.763275912613655,0.7607626732438361,0.7098341681312111,0.6441227683692055,0.6374846696800105,0.8159157286090508,0.7188161445670123,0.6346918867699956,0.7101275513690157,0.6715438352293249,0.8065827965662381,0.7770431770629479,0.7477270234275447,0.7779870239413824,0.7404814934627939,0.8135257469269098,0.83882519240943,0.0
6,ACOX1,1.067153731091051,1.124777369077237,1.1953314773353407,1.2084390980155153,1.052530767792297,1.066004558379095,1.150873343160501,1.1217026376345698,1.018272242452562,1.1438644026190232,1.0575359587344073,1.0984151619143778,1.1718548189742346,1.156164596095586,1.1481189158287841,1.1248658692115978,1.0673313156670745,1.0430761656257497,1.0933110606670835,1.0792317771526758,1.1282577075651714,0.9893214549347951,1.2170608415134858,1.179373544679273,0.9971224182695672,1.1139353585046965,1.1287628784161536,1.0571685757542884,0.9788574970815085,1.0546313544296364,1.2021049389218752,1.2172936813779036,1.0096202399433676,1.019231955435945,1.0525168290696603,1.262562270046463,1.1650724676172726,0.987994005092068,1.1480070650712477,1.2288914613128612,1.1596969207572283,1.2163352111577543,0.0
7,ACOX3,1.0586370509888081,1.1871580618032187,1.2510360043583073,1.1964410086320092,1.0337663127073566,1.0503813365730428,1.2252602154664067,1.1927741848125792,1.0524444021281596,1.1375199145552033,1.1069640026034178,1.0673019795886438,1.2277219398615127,1.188994144375463,1.2302366323828429,1.0587823722707994,1.051864346570499,1.0691530500614996,1.1839560653187073,1.1245438359057676,1.482971344156151,1.1399111197353373,1.304827059800075,1.1413758250532802,1.002793807782609,1.1969059969793976,1.164059529161294,1.0312106562751593,1.0352563550188847,1.0061632848468367,1.2718778604442416,1.2831740287949522,1.1092830577505017,1.0273836143238328,1.0524399963774793,1.248901473545837,1.257801340509272,1.121317818300432,1.2270945464218992,1.2291572273816664,1.2237653792682008,1.2509092970019748,0.0
8,ACSBG2,1.0162776888227356,1.2728903547296209,1.17718808870781,1.4090634522391483,1.0909992804404038,1.1357091333424998,1.2285118327425826,1.128084057969191,1.2215460364181916,1.1739850647326293,1.3133501183962635,1.133210706199595,1.2020953577044073,1.1722502842301248,1.1274956207592166,1.073843860212555,1.2725755625172868,1.1552176580792564,1.1722204273484893,1.0444737427691984,1.0941965294699194,1.1711004470911581,1.253798072645822,1.2038126501671307,1.0257630492981245,1.112253585674575,1.0909746414246473,1.1830175114897017,1.135959407207644,1.2724197588265538,1.237601035418043,1.1592328335114268,1.1028639315720752,1.1017293003512403,1.1840593044792622,1.2103971928876736,1.1610951109046292,1.1500747064854322,1.4773131155476456,1.4325689211668873,1.142180532801691,1.2302382510747032,0.0
9,ACSL1,0.8239752625844541,0.9618446583351106,0.8287303188761485,0.9984891527704927,0.7965220916172302,1.110667119601681,1.0463549329950446,1.1478578970392814,0.8988591472719959,1.0017685442542794,0.876205843839608,0.9739118557109789,0.9735465442592064,0.9628794823122302,0.9242279742518901,1.1743742721108612,1.020746970417591,0.8782760864871613,0.9082151073558447,0.9939954346595073,0.9278571189179089,1.0512639429527952,1.1062223617406923,0.9472083557072606,1.0871482058763742,0.9598305990400071,0.9542337069175504,0.8674669227880806,0.8837156755743009,0.9046439720014227,1.059943466160214,0.9568684509460522,0.7397135702685506,0.7811233825078634,0.8634393125770186,1.0395126568582196,1.0254477887671691,0.8918762065062854,1.2202979086510097,1.009345170880739,1.0306016251409447,0.893755576661738,0.0
10,ACSL3,0.8201691305975083,0.8004505116462689,0.838499653494047,0.9680461408680009,0.865887298975444,0.8894526717135752,0.8684445202803149,0.8871563999547801,0.8751320371633267,0.8037857657526801,0.7678930254752163,0.8329450202945102,0.9562977401672148,0.8441997722843946,0.9155350347330554,0.8250882976132619,0.779271176186356,0.8676152246564228,0.9035203062788278,0.9008418220799501,0.8198350366535199,0.9475175243299344,0.9662512592727458,0.947427565100593,0.7647389958095258,0.7832432469007472,0.9960300569216081,0.7933145732145371,0.8189361454903825,0.7946146417655257,0.8991561546977602,0.833218690223934,0.6565971397863994,0.6985639322586907,0.7720726759985855,1.015885547565925,0.970116503946108,0.9252009269963636,0.9932620650431266,0.916056092024453,0.8328378615814991,0.978075325761195,0.0
