DrugA_idx,DrugA_target_num,DrugA_target_idfatt_sum,DrugB_idx,DrugB_target_num,DrugB_target_idfatt_sum,Cell_idx,Score,index1,Drug,Target,node_num,node_name,att_deg
1503.0,1.0,0.0,1499.0,1.0,0.693884087750792,ACHN,9.444444444444445,2229,1499,401,401.0,ITGB1,0.693884087750792
1503.0,1.0,0.0,1499.0,1.0,0.693884087750792,ACHN,9.444444444444445,2229,1499,980,,,
1503.0,1.0,0.0,1505.0,0.0,0.0,ACHN,5.888888888888889,817,1505,1218,,,
1503.0,1.0,0.0,1505.0,0.0,0.0,ACHN,5.888888888888889,817,1505,1217,,,
1503.0,1.0,0.0,1505.0,0.0,0.0,ACHN,5.888888888888889,817,1505,1145,,,
1503.0,1.0,0.0,1505.0,0.0,0.0,ACHN,5.888888888888889,817,1505,1216,,,
1499.0,1.0,0.693884087750792,1493.0,2.0,0.0,ACHN,5.555555555555555,995,1493,118,118.0,CNTFR,0.0
1499.0,1.0,0.693884087750792,1493.0,2.0,0.0,ACHN,5.555555555555555,995,1493,821,821.0,WNT3,0.0
1503.0,1.0,0.0,1490.0,0.0,0.0,ACHN,5.0,2125,1490,965,,,
1503.0,1.0,0.0,1490.0,0.0,0.0,ACHN,5.0,2125,1490,1106,,,
1499.0,1.0,0.693884087750792,1505.0,0.0,0.0,ACHN,4.777777777777778,129,1505,1218,,,
1499.0,1.0,0.693884087750792,1505.0,0.0,0.0,ACHN,4.777777777777778,129,1505,1145,,,
1499.0,1.0,0.693884087750792,1505.0,0.0,0.0,ACHN,4.777777777777778,129,1505,1216,,,
1499.0,1.0,0.693884087750792,1505.0,0.0,0.0,ACHN,4.777777777777778,129,1505,1217,,,
1499.0,1.0,0.693884087750792,1492.0,10.0,14.843489074681612,ACHN,3.4444444444444446,1603,1492,1,1.0,ABL1,0.0
1499.0,1.0,0.693884087750792,1492.0,10.0,14.843489074681612,ACHN,3.4444444444444446,1603,1492,1325,,,
1499.0,1.0,0.693884087750792,1492.0,10.0,14.843489074681612,ACHN,3.4444444444444446,1603,1492,442,442.0,LIF,0.0
1499.0,1.0,0.693884087750792,1492.0,10.0,14.843489074681612,ACHN,3.4444444444444446,1603,1492,1314,,,
1499.0,1.0,0.693884087750792,1492.0,10.0,14.843489074681612,ACHN,3.4444444444444446,1603,1492,806,806.0,VAV3,0.06287892462297362
