DrugA_idx,DrugA_target_num,DrugA_target_att_sum,DrugB_idx,DrugB_target_num,DrugB_target_att_sum,Cell_idx,Score
Fulvestrant,0.0,0.0,Romidepsin,0.0,0.0,NCI-H23,5.888888888888889
Sirolimus,2.0,3.4732565311999997,Mitotane,0.0,0.0,NCI-H23,3.4444444444444446
Thalidomide,1.0,4.235593734,Paclitaxel,0.0,0.0,NCI-H23,2.888888888888889
Mitotane,0.0,0.0,Tretinoin,0.0,0.0,NCI-H23,2.0
Mitotane,0.0,0.0,Celecoxib,0.0,0.0,NCI-H23,1.3333333333333333
Cladribine,0.0,0.0,Celecoxib,0.0,0.0,NCI-H23,1.1111111111111112
Tretinoin,0.0,0.0,Celecoxib,0.0,0.0,NCI-H23,1.0
Mitotane,0.0,0.0,Everolimus,1.0,1.64911167,NCI-H23,0.6666666666666666
Nilotinib,2.0,0.6107607700000001,Cladribine,0.0,0.0,NCI-H23,0.4444444444444444
Fulvestrant,0.0,0.0,Vorinostat,0.0,0.0,NCI-H23,0.2222222222222222
Tretinoin,0.0,0.0,Cladribine,0.0,0.0,NCI-H23,0.2222222222222222
Thalidomide,1.0,4.235593734,Tretinoin,0.0,0.0,NCI-H23,-0.1111111111111111
Fulvestrant,0.0,0.0,Tretinoin,0.0,0.0,NCI-H23,-0.6666666666666666
Fulvestrant,0.0,0.0,Cladribine,0.0,0.0,NCI-H23,-1.2222222222222223
Megestrol acetate,0.0,0.0,Gefitinib,1.0,0.682330314,NCI-H23,-1.4444444444444444
Mitotane,0.0,0.0,Sirolimus,2.0,3.4732565311999997,NCI-H23,-1.4444444444444444
Gefitinib,1.0,0.682330314,Lenalidomide,0.0,0.0,NCI-H23,-1.5555555555555556
Fulvestrant,0.0,0.0,Dasatinib,8.0,64.329676928,NCI-H23,-1.8888888888888888
Mitotane,0.0,0.0,Dasatinib,8.0,64.329676928,NCI-H23,-2.555555555555556
Fulvestrant,0.0,0.0,Celecoxib,0.0,0.0,NCI-H23,-3.0
Sirolimus,2.0,3.4732565311999997,Celecoxib,0.0,0.0,NCI-H23,-3.333333333333333
Fulvestrant,0.0,0.0,Paclitaxel,0.0,0.0,NCI-H23,-4.444444444444445
Mitotane,0.0,0.0,Docetaxel,0.0,0.0,NCI-H23,-4.777777777777778
Fulvestrant,0.0,0.0,Everolimus,1.0,1.64911167,NCI-H23,-5.111111111111111
Fulvestrant,0.0,0.0,Sirolimus,2.0,3.4732565311999997,NCI-H23,-5.111111111111111
Sirolimus,2.0,3.4732565311999997,Nilotinib,2.0,0.6107607700000001,NCI-H23,-5.333333333333333
Mitotane,0.0,0.0,Cladribine,0.0,0.0,NCI-H23,-5.777777777777778
Thalidomide,1.0,4.235593734,Mitotane,0.0,0.0,NCI-H23,-6.0
Megestrol acetate,0.0,0.0,Lenalidomide,0.0,0.0,NCI-H23,-6.888888888888889
Sirolimus,2.0,3.4732565311999997,Cladribine,0.0,0.0,NCI-H23,-7.444444444444445
Mitotane,0.0,0.0,Nilotinib,2.0,0.6107607700000001,NCI-H23,-8.11111111111111
Nilotinib,2.0,0.6107607700000001,Mitotane,0.0,0.0,NCI-H23,-8.333333333333334
Sirolimus,2.0,3.4732565311999997,Tretinoin,0.0,0.0,NCI-H23,-8.777777777777779
Fulvestrant,0.0,0.0,Nilotinib,2.0,0.6107607700000001,NCI-H23,-8.88888888888889
Nilotinib,2.0,0.6107607700000001,Celecoxib,0.0,0.0,NCI-H23,-9.555555555555555
Thalidomide,1.0,4.235593734,Docetaxel,0.0,0.0,NCI-H23,-12.555555555555555
Nilotinib,2.0,0.6107607700000001,Tretinoin,0.0,0.0,NCI-H23,-13.333333333333334
Thalidomide,1.0,4.235593734,Cladribine,0.0,0.0,NCI-H23,-13.555555555555555
