SpNotation,SignalingPath,Attention,cell_line_name,cell_line_num,sum_rank
sp28,PI3K-Akt signaling pathway,261.00001016980895,NCI-H522,22,1
sp22,MAPK signaling pathway,220.00000686625583,NCI-H522,22,2
sp34,Ras signaling pathway,171.00000541421588,NCI-H522,22,3
sp33,Rap1 signaling pathway,170.00000612639616,NCI-H522,22,4
sp45,cAMP signaling pathway,162.00000782756186,NCI-H522,22,5
sp7,Calcium signaling pathway,135.00000215903992,NCI-H522,22,6
sp44,Wnt signaling pathway,133.00000442040928,NCI-H522,22,7
sp17,Hippo signaling pathway,131.00000692027862,NCI-H522,22,8
sp47,mTOR signaling pathway,127.00000340075096,NCI-H522,22,9
sp8,Chemokine signaling pathway,124.00000593480388,NCI-H522,22,10
sp27,Oxytocin signaling pathway,117.00000488106198,NCI-H522,22,11
sp46,cGMP-PKG signaling pathway,109.00000367193394,NCI-H522,22,12
sp35,Relaxin signaling pathway,102.00000395159994,NCI-H522,22,13
sp20,Insulin signaling pathway,101.00000240833853,NCI-H522,22,14
sp25,Neurotrophin signaling pathway,100.00000403638593,NCI-H522,22,15
sp12,FoxO signaling pathway,96.00000300103993,NCI-H522,22,16
sp4,Apelin signaling pathway,96.00000254481392,NCI-H522,22,17
sp41,Thyroid hormone signaling pathway,96.00000191912729,NCI-H522,22,18
sp21,JAK-STAT signaling pathway,94.00000209533988,NCI-H522,22,19
sp36,Signaling pathways regulating pluripotency of stem cells,91.00000231407996,NCI-H522,22,20
sp10,Estrogen signaling pathway,89.00000228481996,NCI-H522,22,21
sp30,Phospholipase D signaling pathway,86.00000294067996,NCI-H522,22,22
sp24,NOD-like receptor signaling pathway,85.00000227704908,NCI-H522,22,23
sp15,HIF-1 signaling pathway,81.00000140075507,NCI-H522,22,24
sp37,Sphingolipid signaling pathway,77.00000258091997,NCI-H522,22,25
sp2,AMPK signaling pathway,75.00000164702159,NCI-H522,22,26
sp38,T cell receptor signaling pathway,73.00000267567998,NCI-H522,22,27
sp39,TGF-beta signaling pathway,73.00000239315996,NCI-H522,22,28
sp6,C-type lectin receptor signaling pathway,72.00000242553998,NCI-H522,22,29
sp13,Glucagon signaling pathway,69.00000228349997,NCI-H522,22,30
sp14,GnRH signaling pathway,68.00000127071998,NCI-H522,22,31
sp48,p53 signaling pathway,65.00000140687995,NCI-H522,22,32
sp9,ErbB signaling pathway,64.00000146117998,NCI-H522,22,33
sp1,AGE-RAGE signaling pathway in diabetic complications,62.000001636239965,NCI-H522,22,34
sp23,NF-kappa B signaling pathway,59.00000197169997,NCI-H522,22,35
sp40,TNF signaling pathway,59.00000169089998,NCI-H522,22,36
sp42,Toll-like receptor signaling pathway,57.00000150843998,NCI-H522,22,37
sp31,Prolactin signaling pathway,57.00000131931998,NCI-H522,22,38
sp19,IL-17 signaling pathway,56.00000215439996,NCI-H522,22,39
sp5,B cell receptor signaling pathway,52.000001627399996,NCI-H522,22,40
sp26,Notch signaling pathway,50.00000133849996,NCI-H522,22,41
sp43,VEGF signaling pathway,49.00000114313998,NCI-H522,22,42
sp16,Hedgehog signaling pathway,48.000001544759975,NCI-H522,22,43
sp29,PPAR signaling pathway,44.000001554167966,NCI-H522,22,44
sp3,Adipocytokine signaling pathway,44.00000115493999,NCI-H522,22,45
sp11,Fc epsilon RI signaling pathway,42.00000162709999,NCI-H522,22,46
sp32,RIG-I-like receptor signaling pathway,40.00000118699999,NCI-H522,22,47
sp18,Hippo signaling pathway - multiple species,26.000000907399993,NCI-H522,22,48
