"node_num","node_name","node_type","att_deg"
1,"ABL1","gene",0.243998858
2,"ABL2","gene",0.233633846
13,"ACTB","gene",7.418533228
16,"ACVR1B","gene",0.281094578
17,"ACVR1C","gene",0.304796706
18,"ACVR2A","gene",0.301740936
19,"ACVR2B","gene",0.303166288
21,"ADCY1","gene",2.774961378
22,"ADCY2","gene",2.854500008
23,"ADCY3","gene",2.6610399728
24,"ADCY4","gene",2.3441347128
25,"ADCY5","gene",2.34027035
26,"ADCY6","gene",2.320519272
27,"ADCY7","gene",2.347634148
28,"ADCY8","gene",2.7758748132
29,"ADCY9","gene",2.3294249392
45,"AGTR1","gene",1.195664614
49,"AKT1","gene",2.637666428
51,"AKT2","gene",2.996730282
65,"ARAP3","gene",0.275103724
68,"ARHGDIA","gene",0.250883114
69,"ARHGDIB","gene",0.28888952
70,"ARHGDIG","gene",0.288108446
71,"ARHGEF12","gene",0.447418924
76,"ATF4","gene",10.335398662
124,"BDNF","gene",1.214333132
163,"CALM1","gene",0.345362604
164,"CALM2","gene",32.37362442
165,"CALM3","gene",0.315538034
166,"CALML3","gene",0.369803712
167,"CAMK1","gene",0.820270884
168,"CAMK1D","gene",0.813704224
169,"CAMK2A","gene",1.742247452
170,"CAMK2B","gene",1.741909654
171,"CAMK2D","gene",1.730580014
172,"CAMK2G","gene",1.65196628
173,"CAMK4","gene",1.448850838
174,"CAMKK2","gene",0.347694622
184,"CASR","gene",1.899757524
197,"CCND1","gene",10.121773568
213,"CDC37","gene",0.528627632
214,"CDC42","gene",3.01529971
228,"CHAD","gene",0.347948044
233,"CHRM1","gene",0.227098272
235,"CHUK","gene",2.401562
241,"COL1A1","gene",0.706832348
242,"COL1A2","gene",0.70458971
243,"COL2A1","gene",0.347789914
244,"COL4A1","gene",0.341825834
245,"COL4A2","gene",0.339882438
246,"COL4A3","gene",0.347630504
247,"COL4A4","gene",0.347585312
248,"COL6A2","gene",0.340091758
249,"COL6A3","gene",0.347580186
250,"COL9A1","gene",0.34742896
251,"COL9A2","gene",0.347978942
252,"COL9A3","gene",0.34590806
253,"COMP","gene",0.34798922
266,"CRK","gene",1.2884021
267,"CRKL","gene",0.335367304
272,"CSNK1D","gene",0.352466188
273,"CSNK1E","gene",0.352223972
277,"CSNK2A2","gene",0.322691572
278,"CSNK2B","gene",0.317555696
282,"CTNNA1","gene",0.35165767
283,"CTNNA2","gene",0.372013632
308,"DAAM1","gene",0.271780878
309,"DAAM2","gene",0.27986992
322,"DIAPH1","gene",0.403754584
367,"EFNA1","gene",1.365512462
368,"EFNA2","gene",1.618201902
369,"EFNA3","gene",1.593289
370,"EFNA4","gene",1.592051152
371,"EFNA5","gene",1.595755258
372,"EGFR","gene",0.682330314
375,"EGR1","gene",0.983454304
381,"EIF4E","gene",0.247138068
382,"EIF4E1B","gene",0.264108242
383,"EIF4E2","gene",0.237255358
384,"EIF4EBP1","gene",1.40166454
388,"ENAH","gene",0.533333866
394,"EPHA2","gene",59.723395108
400,"EREG","gene",0.786188142
407,"EVL","gene",0.533333816
410,"F2R","gene",0.222058844
424,"FGF1","gene",1.843908316
425,"FGF10","gene",1.839620836
426,"FGF17","gene",1.836500016
427,"FGF18","gene",1.8411152188
428,"FGF19","gene",1.83688343
429,"FGF2","gene",1.8241448612
430,"FGF20","gene",1.84075478
431,"FGF22","gene",1.836656664
432,"FGF3","gene",1.843326928
