DrugA_idx,DrugA_target_num,DrugA_target_att_sum,DrugB_idx,DrugB_target_num,DrugB_target_att_sum,Cell_idx,Score,index1,Drug,Target,node_num,node_name,node_type,att_deg
1493.0,1.0,0.50264389,1505.0,0.0,0.0,HCT-116,21.55555555555556,277,1493,821,,,,
1493.0,1.0,0.50264389,1505.0,0.0,0.0,HCT-116,21.55555555555556,277,1493,118,118.0,BCL2,gene,0.50264389
1501.0,1.0,0.50264389,1490.0,1.0,0.418858234,HCT-116,13.444444444444445,1575,1501,821,,,,
1501.0,1.0,0.50264389,1490.0,1.0,0.418858234,HCT-116,13.444444444444445,1575,1501,118,118.0,BCL2,gene,0.50264389
1501.0,1.0,0.50264389,1505.0,0.0,0.0,HCT-116,12.666666666666666,1833,1501,821,,,,
1501.0,1.0,0.50264389,1505.0,0.0,0.0,HCT-116,12.666666666666666,1833,1501,118,118.0,BCL2,gene,0.50264389
1493.0,1.0,0.50264389,1490.0,1.0,0.418858234,HCT-116,11.666666666666666,1204,1493,118,118.0,BCL2,gene,0.50264389
1493.0,1.0,0.50264389,1490.0,1.0,0.418858234,HCT-116,11.666666666666666,1204,1493,821,,,,
1495.0,0.0,0.0,1494.0,0.0,0.0,HCT-116,10.333333333333334,1593,1495,401,,,,
1506.0,0.0,0.0,1502.0,0.0,0.0,HCT-116,8.777777777777779,1926,1506,567,,,,
1506.0,0.0,0.0,1502.0,0.0,0.0,HCT-116,8.777777777777779,1926,1506,566,,,,
1506.0,0.0,0.0,1502.0,0.0,0.0,HCT-116,8.777777777777779,1926,1506,565,,,,
1502.0,0.0,0.0,1493.0,1.0,0.50264389,HCT-116,8.444444444444445,1726,1502,568,,,,
1502.0,0.0,0.0,1493.0,1.0,0.50264389,HCT-116,8.444444444444445,1726,1502,566,,,,
1502.0,0.0,0.0,1493.0,1.0,0.50264389,HCT-116,8.444444444444445,1726,1502,565,,,,
1502.0,0.0,0.0,1505.0,0.0,0.0,HCT-116,7.333333333333333,1,1502,566,,,,
1502.0,0.0,0.0,1505.0,0.0,0.0,HCT-116,7.333333333333333,1,1502,565,,,,
1493.0,1.0,0.50264389,1495.0,0.0,0.0,HCT-116,7.333333333333333,2302,1493,118,118.0,BCL2,gene,0.50264389
1493.0,1.0,0.50264389,1495.0,0.0,0.0,HCT-116,7.333333333333333,2302,1493,821,,,,
1502.0,0.0,0.0,1505.0,0.0,0.0,HCT-116,7.333333333333333,1,1502,568,,,,
1492.0,6.0,7.548618046,1505.0,0.0,0.0,HCT-116,5.0,1311,1492,1314,1314.0,SRC,gene,0.374406406
1492.0,6.0,7.548618046,1505.0,0.0,0.0,HCT-116,5.0,1311,1492,806,806.0,MAPK14,gene,0.796668168
1492.0,6.0,7.548618046,1505.0,0.0,0.0,HCT-116,5.0,1311,1492,774,,,,
1492.0,6.0,7.548618046,1505.0,0.0,0.0,HCT-116,5.0,1311,1492,737,,,,
1492.0,6.0,7.548618046,1505.0,0.0,0.0,HCT-116,5.0,1311,1492,707,707.0,KIT,gene,2.437476578
1492.0,6.0,7.548618046,1505.0,0.0,0.0,HCT-116,5.0,1311,1492,599,599.0,HSPA8,gene,0.990747264
1492.0,6.0,7.548618046,1505.0,0.0,0.0,HCT-116,5.0,1311,1492,468,,,,
1492.0,6.0,7.548618046,1505.0,0.0,0.0,HCT-116,5.0,1311,1492,442,,,,
1492.0,6.0,7.548618046,1505.0,0.0,0.0,HCT-116,5.0,1311,1492,394,394.0,EPHA2,gene,1.621984846
1492.0,6.0,7.548618046,1505.0,0.0,0.0,HCT-116,5.0,1311,1492,2,,,,
1492.0,6.0,7.548618046,1505.0,0.0,0.0,HCT-116,5.0,1311,1492,1,,,,
