SpNotation,SignalingPath,Attention,cell_line_name,cell_line_num,mean_rank
sp5,B cell receptor signaling pathway,0.14428944188405796,A549/ATCC,2,1
sp24,NOD-like receptor signaling pathway,0.10865335102797281,A549/ATCC,2,2
sp14,GnRH signaling pathway,0.0899864785657627,A549/ATCC,2,3
sp11,Fc epsilon RI signaling pathway,0.0730425456448148,A549/ATCC,2,4
sp32,RIG-I-like receptor signaling pathway,0.07083482148644066,A549/ATCC,2,5
sp38,T cell receptor signaling pathway,0.06268989105607406,A549/ATCC,2,6
sp40,TNF signaling pathway,0.060510236612710266,A549/ATCC,2,7
sp42,Toll-like receptor signaling pathway,0.051789074568620676,A549/ATCC,2,8
sp9,ErbB signaling pathway,0.049313702481803265,A549/ATCC,2,9
sp37,Sphingolipid signaling pathway,0.04826803538781817,A549/ATCC,2,10
sp18,Hippo signaling pathway - multiple species,0.0479143969943396,A549/ATCC,2,11
sp43,VEGF signaling pathway,0.04520086701831857,A549/ATCC,2,12
sp46,cGMP-PKG signaling pathway,0.04379039005184425,A549/ATCC,2,13
sp30,Phospholipase D signaling pathway,0.04252960969001611,A549/ATCC,2,14
sp20,Insulin signaling pathway,0.04203230876961468,A549/ATCC,2,15
sp23,NF-kappa B signaling pathway,0.03936623686561537,A549/ATCC,2,16
sp36,Signaling pathways regulating pluripotency of stem cells,0.038088523892005635,A549/ATCC,2,17
sp31,Prolactin signaling pathway,0.03786296979775509,A549/ATCC,2,18
sp39,TGF-beta signaling pathway,0.03684749408394229,A549/ATCC,2,19
sp10,Estrogen signaling pathway,0.03642413486008465,A549/ATCC,2,20
sp7,Calcium signaling pathway,0.035915465499497284,A549/ATCC,2,21
sp6,C-type lectin receptor signaling pathway,0.03589647987413042,A549/ATCC,2,22
sp12,FoxO signaling pathway,0.034243291012621344,A549/ATCC,2,23
sp3,Adipocytokine signaling pathway,0.03258271478578945,A549/ATCC,2,24
sp27,Oxytocin signaling pathway,0.029484134770541782,A549/ATCC,2,25
sp35,Relaxin signaling pathway,0.028941815650466815,A549/ATCC,2,26
sp47,mTOR signaling pathway,0.02845600584347144,A549/ATCC,2,27
sp16,Hedgehog signaling pathway,0.027689185951448262,A549/ATCC,2,28
sp33,Rap1 signaling pathway,0.026364702411058188,A549/ATCC,2,29
sp15,HIF-1 signaling pathway,0.0256729753067665,A549/ATCC,2,30
sp25,Neurotrophin signaling pathway,0.02507628647959159,A549/ATCC,2,31
sp1,AGE-RAGE signaling pathway in diabetic complications,0.024796860875168126,A549/ATCC,2,32
sp28,PI3K-Akt signaling pathway,0.023148449473160592,A549/ATCC,2,33
sp2,AMPK signaling pathway,0.022838175390121444,A549/ATCC,2,34
sp4,Apelin signaling pathway,0.021299603802444042,A549/ATCC,2,35
sp34,Ras signaling pathway,0.020428616550749523,A549/ATCC,2,36
sp26,Notch signaling pathway,0.0203778167912925,A549/ATCC,2,37
sp41,Thyroid hormone signaling pathway,0.0196133424777934,A549/ATCC,2,38
sp13,Glucagon signaling pathway,0.018835409379592622,A549/ATCC,2,39
sp22,MAPK signaling pathway,0.018693112349797567,A549/ATCC,2,40
sp19,IL-17 signaling pathway,0.0178325547521171,A549/ATCC,2,41
sp29,PPAR signaling pathway,0.017621827205645927,A549/ATCC,2,42
sp48,p53 signaling pathway,0.017308828161264195,A549/ATCC,2,43
sp21,JAK-STAT signaling pathway,0.017289815547885768,A549/ATCC,2,44
sp17,Hippo signaling pathway,0.016885913414236977,A549/ATCC,2,45
sp45,cAMP signaling pathway,0.016778564953992443,A549/ATCC,2,46
sp44,Wnt signaling pathway,0.015914851691088007,A549/ATCC,2,47
sp8,Chemokine signaling pathway,0.011731618979874984,A549/ATCC,2,48
