DrugA_idx,DrugA_target_num,DrugA_target_att_sum,DrugB_idx,DrugB_target_num,DrugB_target_att_sum,Cell_idx,Score,index1,Drug,Target,node_num,node_name,node_type,att_deg
1501.0,2.0,2.9173597784558503,1505.0,4.0,5.61204828206114,SNB-75,33.0,741,1505,1216,1216,RXRA,gene,1.75040843173451
1501.0,2.0,2.9173597784558503,1505.0,4.0,5.61204828206114,SNB-75,33.0,741,1505,1217,1217,RXRB,gene,1.72157920365516
1501.0,2.0,2.9173597784558503,1505.0,4.0,5.61204828206114,SNB-75,33.0,741,1505,1218,1218,RXRG,gene,2.03091107574575
1501.0,2.0,2.9173597784558503,1505.0,4.0,5.61204828206114,SNB-75,33.0,741,1505,1145,1145,RARA,gene,0.10914957092572
1501.0,2.0,2.9173597784558503,1490.0,2.0,4.1960634325754,SNB-75,25.11111111111111,2385,1490,1106,1106,PTGS2,gene,1.39937576448
1501.0,2.0,2.9173597784558503,1490.0,2.0,4.1960634325754,SNB-75,25.11111111111111,2385,1490,965,965,PDPK1,gene,2.7966876680954
1493.0,2.0,2.9173597784558503,1505.0,4.0,5.61204828206114,SNB-75,23.0,1467,1505,1145,1145,RARA,gene,0.10914957092572
1493.0,2.0,2.9173597784558503,1505.0,4.0,5.61204828206114,SNB-75,23.0,1467,1505,1216,1216,RXRA,gene,1.75040843173451
1493.0,2.0,2.9173597784558503,1505.0,4.0,5.61204828206114,SNB-75,23.0,1467,1505,1218,1218,RXRG,gene,2.03091107574575
1493.0,2.0,2.9173597784558503,1505.0,4.0,5.61204828206114,SNB-75,23.0,1467,1505,1217,1217,RXRB,gene,1.72157920365516
1493.0,2.0,2.9173597784558503,1490.0,2.0,4.1960634325754,SNB-75,19.444444444444443,2309,1490,1106,1106,PTGS2,gene,1.39937576448
1493.0,2.0,2.9173597784558503,1490.0,2.0,4.1960634325754,SNB-75,19.444444444444443,2309,1490,965,965,PDPK1,gene,2.7966876680954
1499.0,2.0,1.80288835947051,1494.0,1.0,4.6169617053603,SNB-75,18.444444444444443,1547,1494,858,858,MTOR,gene,4.6169617053603
1501.0,2.0,2.9173597784558503,1500.0,2.0,6.10317341643517,SNB-75,15.666666666666666,719,1500,707,707,KIT,gene,5.48784525293917
1501.0,2.0,2.9173597784558503,1500.0,2.0,6.10317341643517,SNB-75,15.666666666666666,719,1500,1,1,ABL1,gene,0.615328163496
1495.0,1.0,1.66957282209661,1494.0,1.0,4.6169617053603,SNB-75,12.88888888888889,1247,1494,858,858,MTOR,gene,4.6169617053603
1493.0,2.0,2.9173597784558503,1500.0,2.0,6.10317341643517,SNB-75,9.444444444444445,1490,1500,707,707,KIT,gene,5.48784525293917
1493.0,2.0,2.9173597784558503,1500.0,2.0,6.10317341643517,SNB-75,9.444444444444445,1490,1500,1,1,ABL1,gene,0.615328163496
1492.0,12.0,26.481016823213242,1490.0,2.0,4.1960634325754,SNB-75,8.555555555555555,88,1490,1106,1106,PTGS2,gene,1.39937576448
1492.0,12.0,26.481016823213242,1490.0,2.0,4.1960634325754,SNB-75,8.555555555555555,88,1490,965,965,PDPK1,gene,2.7966876680954
1503.0,2.0,7.8196853424403,1490.0,2.0,4.1960634325754,SNB-75,6.333333333333333,157,1490,965,965,PDPK1,gene,2.7966876680954
1503.0,2.0,7.8196853424403,1490.0,2.0,4.1960634325754,SNB-75,6.333333333333333,157,1490,1106,1106,PTGS2,gene,1.39937576448
1495.0,1.0,1.66957282209661,1492.0,12.0,26.481016823213242,SNB-75,6.222222222222222,474,1492,2,2,ABL2,gene,0.17293303982
1495.0,1.0,1.66957282209661,1492.0,12.0,26.481016823213242,SNB-75,6.222222222222222,474,1492,1,1,ABL1,gene,0.615328163496
1495.0,1.0,1.66957282209661,1492.0,12.0,26.481016823213242,SNB-75,6.222222222222222,474,1492,737,737,LCK,gene,0.5266228094
1495.0,1.0,1.66957282209661,1492.0,12.0,26.481016823213242,SNB-75,6.222222222222222,474,1492,442,442,FGR,gene,0.243844892012
1495.0,1.0,1.66957282209661,1492.0,12.0,26.481016823213242,SNB-75,6.222222222222222,474,1492,774,774,LYN,gene,0.728298959558
1495.0,1.0,1.66957282209661,1492.0,12.0,26.481016823213242,SNB-75,6.222222222222222,474,1492,468,468,FYN,gene,0.5214213074
1495.0,1.0,1.66957282209661,1492.0,12.0,26.481016823213242,SNB-75,6.222222222222222,474,1492,806,806,MAPK14,gene,5.1021332445226
1495.0,1.0,1.66957282209661,1492.0,12.0,26.481016823213242,SNB-75,6.222222222222222,474,1492,394,394,EPHA2,gene,8.28254635353083
1495.0,1.0,1.66957282209661,1492.0,12.0,26.481016823213242,SNB-75,6.222222222222222,474,1492,1314,1314,SRC,gene,1.81509641682666
1495.0,1.0,1.66957282209661,1492.0,12.0,26.481016823213242,SNB-75,6.222222222222222,474,1492,1325,1325,STAT5B,gene,2.02138289260798
1495.0,1.0,1.66957282209661,1492.0,12.0,26.481016823213242,SNB-75,6.222222222222222,474,1492,707,707,KIT,gene,5.48784525293917
1495.0,1.0,1.66957282209661,1492.0,12.0,26.481016823213242,SNB-75,6.222222222222222,474,1492,599,599,HSPA8,gene,0.9635634911
1494.0,1.0,4.6169617053603,1501.0,2.0,2.9173597784558503,SNB-75,5.333333333333333,1841,1501,118,118,BCL2,gene,2.87183759989585
1494.0,1.0,4.6169617053603,1501.0,2.0,2.9173597784558503,SNB-75,5.333333333333333,1841,1501,821,821,MAPT,gene,0.04552217856
1493.0,2.0,2.9173597784558503,1495.0,1.0,1.66957282209661,SNB-75,5.0,2084,1495,401,401,ESR1,gene,1.66957282209661
1501.0,2.0,2.9173597784558503,1503.0,2.0,7.8196853424403,SNB-75,4.888888888888889,2134,1503,429,429,FGF2,gene,3.20272363708
1501.0,2.0,2.9173597784558503,1503.0,2.0,7.8196853424403,SNB-75,4.888888888888889,2134,1503,858,858,MTOR,gene,4.6169617053603
1492.0,12.0,26.481016823213242,1501.0,2.0,2.9173597784558503,SNB-75,4.444444444444445,1129,1501,821,821,MAPT,gene,0.04552217856
1492.0,12.0,26.481016823213242,1501.0,2.0,2.9173597784558503,SNB-75,4.444444444444445,1129,1501,118,118,BCL2,gene,2.87183759989585
