DrugA_idx,DrugA_target_num,DrugA_target_idfatt_sum,DrugB_idx,DrugB_target_num,DrugB_target_idfatt_sum,Cell_idx,Score
Paclitaxel,2.0,24.407712209793594,Tretinoin,4.0,46.95247407863987,SNB-75,33.0
Paclitaxel,2.0,24.407712209793594,Celecoxib,2.0,22.198769850047185,SNB-75,25.11111111111111
Docetaxel,2.0,24.407712209793594,Tretinoin,4.0,46.95247407863987,SNB-75,23.0
Docetaxel,2.0,24.407712209793594,Celecoxib,2.0,22.198769850047185,SNB-75,19.444444444444443
Mitotane,2.0,15.083631627921632,Everolimus,1.0,0.10754025969992452,SNB-75,18.444444444444443
Paclitaxel,2.0,24.407712209793594,Nilotinib,2.0,5.275888527077433,SNB-75,15.666666666666666
Fulvestrant,1.0,13.968264475283904,Everolimus,1.0,0.10754025969992452,SNB-75,12.88888888888889
Docetaxel,2.0,24.407712209793594,Nilotinib,2.0,5.275888527077433,SNB-75,9.444444444444445
Dasatinib,12.0,44.06564349710814,Celecoxib,2.0,22.198769850047185,SNB-75,8.555555555555555
Sirolimus,2.0,1.2594621287396037,Celecoxib,2.0,22.198769850047185,SNB-75,6.333333333333333
Fulvestrant,1.0,13.968264475283904,Dasatinib,12.0,44.06564349710814,SNB-75,6.222222222222222
Everolimus,1.0,0.10754025969992452,Paclitaxel,2.0,24.407712209793594,SNB-75,5.333333333333333
Docetaxel,2.0,24.407712209793594,Fulvestrant,1.0,13.968264475283904,SNB-75,5.0
Paclitaxel,2.0,24.407712209793594,Sirolimus,2.0,1.2594621287396037,SNB-75,4.888888888888889
Dasatinib,12.0,44.06564349710814,Paclitaxel,2.0,24.407712209793594,SNB-75,4.444444444444445
Dasatinib,12.0,44.06564349710814,Sirolimus,2.0,1.2594621287396037,SNB-75,4.333333333333333
Fulvestrant,1.0,13.968264475283904,Romidepsin,3.0,6.590639775765009,SNB-75,4.0
Dasatinib,12.0,44.06564349710814,Docetaxel,2.0,24.407712209793594,SNB-75,3.555555555555556
Paclitaxel,2.0,24.407712209793594,Cladribine,2.0,0.22960761564039833,SNB-75,3.333333333333333
Mitotane,2.0,15.083631627921632,Dasatinib,12.0,44.06564349710814,SNB-75,3.333333333333333
Everolimus,1.0,0.10754025969992452,Tretinoin,4.0,46.95247407863987,SNB-75,2.4444444444444446
Romidepsin,3.0,6.590639775765009,Tretinoin,4.0,46.95247407863987,SNB-75,1.6666666666666667
Sirolimus,2.0,1.2594621287396037,Tretinoin,4.0,46.95247407863987,SNB-75,1.5555555555555556
Romidepsin,3.0,6.590639775765009,Cladribine,2.0,0.22960761564039833,SNB-75,1.3333333333333333
Everolimus,1.0,0.10754025969992452,Celecoxib,2.0,22.198769850047185,SNB-75,0.4444444444444444
Docetaxel,2.0,24.407712209793594,Cladribine,2.0,0.22960761564039833,SNB-75,0.0
Tretinoin,4.0,46.95247407863987,Cladribine,2.0,0.22960761564039833,SNB-75,-0.2222222222222222
Romidepsin,3.0,6.590639775765009,Sirolimus,2.0,1.2594621287396037,SNB-75,-0.2222222222222222
Sirolimus,2.0,1.2594621287396037,Mitotane,2.0,15.083631627921632,SNB-75,-0.3333333333333333
Docetaxel,2.0,24.407712209793594,Paclitaxel,2.0,24.407712209793594,SNB-75,-0.7777777777777778
Romidepsin,3.0,6.590639775765009,Celecoxib,2.0,22.198769850047185,SNB-75,-0.8888888888888888
Fulvestrant,1.0,13.968264475283904,Tretinoin,4.0,46.95247407863987,SNB-75,-0.8888888888888888
Sirolimus,2.0,1.2594621287396037,Cladribine,2.0,0.22960761564039833,SNB-75,-1.3333333333333333
Everolimus,1.0,0.10754025969992452,Sirolimus,2.0,1.2594621287396037,SNB-75,-1.3333333333333333
Everolimus,1.0,0.10754025969992452,Docetaxel,2.0,24.407712209793594,SNB-75,-1.4444444444444444
Vorinostat,3.0,6.471568604195509,Romidepsin,3.0,6.590639775765009,SNB-75,-1.5555555555555556
Mitotane,2.0,15.083631627921632,Docetaxel,2.0,24.407712209793594,SNB-75,-1.6666666666666667
Dasatinib,12.0,44.06564349710814,Vorinostat,3.0,6.471568604195509,SNB-75,-1.6666666666666667
Fulvestrant,1.0,13.968264475283904,Vorinostat,3.0,6.471568604195509,SNB-75,-1.7777777777777777
Cladribine,2.0,0.22960761564039833,Celecoxib,2.0,22.198769850047185,SNB-75,-1.8888888888888888
Fulvestrant,1.0,13.968264475283904,Paclitaxel,2.0,24.407712209793594,SNB-75,-1.8888888888888888
Tretinoin,4.0,46.95247407863987,Celecoxib,2.0,22.198769850047185,SNB-75,-2.555555555555556
Vorinostat,3.0,6.471568604195509,Cladribine,2.0,0.22960761564039833,SNB-75,-2.555555555555556
Everolimus,1.0,0.10754025969992452,Cladribine,2.0,0.22960761564039833,SNB-75,-2.6666666666666665
Romidepsin,3.0,6.590639775765009,Paclitaxel,2.0,24.407712209793594,SNB-75,-2.7777777777777777
Romidepsin,3.0,6.590639775765009,Nilotinib,2.0,5.275888527077433,SNB-75,-3.0
Everolimus,1.0,0.10754025969992452,Romidepsin,3.0,6.590639775765009,SNB-75,-3.111111111111111
Vorinostat,3.0,6.471568604195509,Tretinoin,4.0,46.95247407863987,SNB-75,-3.2222222222222223
Everolimus,1.0,0.10754025969992452,Vorinostat,3.0,6.471568604195509,SNB-75,-3.7777777777777777
Romidepsin,3.0,6.590639775765009,Docetaxel,2.0,24.407712209793594,SNB-75,-3.7777777777777777
Vorinostat,3.0,6.471568604195509,Docetaxel,2.0,24.407712209793594,SNB-75,-3.888888888888889
Vorinostat,3.0,6.471568604195509,Nilotinib,2.0,5.275888527077433,SNB-75,-3.888888888888889
Fulvestrant,1.0,13.968264475283904,Sirolimus,2.0,1.2594621287396037,SNB-75,-4.222222222222222
Mitotane,2.0,15.083631627921632,Tretinoin,4.0,46.95247407863987,SNB-75,-4.444444444444445
Mitotane,2.0,15.083631627921632,Sirolimus,2.0,1.2594621287396037,SNB-75,-4.777777777777778
Mitotane,2.0,15.083631627921632,Nilotinib,2.0,5.275888527077433,SNB-75,-4.888888888888889
Vorinostat,3.0,6.471568604195509,Celecoxib,2.0,22.198769850047185,SNB-75,-5.222222222222222
Mitotane,2.0,15.083631627921632,Celecoxib,2.0,22.198769850047185,SNB-75,-5.555555555555555
Docetaxel,2.0,24.407712209793594,Sirolimus,2.0,1.2594621287396037,SNB-75,-5.555555555555555
Sirolimus,2.0,1.2594621287396037,Nilotinib,2.0,5.275888527077433,SNB-75,-5.777777777777778
Dasatinib,12.0,44.06564349710814,Nilotinib,2.0,5.275888527077433,SNB-75,-5.888888888888889
Fulvestrant,1.0,13.968264475283904,Cladribine,2.0,0.22960761564039833,SNB-75,-6.111111111111111
Gefitinib,1.0,0.19648647926925084,Lenalidomide,1.0,11.707695836838532,SNB-75,-6.333333333333333
Everolimus,1.0,0.10754025969992452,Nilotinib,2.0,5.275888527077433,SNB-75,-6.333333333333333
Nilotinib,2.0,5.275888527077433,Celecoxib,2.0,22.198769850047185,SNB-75,-7.0
Fulvestrant,1.0,13.968264475283904,Nilotinib,2.0,5.275888527077433,SNB-75,-7.111111111111111
Nilotinib,2.0,5.275888527077433,Cladribine,2.0,0.22960761564039833,SNB-75,-7.111111111111111
Megestrol acetate,1.0,1.1153671526377276,Lenalidomide,1.0,11.707695836838532,SNB-75,-7.222222222222222
Dasatinib,12.0,44.06564349710814,Romidepsin,3.0,6.590639775765009,SNB-75,-7.222222222222222
Everolimus,1.0,0.10754025969992452,Dasatinib,12.0,44.06564349710814,SNB-75,-7.333333333333333
Mitotane,2.0,15.083631627921632,Cladribine,2.0,0.22960761564039833,SNB-75,-7.555555555555555
Megestrol acetate,1.0,1.1153671526377276,Gefitinib,1.0,0.19648647926925084,SNB-75,-7.777777777777778
Fulvestrant,1.0,13.968264475283904,Celecoxib,2.0,22.198769850047185,SNB-75,-7.888888888888889
Nilotinib,2.0,5.275888527077433,Mitotane,2.0,15.083631627921632,SNB-75,-8.0
Dasatinib,12.0,44.06564349710814,Cladribine,2.0,0.22960761564039833,SNB-75,-8.777777777777779
Vorinostat,3.0,6.471568604195509,Sirolimus,2.0,1.2594621287396037,SNB-75,-9.555555555555555
Nilotinib,2.0,5.275888527077433,Tretinoin,4.0,46.95247407863987,SNB-75,-12.555555555555555
Vorinostat,3.0,6.471568604195509,Paclitaxel,2.0,24.407712209793594,SNB-75,-14.666666666666666
