DrugA_idx,DrugA_target_num,DrugA_target_idfatt_sum,DrugB_idx,DrugB_target_num,DrugB_target_idfatt_sum,Cell_idx,Score,index1,Drug,Target,node_num,node_name,att_deg
1505.0,4.0,48.12291464826684,1490.0,2.0,22.184452917470512,HOP-92,2.555555555555556,1847,1505,1145,1145,RARA,0.9556997905414557
1505.0,4.0,48.12291464826684,1490.0,2.0,22.184452917470512,HOP-92,2.555555555555556,1847,1505,1216,1216,RXRA,14.719851714489051
1505.0,4.0,48.12291464826684,1490.0,2.0,22.184452917470512,HOP-92,2.555555555555556,1847,1505,1217,1217,RXRB,14.464414246520137
1505.0,4.0,48.12291464826684,1490.0,2.0,22.184452917470512,HOP-92,2.555555555555556,1847,1505,1218,1218,RXRG,17.982948896716202
1500.0,2.0,2.0590123441426518,1505.0,4.0,48.12291464826684,HOP-92,0.7777777777777778,927,1500,707,707,KIT,0.09605892096132215
1504.0,4.0,17.124832524815456,1501.0,2.0,16.287018808479488,HOP-92,0.7777777777777778,914,1504,885,885,NFKB1,0.2078933357878471
1504.0,4.0,17.124832524815456,1501.0,2.0,16.287018808479488,HOP-92,0.7777777777777778,914,1504,1106,1106,PTGS2,11.697288103423267
1504.0,4.0,17.124832524815456,1501.0,2.0,16.287018808479488,HOP-92,0.7777777777777778,914,1504,1399,1399,TNF,5.11925736735829
1500.0,2.0,2.0590123441426518,1505.0,4.0,48.12291464826684,HOP-92,0.7777777777777778,927,1500,1,1,ABL1,1.9629534231813297
1504.0,4.0,17.124832524815456,1501.0,2.0,16.287018808479488,HOP-92,0.7777777777777778,914,1504,439,439,FGFR2,0.10039371824605463
1499.0,2.0,11.337089014385763,1491.0,2.0,0.26850818666262377,HOP-92,0.7777777777777778,2122,1499,401,401,ESR1,10.185517740688397
1499.0,2.0,11.337089014385763,1491.0,2.0,0.26850818666262377,HOP-92,0.7777777777777778,2122,1499,980,980,PGR,1.1515712736973662
1499.0,2.0,11.337089014385763,1501.0,2.0,16.287018808479488,HOP-92,0.6666666666666666,241,1499,980,980,PGR,1.1515712736973662
1499.0,2.0,11.337089014385763,1501.0,2.0,16.287018808479488,HOP-92,0.6666666666666666,241,1499,401,401,ESR1,10.185517740688397
1500.0,2.0,2.0590123441426518,1491.0,2.0,0.26850818666262377,HOP-92,0.3333333333333333,1435,1500,707,707,KIT,0.09605892096132215
1500.0,2.0,2.0590123441426518,1491.0,2.0,0.26850818666262377,HOP-92,0.3333333333333333,1435,1500,1,1,ABL1,1.9629534231813297
1499.0,2.0,11.337089014385763,1505.0,4.0,48.12291464826684,HOP-92,0.2222222222222222,1620,1499,980,980,PGR,1.1515712736973662
1499.0,2.0,11.337089014385763,1505.0,4.0,48.12291464826684,HOP-92,0.2222222222222222,1620,1499,401,401,ESR1,10.185517740688397
1504.0,4.0,17.124832524815456,1505.0,4.0,48.12291464826684,HOP-92,0.1111111111111111,960,1504,439,439,FGFR2,0.10039371824605463
1504.0,4.0,17.124832524815456,1505.0,4.0,48.12291464826684,HOP-92,0.1111111111111111,960,1504,885,885,NFKB1,0.2078933357878471
1504.0,4.0,17.124832524815456,1505.0,4.0,48.12291464826684,HOP-92,0.1111111111111111,960,1504,1106,1106,PTGS2,11.697288103423267
1504.0,4.0,17.124832524815456,1505.0,4.0,48.12291464826684,HOP-92,0.1111111111111111,960,1504,1399,1399,TNF,5.11925736735829
1495.0,1.0,10.185517740688397,1491.0,2.0,0.26850818666262377,HOP-92,-0.4444444444444444,1687,1495,401,401,ESR1,10.185517740688397
1495.0,1.0,10.185517740688397,1502.0,3.0,10.776265073618717,HOP-92,-1.6666666666666667,2373,1495,401,401,ESR1,10.185517740688397
1499.0,2.0,11.337089014385763,1494.0,1.0,0.0890337706305506,HOP-92,-2.111111111111111,638,1499,980,980,PGR,1.1515712736973662
1499.0,2.0,11.337089014385763,1494.0,1.0,0.0890337706305506,HOP-92,-2.111111111111111,638,1499,401,401,ESR1,10.185517740688397
1504.0,4.0,17.124832524815456,1503.0,2.0,1.5816536765701918,HOP-92,-2.7777777777777777,585,1504,1399,1399,TNF,5.11925736735829
1504.0,4.0,17.124832524815456,1503.0,2.0,1.5816536765701918,HOP-92,-2.7777777777777777,585,1504,1106,1106,PTGS2,11.697288103423267
1504.0,4.0,17.124832524815456,1503.0,2.0,1.5816536765701918,HOP-92,-2.7777777777777777,585,1504,885,885,NFKB1,0.2078933357878471
1504.0,4.0,17.124832524815456,1503.0,2.0,1.5816536765701918,HOP-92,-2.7777777777777777,585,1504,439,439,FGFR2,0.10039371824605463
1500.0,2.0,2.0590123441426518,1490.0,2.0,22.184452917470512,HOP-92,-2.7777777777777777,2510,1500,1,1,ABL1,1.9629534231813297
1500.0,2.0,2.0590123441426518,1490.0,2.0,22.184452917470512,HOP-92,-2.7777777777777777,2510,1500,707,707,KIT,0.09605892096132215
1495.0,1.0,10.185517740688397,1494.0,1.0,0.0890337706305506,HOP-92,-3.7777777777777777,2585,1495,401,401,ESR1,10.185517740688397
1504.0,4.0,17.124832524815456,1499.0,2.0,11.337089014385763,HOP-92,-4.222222222222222,1691,1504,885,885,NFKB1,0.2078933357878471
1504.0,4.0,17.124832524815456,1499.0,2.0,11.337089014385763,HOP-92,-4.222222222222222,1691,1504,439,439,FGFR2,0.10039371824605463
1504.0,4.0,17.124832524815456,1499.0,2.0,11.337089014385763,HOP-92,-4.222222222222222,1691,1504,1106,1106,PTGS2,11.697288103423267
1504.0,4.0,17.124832524815456,1499.0,2.0,11.337089014385763,HOP-92,-4.222222222222222,1691,1504,1399,1399,TNF,5.11925736735829
1495.0,1.0,10.185517740688397,1492.0,12.0,43.72236117702487,HOP-92,-4.222222222222222,1040,1495,401,401,ESR1,10.185517740688397
1495.0,1.0,10.185517740688397,1505.0,4.0,48.12291464826684,HOP-92,-4.777777777777778,89,1495,401,401,ESR1,10.185517740688397
1495.0,1.0,10.185517740688397,1490.0,2.0,22.184452917470512,HOP-92,-4.888888888888889,896,1495,401,401,ESR1,10.185517740688397
1499.0,2.0,11.337089014385763,1492.0,12.0,43.72236117702487,HOP-92,-5.333333333333333,1081,1499,401,401,ESR1,10.185517740688397
1499.0,2.0,11.337089014385763,1492.0,12.0,43.72236117702487,HOP-92,-5.333333333333333,1081,1499,980,980,PGR,1.1515712736973662
1495.0,1.0,10.185517740688397,1506.0,3.0,10.629221197540192,HOP-92,-5.444444444444445,2306,1495,401,401,ESR1,10.185517740688397
1499.0,2.0,11.337089014385763,1490.0,2.0,22.184452917470512,HOP-92,-5.666666666666667,2659,1499,980,980,PGR,1.1515712736973662
1499.0,2.0,11.337089014385763,1490.0,2.0,22.184452917470512,HOP-92,-5.666666666666667,2659,1499,401,401,ESR1,10.185517740688397
1496.0,1.0,0.18854696422760525,1497.0,1.0,11.697288103423267,HOP-92,-5.888888888888889,1110,1496,372,372,EGFR,0.18854696422760525
1499.0,2.0,11.337089014385763,1503.0,2.0,1.5816536765701918,HOP-92,-6.0,2575,1499,980,980,PGR,1.1515712736973662
1499.0,2.0,11.337089014385763,1503.0,2.0,1.5816536765701918,HOP-92,-6.0,2575,1499,401,401,ESR1,10.185517740688397
1503.0,2.0,1.5816536765701918,1505.0,4.0,48.12291464826684,HOP-92,-6.0,615,1503,429,429,FGF2,1.4926199059396412
1503.0,2.0,1.5816536765701918,1505.0,4.0,48.12291464826684,HOP-92,-6.0,615,1503,858,858,MTOR,0.0890337706305506
1503.0,2.0,1.5816536765701918,1499.0,2.0,11.337089014385763,HOP-92,-6.555555555555555,324,1503,858,858,MTOR,0.0890337706305506
1503.0,2.0,1.5816536765701918,1499.0,2.0,11.337089014385763,HOP-92,-6.555555555555555,324,1503,429,429,FGF2,1.4926199059396412
1495.0,1.0,10.185517740688397,1500.0,2.0,2.0590123441426518,HOP-92,-6.666666666666667,600,1495,401,401,ESR1,10.185517740688397
1503.0,2.0,1.5816536765701918,1491.0,2.0,0.26850818666262377,HOP-92,-6.888888888888889,804,1503,858,858,MTOR,0.0890337706305506
1503.0,2.0,1.5816536765701918,1491.0,2.0,0.26850818666262377,HOP-92,-6.888888888888889,804,1503,429,429,FGF2,1.4926199059396412
1495.0,1.0,10.185517740688397,1503.0,2.0,1.5816536765701918,HOP-92,-7.333333333333333,2523,1495,401,401,ESR1,10.185517740688397
