DrugA_idx,DrugA_target_num,DrugA_target_att_sum,DrugB_idx,DrugB_target_num,DrugB_target_att_sum,Cell_idx,Score,index1,Drug,Target,node_num,node_name,node_type,att_deg
1495.0,1.0,0.758982188068,1494.0,1.0,4.14200632626915,SF-295,37.11111111111112,459,1495,401,401,ESR1,gene,0.758982188068
1503.0,2.0,8.27020469834915,1499.0,2.0,0.894103704208,SF-295,9.333333333333334,2784,1503,858,858,MTOR,gene,4.14200632626915
1503.0,2.0,8.27020469834915,1499.0,2.0,0.894103704208,SF-295,9.333333333333334,2784,1503,429,429,FGF2,gene,4.12819837208
1495.0,1.0,0.758982188068,1492.0,12.0,39.5283554062231,SF-295,4.444444444444445,134,1495,401,401,ESR1,gene,0.758982188068
1504.0,4.0,16.88389629326123,1493.0,2.0,2.26199008425833,SF-295,3.4444444444444446,1390,1504,1106,1106,PTGS2,gene,1.38103343304
1504.0,4.0,16.88389629326123,1493.0,2.0,2.26199008425833,SF-295,3.4444444444444446,1390,1504,885,885,NFKB1,gene,8.55872457376123
1504.0,4.0,16.88389629326123,1493.0,2.0,2.26199008425833,SF-295,3.4444444444444446,1390,1504,439,439,FGFR2,gene,4.51618616352
1504.0,4.0,16.88389629326123,1493.0,2.0,2.26199008425833,SF-295,3.4444444444444446,1390,1504,1399,1399,TNF,gene,2.42795212294
1499.0,2.0,0.894103704208,1493.0,2.0,2.26199008425833,SF-295,3.333333333333333,220,1499,980,980,PGR,gene,0.13512151614
1499.0,2.0,0.894103704208,1493.0,2.0,2.26199008425833,SF-295,3.333333333333333,220,1499,401,401,ESR1,gene,0.758982188068
1503.0,2.0,8.27020469834915,1490.0,2.0,3.9504379992745005,SF-295,2.111111111111111,172,1503,429,429,FGF2,gene,4.12819837208
1503.0,2.0,8.27020469834915,1490.0,2.0,3.9504379992745005,SF-295,2.111111111111111,172,1503,858,858,MTOR,gene,4.14200632626915
1499.0,2.0,0.894103704208,1492.0,12.0,39.5283554062231,SF-295,0.8888888888888888,2497,1499,401,401,ESR1,gene,0.758982188068
1499.0,2.0,0.894103704208,1492.0,12.0,39.5283554062231,SF-295,0.8888888888888888,2497,1499,980,980,PGR,gene,0.13512151614
1499.0,2.0,0.894103704208,1505.0,4.0,5.60663492857109,SF-295,0.5555555555555556,206,1499,980,980,PGR,gene,0.13512151614
1499.0,2.0,0.894103704208,1505.0,4.0,5.60663492857109,SF-295,0.5555555555555556,206,1499,401,401,ESR1,gene,0.758982188068
1503.0,2.0,8.27020469834915,1505.0,4.0,5.60663492857109,SF-295,0.2222222222222222,311,1503,429,429,FGF2,gene,4.12819837208
1503.0,2.0,8.27020469834915,1505.0,4.0,5.60663492857109,SF-295,0.2222222222222222,311,1503,858,858,MTOR,gene,4.14200632626915
1495.0,1.0,0.758982188068,1505.0,4.0,5.60663492857109,SF-295,-0.1111111111111111,2275,1495,401,401,ESR1,gene,0.758982188068
