DrugA_idx,DrugA_target_num,DrugA_target_idfatt_sum,DrugB_idx,DrugB_target_num,DrugB_target_idfatt_sum,Cell_idx,Score
Fulvestrant,1.0,19.138523872195687,Everolimus,0.0,0.0,SF-295,37.11111111111112
Sirolimus,1.0,4.232749519704121,Mitotane,1.0,19.138523872195687,SF-295,9.333333333333334
Fulvestrant,1.0,19.138523872195687,Dasatinib,10.0,13.85800988857293,SF-295,4.444444444444445
Thalidomide,1.0,3.9355507342928924,Docetaxel,2.0,0.0,SF-295,3.4444444444444446
Mitotane,1.0,19.138523872195687,Docetaxel,2.0,0.0,SF-295,3.333333333333333
Sirolimus,1.0,4.232749519704121,Celecoxib,0.0,0.0,SF-295,2.111111111111111
Mitotane,1.0,19.138523872195687,Dasatinib,10.0,13.85800988857293,SF-295,0.8888888888888888
Mitotane,1.0,19.138523872195687,Tretinoin,0.0,0.0,SF-295,0.5555555555555556
Sirolimus,1.0,4.232749519704121,Tretinoin,0.0,0.0,SF-295,0.2222222222222222
Fulvestrant,1.0,19.138523872195687,Tretinoin,0.0,0.0,SF-295,-0.1111111111111111
Fulvestrant,1.0,19.138523872195687,Romidepsin,3.0,13.313166619512419,SF-295,-0.6666666666666666
Fulvestrant,1.0,19.138523872195687,Vorinostat,3.0,13.313166619512419,SF-295,-0.7777777777777778
Thalidomide,1.0,3.9355507342928924,Mitotane,1.0,19.138523872195687,SF-295,-0.8888888888888888
Mitotane,1.0,19.138523872195687,Sirolimus,1.0,4.232749519704121,SF-295,-1.0
Thalidomide,1.0,3.9355507342928924,Sirolimus,1.0,4.232749519704121,SF-295,-1.8888888888888888
Mitotane,1.0,19.138523872195687,Paclitaxel,2.0,0.0,SF-295,-2.0
Mitotane,1.0,19.138523872195687,Celecoxib,0.0,0.0,SF-295,-2.0
Fulvestrant,1.0,19.138523872195687,Sirolimus,1.0,4.232749519704121,SF-295,-2.333333333333333
Fulvestrant,1.0,19.138523872195687,Paclitaxel,2.0,0.0,SF-295,-2.4444444444444446
Megestrol acetate,0.0,0.0,Gefitinib,1.0,0.0,SF-295,-2.888888888888889
Thalidomide,1.0,3.9355507342928924,Cladribine,0.0,0.0,SF-295,-3.2222222222222223
Gefitinib,1.0,0.0,Lenalidomide,0.0,0.0,SF-295,-3.2222222222222223
Mitotane,1.0,19.138523872195687,Nilotinib,2.0,3.520480909921397,SF-295,-3.333333333333333
Thalidomide,1.0,3.9355507342928924,Paclitaxel,2.0,0.0,SF-295,-3.555555555555556
Fulvestrant,1.0,19.138523872195687,Nilotinib,2.0,3.520480909921397,SF-295,-3.6666666666666665
Fulvestrant,1.0,19.138523872195687,Cladribine,0.0,0.0,SF-295,-5.666666666666667
Fulvestrant,1.0,19.138523872195687,Celecoxib,0.0,0.0,SF-295,-6.555555555555555
Thalidomide,1.0,3.9355507342928924,Tretinoin,0.0,0.0,SF-295,-6.555555555555555
Mitotane,1.0,19.138523872195687,Everolimus,0.0,0.0,SF-295,-8.0
Megestrol acetate,0.0,0.0,Lenalidomide,0.0,0.0,SF-295,-8.444444444444445
Nilotinib,2.0,3.520480909921397,Celecoxib,0.0,0.0,SF-295,-8.777777777777779
Mitotane,1.0,19.138523872195687,Cladribine,0.0,0.0,SF-295,-10.11111111111111
Nilotinib,2.0,3.520480909921397,Mitotane,1.0,19.138523872195687,SF-295,-10.666666666666666
Nilotinib,2.0,3.520480909921397,Cladribine,0.0,0.0,SF-295,-12.555555555555555
Sirolimus,1.0,4.232749519704121,Cladribine,0.0,0.0,SF-295,-18.11111111111111
