SpNotation,SignalingPath,Attention,cell_line_name,cell_line_num,mean_rank
sp16,Hedgehog signaling pathway,1.0,SK-MEL-5,33,1
sp37,Sphingolipid signaling pathway,0.5171354148999999,SK-MEL-5,33,2
sp7,Calcium signaling pathway,0.4386043124,SK-MEL-5,33,3
sp24,NOD-like receptor signaling pathway,0.4032880284,SK-MEL-5,33,4
sp5,B cell receptor signaling pathway,0.356168347,SK-MEL-5,33,5
sp46,cGMP-PKG signaling pathway,0.3494327332566667,SK-MEL-5,33,6
sp32,RIG-I-like receptor signaling pathway,0.320255147,SK-MEL-5,33,7
sp2,AMPK signaling pathway,0.25760005697142496,SK-MEL-5,33,8
sp33,Rap1 signaling pathway,0.17230366299999994,SK-MEL-5,33,9
sp12,FoxO signaling pathway,0.11453234851499998,SK-MEL-5,33,10
sp29,PPAR signaling pathway,0.11443937416679999,SK-MEL-5,33,11
sp38,T cell receptor signaling pathway,0.1099922641,SK-MEL-5,33,12
sp36,Signaling pathways regulating pluripotency of stem cells,0.08048588048000001,SK-MEL-5,33,13
sp47,mTOR signaling pathway,0.07651810911011109,SK-MEL-5,33,14
sp42,Toll-like receptor signaling pathway,0.0628937822,SK-MEL-5,33,15
sp3,Adipocytokine signaling pathway,0.029460154199999998,SK-MEL-5,33,16
sp28,PI3K-Akt signaling pathway,0.028638449563026976,SK-MEL-5,33,17
sp6,C-type lectin receptor signaling pathway,0.022047193399999998,SK-MEL-5,33,18
sp20,Insulin signaling pathway,0.020844797630000002,SK-MEL-5,33,19
sp23,NF-kappa B signaling pathway,0.02033044638,SK-MEL-5,33,20
sp13,Glucagon signaling pathway,0.016887355763999988,SK-MEL-5,33,21
sp30,Phospholipase D signaling pathway,0.01640360211699999,SK-MEL-5,33,22
sp35,Relaxin signaling pathway,0.01252653025,SK-MEL-5,33,23
sp4,Apelin signaling pathway,0.011081354607499976,SK-MEL-5,33,24
sp22,MAPK signaling pathway,0.01057290397,SK-MEL-5,33,25
sp48,p53 signaling pathway,0.010166403519999999,SK-MEL-5,33,26
sp21,JAK-STAT signaling pathway,0.008635680891666634,SK-MEL-5,33,27
sp17,Hippo signaling pathway,0.007962872859249962,SK-MEL-5,33,28
sp41,Thyroid hormone signaling pathway,0.0075828249400258,SK-MEL-5,33,29
sp44,Wnt signaling pathway,0.0074863985692856854,SK-MEL-5,33,30
sp45,cAMP signaling pathway,0.005371367586666634,SK-MEL-5,33,31
