"node_num","node_name","node_type","att_deg"
13,"ACTB","gene",7.084922834
21,"ADCY1","gene",2.397481888
22,"ADCY2","gene",2.630561564
23,"ADCY3","gene",2.346411888
24,"ADCY4","gene",2.116755968
25,"ADCY5","gene",2.114742512
26,"ADCY6","gene",2.070605344
27,"ADCY7","gene",2.120349634
28,"ADCY8","gene",2.392613156
29,"ADCY9","gene",2.10285265
42,"ADRB1","gene",0.356604078
43,"ADRB2","gene",0.322164736
49,"AKT1","gene",2.379534196
51,"AKT2","gene",2.6438480372
65,"ARAP3","gene",0.44151196
66,"ARF1","gene",2.136319042
68,"ARHGDIA","gene",0.408385486
69,"ARHGDIB","gene",0.434037494
70,"ARHGDIG","gene",0.477041414
71,"ARHGEF12","gene",0.483784804
76,"ATF4","gene",6.2610399808
118,"BCL2","gene",0.22740406
123,"BDKRB2","gene",0.356349424
124,"BDNF","gene",1.360127428
164,"CALM2","gene",19.723485154
167,"CAMK1","gene",0.287223506
168,"CAMK1D","gene",0.289157054
169,"CAMK2A","gene",0.941516078
170,"CAMK2B","gene",0.94224052
171,"CAMK2D","gene",0.927551298
172,"CAMK2G","gene",0.830142914
173,"CAMK4","gene",0.956282674
184,"CASR","gene",1.883185576
197,"CCND1","gene",12.381812954
198,"CCND2","gene",0.355247248
199,"CCND3","gene",0.342972732
213,"CDC37","gene",0.452923288
214,"CDC42","gene",1.263156286
218,"CDK4","gene",0.338144634
219,"CDK6","gene",0.351194878
220,"CDKN1A","gene",0.34325807
228,"CHAD","gene",0.527672472
233,"CHRM1","gene",0.381935016
239,"CNR1","gene",0.697199552
241,"COL1A1","gene",0.76568185
242,"COL1A2","gene",0.779769006
243,"COL2A1","gene",0.527663782
244,"COL4A1","gene",0.525503438
245,"COL4A2","gene",0.495524696
246,"COL4A3","gene",0.527649546
247,"COL4A4","gene",0.527648204
248,"COL6A2","gene",0.79940192
249,"COL6A3","gene",0.465127608
250,"COL9A1","gene",0.527662508
251,"COL9A2","gene",0.52765336
252,"COL9A3","gene",0.52765392
253,"COMP","gene",0.527668276
266,"CRK","gene",0.40813394
267,"CRKL","gene",0.410304992
270,"CSF3","gene",0.496723416
272,"CSNK1D","gene",0.32567487
273,"CSNK1E","gene",0.32596792
282,"CTNNA1","gene",0.34065593
283,"CTNNA2","gene",0.344625226
292,"CXCL1","gene",1.615322892
296,"CXCL2","gene",0.493669448
297,"CXCL3","gene",0.493868298
305,"CYTH1","gene",0.437408768
306,"CYTH2","gene",0.428228476
307,"CYTH3","gene",0.42190708
308,"DAAM1","gene",0.443778716
309,"DAAM2","gene",0.45670295
322,"DIAPH1","gene",0.385276508
324,"DKK1","gene",1.066678888
337,"DRD2","gene",0.457736498
353,"DVL1","gene",8.167544748
