DrugA_idx,DrugA_target_num,DrugA_target_idfatt_sum,DrugB_idx,DrugB_target_num,DrugB_target_idfatt_sum,Cell_idx,Score
Dasatinib,12.0,60.294739801646735,Celecoxib,2.0,19.63707815361742,K-562,46.333333333333336
Sirolimus,2.0,1.0241204796813888,Nilotinib,2.0,4.810804377660603,K-562,31.444444444444443
Paclitaxel,2.0,24.200944699231215,Tretinoin,4.0,48.76707147261902,K-562,31.33333333333333
Paclitaxel,2.0,24.200944699231215,Celecoxib,2.0,19.63707815361742,K-562,28.444444444444443
Docetaxel,2.0,24.200944699231215,Tretinoin,4.0,48.76707147261902,K-562,27.0
Docetaxel,2.0,24.200944699231215,Celecoxib,2.0,19.63707815361742,K-562,23.55555555555556
Paclitaxel,2.0,24.200944699231215,Nilotinib,2.0,4.810804377660603,K-562,23.0
Fulvestrant,1.0,9.138359713687258,Dasatinib,12.0,60.294739801646735,K-562,19.88888888888889
Mitotane,2.0,10.23174642729126,Docetaxel,2.0,24.200944699231215,K-562,14.11111111111111
Dasatinib,12.0,60.294739801646735,Paclitaxel,2.0,24.200944699231215,K-562,13.11111111111111
Dasatinib,12.0,60.294739801646735,Vorinostat,3.0,12.947526272563804,K-562,12.22222222222222
Dasatinib,12.0,60.294739801646735,Sirolimus,2.0,1.0241204796813888,K-562,11.88888888888889
Docetaxel,2.0,24.200944699231215,Fulvestrant,1.0,9.138359713687258,K-562,9.22222222222222
Megestrol acetate,1.0,1.0933867136040019,Gefitinib,1.0,0.23322668907519722,K-562,9.22222222222222
Dasatinib,12.0,60.294739801646735,Docetaxel,2.0,24.200944699231215,K-562,7.666666666666667
Mitotane,2.0,10.23174642729126,Everolimus,1.0,0.09224029897392572,K-562,7.555555555555555
Fulvestrant,1.0,9.138359713687258,Everolimus,1.0,0.09224029897392572,K-562,6.444444444444445
Mitotane,2.0,10.23174642729126,Tretinoin,4.0,48.76707147261902,K-562,5.777777777777778
Docetaxel,2.0,24.200944699231215,Sirolimus,2.0,1.0241204796813888,K-562,5.222222222222222
Fulvestrant,1.0,9.138359713687258,Cladribine,2.0,0.3196603888661852,K-562,5.222222222222222
Fulvestrant,1.0,9.138359713687258,Romidepsin,3.0,13.265417389543211,K-562,5.222222222222222
Mitotane,2.0,10.23174642729126,Sirolimus,2.0,1.0241204796813888,K-562,4.888888888888889
Sirolimus,2.0,1.0241204796813888,Celecoxib,2.0,19.63707815361742,K-562,4.777777777777778
Sirolimus,2.0,1.0241204796813888,Tretinoin,4.0,48.76707147261902,K-562,4.777777777777778
Dasatinib,12.0,60.294739801646735,Nilotinib,2.0,4.810804377660603,K-562,3.4444444444444446
Vorinostat,3.0,12.947526272563804,Tretinoin,4.0,48.76707147261902,K-562,3.111111111111111
Everolimus,1.0,0.09224029897392572,Docetaxel,2.0,24.200944699231215,K-562,3.0
Cladribine,2.0,0.3196603888661852,Celecoxib,2.0,19.63707815361742,K-562,2.4444444444444446
Thalidomide,4.0,13.253937266693297,Docetaxel,2.0,24.200944699231215,K-562,2.111111111111111
Vorinostat,3.0,12.947526272563804,Paclitaxel,2.0,24.200944699231215,K-562,1.2222222222222223
Paclitaxel,2.0,24.200944699231215,Cladribine,2.0,0.3196603888661852,K-562,1.2222222222222223
Vorinostat,3.0,12.947526272563804,Cladribine,2.0,0.3196603888661852,K-562,1.2222222222222223
Paclitaxel,2.0,24.200944699231215,Sirolimus,2.0,1.0241204796813888,K-562,1.0
Romidepsin,3.0,13.265417389543211,Tretinoin,4.0,48.76707147261902,K-562,0.4444444444444444
Everolimus,1.0,0.09224029897392572,Tretinoin,4.0,48.76707147261902,K-562,0.4444444444444444
Fulvestrant,1.0,9.138359713687258,Vorinostat,3.0,12.947526272563804,K-562,0.1111111111111111
Sirolimus,2.0,1.0241204796813888,Mitotane,2.0,10.23174642729126,K-562,0.0
Vorinostat,3.0,12.947526272563804,Docetaxel,2.0,24.200944699231215,K-562,-0.7777777777777778
Dasatinib,12.0,60.294739801646735,Romidepsin,3.0,13.265417389543211,K-562,-0.7777777777777778
Mitotane,2.0,10.23174642729126,Cladribine,2.0,0.3196603888661852,K-562,-0.8888888888888888
Romidepsin,3.0,13.265417389543211,Docetaxel,2.0,24.200944699231215,K-562,-0.8888888888888888
Fulvestrant,1.0,9.138359713687258,Tretinoin,4.0,48.76707147261902,K-562,-1.3333333333333333
Fulvestrant,1.0,9.138359713687258,Nilotinib,2.0,4.810804377660603,K-562,-1.5555555555555556
Mitotane,2.0,10.23174642729126,Paclitaxel,2.0,24.200944699231215,K-562,-1.8888888888888888
Sirolimus,2.0,1.0241204796813888,Cladribine,2.0,0.3196603888661852,K-562,-2.111111111111111
Tretinoin,4.0,48.76707147261902,Cladribine,2.0,0.3196603888661852,K-562,-2.555555555555556
Romidepsin,3.0,13.265417389543211,Celecoxib,2.0,19.63707815361742,K-562,-2.6666666666666665
Everolimus,1.0,0.09224029897392572,Dasatinib,12.0,60.294739801646735,K-562,-2.7777777777777777
Romidepsin,3.0,13.265417389543211,Sirolimus,2.0,1.0241204796813888,K-562,-3.0
Romidepsin,3.0,13.265417389543211,Cladribine,2.0,0.3196603888661852,K-562,-3.4444444444444446
Gefitinib,1.0,0.23322668907519722,Lenalidomide,1.0,9.251094028207245,K-562,-3.4444444444444446
Docetaxel,2.0,24.200944699231215,Paclitaxel,2.0,24.200944699231215,K-562,-3.888888888888889
Fulvestrant,1.0,9.138359713687258,Celecoxib,2.0,19.63707815361742,K-562,-4.0
Mitotane,2.0,10.23174642729126,Celecoxib,2.0,19.63707815361742,K-562,-4.111111111111111
Romidepsin,3.0,13.265417389543211,Paclitaxel,2.0,24.200944699231215,K-562,-4.444444444444445
Mitotane,2.0,10.23174642729126,Nilotinib,2.0,4.810804377660603,K-562,-4.555555555555555
Everolimus,1.0,0.09224029897392572,Vorinostat,3.0,12.947526272563804,K-562,-4.888888888888889
Megestrol acetate,1.0,1.0933867136040019,Lenalidomide,1.0,9.251094028207245,K-562,-4.888888888888889
Vorinostat,3.0,12.947526272563804,Celecoxib,2.0,19.63707815361742,K-562,-5.0
Thalidomide,4.0,13.253937266693297,Cladribine,2.0,0.3196603888661852,K-562,-5.111111111111111
Docetaxel,2.0,24.200944699231215,Cladribine,2.0,0.3196603888661852,K-562,-5.222222222222222
Vorinostat,3.0,12.947526272563804,Sirolimus,2.0,1.0241204796813888,K-562,-5.222222222222222
Everolimus,1.0,0.09224029897392572,Celecoxib,2.0,19.63707815361742,K-562,-5.222222222222222
Fulvestrant,1.0,9.138359713687258,Paclitaxel,2.0,24.200944699231215,K-562,-5.444444444444445
Docetaxel,2.0,24.200944699231215,Nilotinib,2.0,4.810804377660603,K-562,-5.666666666666667
Everolimus,1.0,0.09224029897392572,Romidepsin,3.0,13.265417389543211,K-562,-6.333333333333333
Tretinoin,4.0,48.76707147261902,Celecoxib,2.0,19.63707815361742,K-562,-6.444444444444445
Everolimus,1.0,0.09224029897392572,Cladribine,2.0,0.3196603888661852,K-562,-7.444444444444445
Everolimus,1.0,0.09224029897392572,Sirolimus,2.0,1.0241204796813888,K-562,-7.888888888888889
Everolimus,1.0,0.09224029897392572,Paclitaxel,2.0,24.200944699231215,K-562,-8.222222222222221
Nilotinib,2.0,4.810804377660603,Tretinoin,4.0,48.76707147261902,K-562,-8.333333333333334
Fulvestrant,1.0,9.138359713687258,Sirolimus,2.0,1.0241204796813888,K-562,-9.0
Everolimus,1.0,0.09224029897392572,Nilotinib,2.0,4.810804377660603,K-562,-9.77777777777778
Thalidomide,4.0,13.253937266693297,Sirolimus,2.0,1.0241204796813888,K-562,-12.333333333333334
Thalidomide,4.0,13.253937266693297,Mitotane,2.0,10.23174642729126,K-562,-13.555555555555555
Thalidomide,4.0,13.253937266693297,Tretinoin,4.0,48.76707147261902,K-562,-14.88888888888889
Nilotinib,2.0,4.810804377660603,Celecoxib,2.0,19.63707815361742,K-562,-16.88888888888889
