SpNotation,SignalingPath,Attention,cell_line_name,cell_line_num,sum_rank
sp28,PI3K-Akt signaling pathway,70.59155040024557,MCF7,17,1
sp7,Calcium signaling pathway,49.09477625503598,MCF7,17,2
sp22,MAPK signaling pathway,44.361601563656365,MCF7,17,3
sp33,Rap1 signaling pathway,40.036785937906224,MCF7,17,4
sp34,Ras signaling pathway,33.56455363717997,MCF7,17,5
sp35,Relaxin signaling pathway,30.042335857483987,MCF7,17,6
sp45,cAMP signaling pathway,29.68183417606198,MCF7,17,7
sp30,Phospholipase D signaling pathway,28.17714093879999,MCF7,17,8
sp47,mTOR signaling pathway,27.769582191338586,MCF7,17,9
sp36,Signaling pathways regulating pluripotency of stem cells,27.395922765239987,MCF7,17,10
sp4,Apelin signaling pathway,24.572611676585986,MCF7,17,11
sp14,GnRH signaling pathway,23.303798614039998,MCF7,17,12
sp24,NOD-like receptor signaling pathway,22.962842383635042,MCF7,17,13
sp17,Hippo signaling pathway,22.798899442795772,MCF7,17,14
sp44,Wnt signaling pathway,21.12991393219998,MCF7,17,15
sp5,B cell receptor signaling pathway,20.215375237799996,MCF7,17,16
sp10,Estrogen signaling pathway,19.54426658297148,MCF7,17,17
sp46,cGMP-PKG signaling pathway,19.300224339517992,MCF7,17,18
sp20,Insulin signaling pathway,19.14046968552899,MCF7,17,19
sp37,Sphingolipid signaling pathway,18.019002099828647,MCF7,17,20
sp21,JAK-STAT signaling pathway,17.408431444813974,MCF7,17,21
sp38,T cell receptor signaling pathway,17.203208160879996,MCF7,17,22
sp27,Oxytocin signaling pathway,17.191303506789996,MCF7,17,23
sp8,Chemokine signaling pathway,16.125767386439986,MCF7,17,24
sp39,TGF-beta signaling pathway,15.598478829399994,MCF7,17,25
sp42,Toll-like receptor signaling pathway,14.890862306439997,MCF7,17,26
sp25,Neurotrophin signaling pathway,14.853699980747992,MCF7,17,27
sp6,C-type lectin receptor signaling pathway,14.156458581099995,MCF7,17,28
sp19,IL-17 signaling pathway,13.965274862559994,MCF7,17,29
sp9,ErbB signaling pathway,13.895215851739994,MCF7,17,30
sp12,FoxO signaling pathway,13.676592684069995,MCF7,17,31
sp40,TNF signaling pathway,13.526727633999997,MCF7,17,32
sp13,Glucagon signaling pathway,12.53362846247059,MCF7,17,33
sp1,AGE-RAGE signaling pathway in diabetic complications,12.198160548259995,MCF7,17,34
sp2,AMPK signaling pathway,11.845791816782604,MCF7,17,35
sp11,Fc epsilon RI signaling pathway,10.820071790699998,MCF7,17,36
sp31,Prolactin signaling pathway,10.671468423519995,MCF7,17,37
sp15,HIF-1 signaling pathway,10.596312311571394,MCF7,17,38
sp23,NF-kappa B signaling pathway,10.309676028919997,MCF7,17,39
sp43,VEGF signaling pathway,9.970203613319995,MCF7,17,40
sp41,Thyroid hormone signaling pathway,8.744259946790043,MCF7,17,41
sp3,Adipocytokine signaling pathway,8.639437350319998,MCF7,17,42
sp32,RIG-I-like receptor signaling pathway,8.221612266199998,MCF7,17,43
sp16,Hedgehog signaling pathway,7.968718175079996,MCF7,17,44
sp26,Notch signaling pathway,7.7253915236599955,MCF7,17,45
sp29,PPAR signaling pathway,6.936900802905995,MCF7,17,46
sp18,Hippo signaling pathway - multiple species,5.415176351199999,MCF7,17,47
sp48,p53 signaling pathway,5.3627877631799965,MCF7,17,48
