DrugA_idx,DrugA_target_num,DrugA_target_att_sum,DrugB_idx,DrugB_target_num,DrugB_target_att_sum,Cell_idx,Score,index1,Drug,Target,node_num,node_name,node_type,att_deg
1499.0,2.0,0.9109141650708,1493.0,2.0,2.5781690993135102,SR,31.22222222222222,1168,1493,118,118,BCL2,gene,2.53108386125351
1499.0,2.0,0.9109141650708,1493.0,2.0,2.5781690993135102,SR,31.22222222222222,1168,1493,821,821,MAPT,gene,0.04708523806
1499.0,2.0,0.9109141650708,1491.0,2.0,0.40048032614,SR,7.333333333333333,2046,1491,1209,1209,RRM2B,gene,0.01819207604
1499.0,2.0,0.9109141650708,1491.0,2.0,0.40048032614,SR,7.333333333333333,2046,1491,1208,1208,RRM2,gene,0.3822882501
1498.0,1.0,0.15151011904,1496.0,1.0,9.8115716278886,SR,5.111111111111111,2258,1496,372,372,EGFR,gene,9.8115716278886
1491.0,2.0,0.40048032614,1490.0,2.0,3.88931502135712,SR,2.111111111111111,2670,1490,1106,1106,PTGS2,gene,1.1110103232
1491.0,2.0,0.40048032614,1490.0,2.0,3.88931502135712,SR,2.111111111111111,2670,1490,965,965,PDPK1,gene,2.77830469815712
1496.0,1.0,9.8115716278886,1497.0,1.0,1.1110103232,SR,0.1111111111111111,2270,1497,1106,1106,PTGS2,gene,1.1110103232
1499.0,2.0,0.9109141650708,1503.0,2.0,6.53697835573809,SR,-1.7777777777777777,24,1503,429,429,FGF2,gene,3.20423387246
1499.0,2.0,0.9109141650708,1503.0,2.0,6.53697835573809,SR,-1.7777777777777777,24,1503,858,858,MTOR,gene,3.33274448327809
1495.0,1.0,0.7594040460308,1491.0,2.0,0.40048032614,SR,-3.0,254,1491,1208,1208,RRM2,gene,0.3822882501
1495.0,1.0,0.7594040460308,1491.0,2.0,0.40048032614,SR,-3.0,254,1491,1209,1209,RRM2B,gene,0.01819207604
1495.0,1.0,0.7594040460308,1502.0,3.0,1.645825498006322,SR,-3.2222222222222223,2687,1502,566,566,HDAC2,gene,0.53287531910063
1495.0,1.0,0.7594040460308,1502.0,3.0,1.645825498006322,SR,-3.2222222222222223,2687,1502,565,565,HDAC1,gene,0.997278662165692
1495.0,1.0,0.7594040460308,1502.0,3.0,1.645825498006322,SR,-3.2222222222222223,2687,1502,568,568,HDAC4,gene,0.11567151674
1499.0,2.0,0.9109141650708,1494.0,1.0,3.33274448327809,SR,-3.6666666666666665,562,1494,858,858,MTOR,gene,3.33274448327809
1495.0,1.0,0.7594040460308,1501.0,2.0,2.5781690993135102,SR,-4.111111111111111,1146,1501,821,821,MAPT,gene,0.04708523806
1499.0,2.0,0.9109141650708,1505.0,4.0,6.28537281127892,SR,-4.111111111111111,1680,1505,1145,1145,RARA,gene,0.12800002888
1499.0,2.0,0.9109141650708,1505.0,4.0,6.28537281127892,SR,-4.111111111111111,1680,1505,1218,1218,RXRG,gene,2.05502872084057
1499.0,2.0,0.9109141650708,1505.0,4.0,6.28537281127892,SR,-4.111111111111111,1680,1505,1217,1217,RXRB,gene,1.74484112694064
1499.0,2.0,0.9109141650708,1505.0,4.0,6.28537281127892,SR,-4.111111111111111,1680,1505,1216,1216,RXRA,gene,2.35750293461771
1495.0,1.0,0.7594040460308,1501.0,2.0,2.5781690993135102,SR,-4.111111111111111,1146,1501,118,118,BCL2,gene,2.53108386125351
1495.0,1.0,0.7594040460308,1503.0,2.0,6.53697835573809,SR,-4.666666666666667,1784,1503,858,858,MTOR,gene,3.33274448327809
1495.0,1.0,0.7594040460308,1503.0,2.0,6.53697835573809,SR,-4.666666666666667,1784,1503,429,429,FGF2,gene,3.20423387246
1505.0,4.0,6.28537281127892,1490.0,2.0,3.88931502135712,SR,-6.555555555555555,1189,1490,965,965,PDPK1,gene,2.77830469815712
1505.0,4.0,6.28537281127892,1490.0,2.0,3.88931502135712,SR,-6.555555555555555,1189,1490,1106,1106,PTGS2,gene,1.1110103232
1505.0,4.0,6.28537281127892,1491.0,2.0,0.40048032614,SR,-8.11111111111111,1251,1491,1209,1209,RRM2B,gene,0.01819207604
1505.0,4.0,6.28537281127892,1491.0,2.0,0.40048032614,SR,-8.11111111111111,1251,1491,1208,1208,RRM2,gene,0.3822882501
1495.0,1.0,0.7594040460308,1506.0,3.0,1.638174274087103,SR,-8.333333333333334,1520,1506,567,567,HDAC3,gene,0.108020292820781
1495.0,1.0,0.7594040460308,1506.0,3.0,1.638174274087103,SR,-8.333333333333334,1520,1506,566,566,HDAC2,gene,0.53287531910063
1495.0,1.0,0.7594040460308,1506.0,3.0,1.638174274087103,SR,-8.333333333333334,1520,1506,565,565,HDAC1,gene,0.997278662165692
1495.0,1.0,0.7594040460308,1492.0,12.0,21.34168351750796,SR,-8.444444444444445,2646,1492,1,1,ABL1,gene,0.3863416332
1495.0,1.0,0.7594040460308,1492.0,12.0,21.34168351750796,SR,-8.444444444444445,2646,1492,394,394,EPHA2,gene,4.0394829405
1495.0,1.0,0.7594040460308,1492.0,12.0,21.34168351750796,SR,-8.444444444444445,2646,1492,1314,1314,SRC,gene,2.449586733072
1495.0,1.0,0.7594040460308,1492.0,12.0,21.34168351750796,SR,-8.444444444444445,2646,1492,2,2,ABL2,gene,0.31177121824
1495.0,1.0,0.7594040460308,1492.0,12.0,21.34168351750796,SR,-8.444444444444445,2646,1492,806,806,MAPK14,gene,3.92386732553116
1495.0,1.0,0.7594040460308,1492.0,12.0,21.34168351750796,SR,-8.444444444444445,2646,1492,774,774,LYN,gene,0.51056176254
1495.0,1.0,0.7594040460308,1492.0,12.0,21.34168351750796,SR,-8.444444444444445,2646,1492,737,737,LCK,gene,0.5275006752
1495.0,1.0,0.7594040460308,1492.0,12.0,21.34168351750796,SR,-8.444444444444445,2646,1492,707,707,KIT,gene,5.197576139094
