DrugA_idx,DrugA_target_num,DrugA_target_idfatt_sum,DrugB_idx,DrugB_target_num,DrugB_target_idfatt_sum,Cell_idx,Score,index1,Drug,Target,node_num,node_name,att_deg
1499.0,1.0,21.931971350949258,1505.0,0.0,0.0,CAKI-1,5.555555555555555,1011,1505,1218,,,
1499.0,1.0,21.931971350949258,1505.0,0.0,0.0,CAKI-1,5.555555555555555,1011,1505,1217,,,
1499.0,1.0,21.931971350949258,1505.0,0.0,0.0,CAKI-1,5.555555555555555,1011,1505,1216,,,
1499.0,1.0,21.931971350949258,1505.0,0.0,0.0,CAKI-1,5.555555555555555,1011,1505,1145,,,
1504.0,1.0,0.0,1505.0,0.0,0.0,CAKI-1,4.222222222222222,703,1505,1218,,,
1504.0,1.0,0.0,1505.0,0.0,0.0,CAKI-1,4.222222222222222,703,1505,1217,,,
1504.0,1.0,0.0,1505.0,0.0,0.0,CAKI-1,4.222222222222222,703,1505,1216,,,
1504.0,1.0,0.0,1505.0,0.0,0.0,CAKI-1,4.222222222222222,703,1505,1145,,,
1499.0,1.0,21.931971350949258,1493.0,2.0,0.0,CAKI-1,2.4444444444444446,596,1493,118,118.0,CNTFR,0.0
1499.0,1.0,21.931971350949258,1493.0,2.0,0.0,CAKI-1,2.4444444444444446,596,1493,821,821.0,WNT3,0.0
1499.0,1.0,21.931971350949258,1491.0,0.0,0.0,CAKI-1,2.111111111111111,2237,1491,1209,,,
1499.0,1.0,21.931971350949258,1491.0,0.0,0.0,CAKI-1,2.111111111111111,2237,1491,1208,,,
1495.0,1.0,21.931971350949258,1502.0,3.0,13.170943511533418,CAKI-1,2.0,789,1502,568,568.0,PFN4,4.462003008307557
1495.0,1.0,21.931971350949258,1502.0,3.0,13.170943511533418,CAKI-1,2.0,789,1502,566,566.0,PFN2,4.417263391335318
1495.0,1.0,21.931971350949258,1502.0,3.0,13.170943511533418,CAKI-1,2.0,789,1502,565,565.0,PFN1,4.291677111890542
