DrugA_idx,DrugA_target_num,DrugA_target_att_sum,DrugB_idx,DrugB_target_num,DrugB_target_att_sum,Cell_idx,Score
Fulvestrant,0.0,0.0,Everolimus,0.0,0.0,UO-31,23.666666666666668
Mitotane,0.0,0.0,Everolimus,0.0,0.0,UO-31,13.11111111111111
Vorinostat,0.0,0.0,Cladribine,0.0,0.0,UO-31,8.555555555555555
Fulvestrant,0.0,0.0,Dasatinib,4.0,3.623150054,UO-31,7.0
Sirolimus,0.0,0.0,Celecoxib,1.0,0.406870952,UO-31,6.888888888888889
Vorinostat,0.0,0.0,Sirolimus,0.0,0.0,UO-31,6.444444444444445
Dasatinib,4.0,3.623150054,Celecoxib,1.0,0.406870952,UO-31,6.444444444444445
Everolimus,0.0,0.0,Tretinoin,0.0,0.0,UO-31,6.111111111111111
Dasatinib,4.0,3.623150054,Tretinoin,0.0,0.0,UO-31,5.555555555555555
Sirolimus,0.0,0.0,Mitotane,0.0,0.0,UO-31,5.555555555555555
Sirolimus,0.0,0.0,Tretinoin,0.0,0.0,UO-31,5.444444444444445
Paclitaxel,1.0,0.392802252,Celecoxib,1.0,0.406870952,UO-31,5.0
Everolimus,0.0,0.0,Celecoxib,1.0,0.406870952,UO-31,4.555555555555555
Fulvestrant,0.0,0.0,Romidepsin,0.0,0.0,UO-31,4.333333333333333
Paclitaxel,1.0,0.392802252,Sirolimus,0.0,0.0,UO-31,4.111111111111111
Paclitaxel,1.0,0.392802252,Tretinoin,0.0,0.0,UO-31,4.0
Everolimus,0.0,0.0,Sirolimus,0.0,0.0,UO-31,3.888888888888889
Dasatinib,4.0,3.623150054,Paclitaxel,1.0,0.392802252,UO-31,3.6666666666666665
Mitotane,0.0,0.0,Dasatinib,4.0,3.623150054,UO-31,2.888888888888889
Mitotane,0.0,0.0,Tretinoin,0.0,0.0,UO-31,2.7777777777777777
Dasatinib,4.0,3.623150054,Sirolimus,0.0,0.0,UO-31,2.333333333333333
Everolimus,0.0,0.0,Dasatinib,4.0,3.623150054,UO-31,2.0
Romidepsin,0.0,0.0,Sirolimus,0.0,0.0,UO-31,1.8888888888888888
Docetaxel,1.0,0.392802252,Tretinoin,0.0,0.0,UO-31,1.8888888888888888
Romidepsin,0.0,0.0,Cladribine,0.0,0.0,UO-31,1.6666666666666667
Vorinostat,0.0,0.0,Docetaxel,1.0,0.392802252,UO-31,0.6666666666666666
Docetaxel,1.0,0.392802252,Celecoxib,1.0,0.406870952,UO-31,0.6666666666666666
Everolimus,0.0,0.0,Romidepsin,0.0,0.0,UO-31,0.3333333333333333
Dasatinib,4.0,3.623150054,Docetaxel,1.0,0.392802252,UO-31,0.2222222222222222
Docetaxel,1.0,0.392802252,Cladribine,0.0,0.0,UO-31,0.1111111111111111
Everolimus,0.0,0.0,Vorinostat,0.0,0.0,UO-31,0.0
Dasatinib,4.0,3.623150054,Romidepsin,0.0,0.0,UO-31,-0.1111111111111111
Vorinostat,0.0,0.0,Celecoxib,1.0,0.406870952,UO-31,-0.2222222222222222
Everolimus,0.0,0.0,Cladribine,0.0,0.0,UO-31,-0.3333333333333333
Fulvestrant,0.0,0.0,Vorinostat,0.0,0.0,UO-31,-0.4444444444444444
Docetaxel,1.0,0.392802252,Fulvestrant,0.0,0.0,UO-31,-0.5555555555555556
Sirolimus,0.0,0.0,Nilotinib,0.0,0.0,UO-31,-0.6666666666666666
Megestrol acetate,0.0,0.0,Gefitinib,0.0,0.0,UO-31,-0.7777777777777778
Fulvestrant,0.0,0.0,Paclitaxel,1.0,0.392802252,UO-31,-0.8888888888888888
Fulvestrant,0.0,0.0,Sirolimus,0.0,0.0,UO-31,-0.8888888888888888
Romidepsin,0.0,0.0,Docetaxel,1.0,0.392802252,UO-31,-1.3333333333333333
Vorinostat,0.0,0.0,Tretinoin,0.0,0.0,UO-31,-1.5555555555555556
Everolimus,0.0,0.0,Paclitaxel,1.0,0.392802252,UO-31,-1.6666666666666667
Fulvestrant,0.0,0.0,Cladribine,0.0,0.0,UO-31,-1.6666666666666667
Fulvestrant,0.0,0.0,Tretinoin,0.0,0.0,UO-31,-1.6666666666666667
Romidepsin,0.0,0.0,Paclitaxel,1.0,0.392802252,UO-31,-1.7777777777777777
Romidepsin,0.0,0.0,Tretinoin,0.0,0.0,UO-31,-1.8888888888888888
Docetaxel,1.0,0.392802252,Paclitaxel,1.0,0.392802252,UO-31,-2.0
Cladribine,0.0,0.0,Celecoxib,1.0,0.406870952,UO-31,-2.0
Nilotinib,0.0,0.0,Tretinoin,0.0,0.0,UO-31,-2.2222222222222223
Nilotinib,0.0,0.0,Mitotane,0.0,0.0,UO-31,-2.2222222222222223
Everolimus,0.0,0.0,Docetaxel,1.0,0.392802252,UO-31,-2.2222222222222223
Sirolimus,0.0,0.0,Cladribine,0.0,0.0,UO-31,-2.333333333333333
Everolimus,0.0,0.0,Nilotinib,0.0,0.0,UO-31,-2.6666666666666665
Fulvestrant,0.0,0.0,Nilotinib,0.0,0.0,UO-31,-2.888888888888889
Nilotinib,0.0,0.0,Celecoxib,1.0,0.406870952,UO-31,-3.0
Vorinostat,0.0,0.0,Romidepsin,0.0,0.0,UO-31,-3.0
Nilotinib,0.0,0.0,Cladribine,0.0,0.0,UO-31,-3.0
Romidepsin,0.0,0.0,Celecoxib,1.0,0.406870952,UO-31,-3.111111111111111
Paclitaxel,1.0,0.392802252,Cladribine,0.0,0.0,UO-31,-3.333333333333333
Megestrol acetate,0.0,0.0,Lenalidomide,1.0,0.406870952,UO-31,-3.333333333333333
Vorinostat,0.0,0.0,Paclitaxel,1.0,0.392802252,UO-31,-3.4444444444444446
Dasatinib,4.0,3.623150054,Vorinostat,0.0,0.0,UO-31,-3.555555555555556
Tretinoin,0.0,0.0,Cladribine,0.0,0.0,UO-31,-3.888888888888889
Mitotane,0.0,0.0,Nilotinib,0.0,0.0,UO-31,-4.111111111111111
Mitotane,0.0,0.0,Sirolimus,0.0,0.0,UO-31,-4.222222222222222
Vorinostat,0.0,0.0,Nilotinib,0.0,0.0,UO-31,-4.333333333333333
Fulvestrant,0.0,0.0,Celecoxib,1.0,0.406870952,UO-31,-4.444444444444445
Tretinoin,0.0,0.0,Celecoxib,1.0,0.406870952,UO-31,-4.444444444444445
Dasatinib,4.0,3.623150054,Cladribine,0.0,0.0,UO-31,-4.555555555555555
Mitotane,0.0,0.0,Cladribine,0.0,0.0,UO-31,-4.777777777777778
