DrugA_idx,DrugA_target_num,DrugA_target_idfatt_sum,DrugB_idx,DrugB_target_num,DrugB_target_idfatt_sum,Cell_idx,Score,index1,Drug,Target,node_num,node_name,att_deg
1501.0,2.0,22.88217800220048,1505.0,4.0,46.3572975928772,OVCAR-8,24.88888888888889,1179,1501,118,118,BCL2,22.57282951577732
1501.0,2.0,22.88217800220048,1505.0,4.0,46.3572975928772,OVCAR-8,24.88888888888889,1179,1501,821,821,MAPT,0.30934848642315776
1501.0,2.0,22.88217800220048,1490.0,2.0,21.199815742723672,OVCAR-8,20.22222222222222,390,1501,821,821,MAPT,0.30934848642315776
1501.0,2.0,22.88217800220048,1490.0,2.0,21.199815742723672,OVCAR-8,20.22222222222222,390,1501,118,118,BCL2,22.57282951577732
1501.0,2.0,22.88217800220048,1500.0,2.0,4.1172091495476675,OVCAR-8,19.33333333333333,2403,1501,821,821,MAPT,0.30934848642315776
1501.0,2.0,22.88217800220048,1500.0,2.0,4.1172091495476675,OVCAR-8,19.33333333333333,2403,1501,118,118,BCL2,22.57282951577732
1493.0,2.0,22.88217800220048,1505.0,4.0,46.3572975928772,OVCAR-8,17.333333333333332,379,1493,118,118,BCL2,22.57282951577732
1493.0,2.0,22.88217800220048,1505.0,4.0,46.3572975928772,OVCAR-8,17.333333333333332,379,1493,821,821,MAPT,0.30934848642315776
1493.0,2.0,22.88217800220048,1495.0,1.0,10.802551612579077,OVCAR-8,14.88888888888889,2147,1493,821,821,MAPT,0.30934848642315776
1493.0,2.0,22.88217800220048,1495.0,1.0,10.802551612579077,OVCAR-8,14.88888888888889,2147,1493,118,118,BCL2,22.57282951577732
1502.0,3.0,11.771470652083533,1491.0,2.0,0.254192491108726,OVCAR-8,11.22222222222222,11,1502,566,566,HDAC2,6.2619538718346845
1502.0,3.0,11.771470652083533,1491.0,2.0,0.254192491108726,OVCAR-8,11.22222222222222,11,1502,565,565,HDAC1,4.171072291901864
1502.0,3.0,11.771470652083533,1491.0,2.0,0.254192491108726,OVCAR-8,11.22222222222222,11,1502,568,568,HDAC4,1.3384444883469824
1493.0,2.0,22.88217800220048,1500.0,2.0,4.1172091495476675,OVCAR-8,10.0,1293,1493,118,118,BCL2,22.57282951577732
1493.0,2.0,22.88217800220048,1500.0,2.0,4.1172091495476675,OVCAR-8,10.0,1293,1493,821,821,MAPT,0.30934848642315776
1499.0,2.0,11.84414249765646,1493.0,2.0,22.88217800220048,OVCAR-8,9.666666666666666,1936,1499,980,980,PGR,1.0415908850773838
1499.0,2.0,11.84414249765646,1493.0,2.0,22.88217800220048,OVCAR-8,9.666666666666666,1936,1499,401,401,ESR1,10.802551612579077
1495.0,1.0,10.802551612579077,1494.0,1.0,0.10459678619306179,OVCAR-8,8.777777777777779,2378,1495,401,401,ESR1,10.802551612579077
1493.0,2.0,22.88217800220048,1490.0,2.0,21.199815742723672,OVCAR-8,8.666666666666666,1992,1493,118,118,BCL2,22.57282951577732
1493.0,2.0,22.88217800220048,1490.0,2.0,21.199815742723672,OVCAR-8,8.666666666666666,1992,1493,821,821,MAPT,0.30934848642315776
1499.0,2.0,11.84414249765646,1494.0,1.0,0.10459678619306179,OVCAR-8,8.222222222222221,2177,1499,980,980,PGR,1.0415908850773838
1499.0,2.0,11.84414249765646,1494.0,1.0,0.10459678619306179,OVCAR-8,8.222222222222221,2177,1499,401,401,ESR1,10.802551612579077
1493.0,2.0,22.88217800220048,1503.0,2.0,1.4611815771228187,OVCAR-8,6.777777777777778,2490,1493,821,821,MAPT,0.30934848642315776
1493.0,2.0,22.88217800220048,1503.0,2.0,1.4611815771228187,OVCAR-8,6.777777777777778,2490,1493,118,118,BCL2,22.57282951577732
1506.0,3.0,11.339579487410845,1501.0,2.0,22.88217800220048,OVCAR-8,5.555555555555555,2101,1506,567,567,HDAC3,0.9065533236742952
1506.0,3.0,11.339579487410845,1501.0,2.0,22.88217800220048,OVCAR-8,5.555555555555555,2101,1506,566,566,HDAC2,6.2619538718346845
1506.0,3.0,11.339579487410845,1501.0,2.0,22.88217800220048,OVCAR-8,5.555555555555555,2101,1506,565,565,HDAC1,4.171072291901864
1506.0,3.0,11.339579487410845,1502.0,3.0,11.771470652083533,OVCAR-8,3.6666666666666665,710,1506,565,565,HDAC1,4.171072291901864
1506.0,3.0,11.339579487410845,1502.0,3.0,11.771470652083533,OVCAR-8,3.6666666666666665,710,1506,566,566,HDAC2,6.2619538718346845
1506.0,3.0,11.339579487410845,1502.0,3.0,11.771470652083533,OVCAR-8,3.6666666666666665,710,1506,567,567,HDAC3,0.9065533236742952
1501.0,2.0,22.88217800220048,1503.0,2.0,1.4611815771228187,OVCAR-8,3.4444444444444446,2274,1501,821,821,MAPT,0.30934848642315776
1501.0,2.0,22.88217800220048,1503.0,2.0,1.4611815771228187,OVCAR-8,3.4444444444444446,2274,1501,118,118,BCL2,22.57282951577732
1495.0,1.0,10.802551612579077,1502.0,3.0,11.771470652083533,OVCAR-8,2.333333333333333,2098,1495,401,401,ESR1,10.802551612579077
1495.0,1.0,10.802551612579077,1492.0,12.0,56.10745090972339,OVCAR-8,1.3333333333333333,2519,1495,401,401,ESR1,10.802551612579077
1506.0,3.0,11.339579487410845,1493.0,2.0,22.88217800220048,OVCAR-8,1.3333333333333333,1360,1506,567,567,HDAC3,0.9065533236742952
1506.0,3.0,11.339579487410845,1493.0,2.0,22.88217800220048,OVCAR-8,1.3333333333333333,1360,1506,566,566,HDAC2,6.2619538718346845
1506.0,3.0,11.339579487410845,1493.0,2.0,22.88217800220048,OVCAR-8,1.3333333333333333,1360,1506,565,565,HDAC1,4.171072291901864
1498.0,1.0,1.0415908850773838,1497.0,1.0,11.749153806469096,OVCAR-8,0.7777777777777778,734,1498,980,980,PGR,1.0415908850773838
1498.0,1.0,1.0415908850773838,1496.0,1.0,0.20124963775186677,OVCAR-8,0.7777777777777778,1265,1498,980,980,PGR,1.0415908850773838
