SpNotation,SignalingPath,Attention,cell_line_name,cell_line_num,sum_rank
sp28,PI3K-Akt signaling pathway,95.12138599037083,A498,1,1
sp7,Calcium signaling pathway,51.97431361387998,A498,1,2
sp22,MAPK signaling pathway,49.39458859993396,A498,1,3
sp33,Rap1 signaling pathway,45.16522450692094,A498,1,4
sp34,Ras signaling pathway,44.74936914477197,A498,1,5
sp47,mTOR signaling pathway,29.511454721699486,A498,1,6
sp36,Signaling pathways regulating pluripotency of stem cells,28.753763302539987,A498,1,7
sp4,Apelin signaling pathway,26.622210818158184,A498,1,8
sp21,JAK-STAT signaling pathway,24.731180278239975,A498,1,9
sp17,Hippo signaling pathway,23.37811436840479,A498,1,10
sp35,Relaxin signaling pathway,23.302705104279987,A498,1,11
sp45,cAMP signaling pathway,23.20738263557998,A498,1,12
sp24,NOD-like receptor signaling pathway,22.895248958357012,A498,1,13
sp30,Phospholipase D signaling pathway,22.765783724499993,A498,1,14
sp14,GnRH signaling pathway,22.487948392599996,A498,1,15
sp44,Wnt signaling pathway,21.32909485035998,A498,1,16
sp46,cGMP-PKG signaling pathway,20.68532959689999,A498,1,17
sp5,B cell receptor signaling pathway,20.127302524999998,A498,1,18
sp20,Insulin signaling pathway,18.632755477671093,A498,1,19
sp37,Sphingolipid signaling pathway,17.993119457130796,A498,1,20
sp10,Estrogen signaling pathway,17.794851958785394,A498,1,21
sp38,T cell receptor signaling pathway,17.611210625399995,A498,1,22
sp39,TGF-beta signaling pathway,15.448108716279995,A498,1,23
sp12,FoxO signaling pathway,14.547796903119995,A498,1,24
sp25,Neurotrophin signaling pathway,14.523336247247993,A498,1,25
sp6,C-type lectin receptor signaling pathway,13.836526870319995,A498,1,26
sp8,Chemokine signaling pathway,13.275889507023981,A498,1,27
sp40,TNF signaling pathway,12.825475652999996,A498,1,28
sp27,Oxytocin signaling pathway,12.662212527171784,A498,1,29
sp41,Thyroid hormone signaling pathway,12.637164586217791,A498,1,30
sp2,AMPK signaling pathway,12.328098643436952,A498,1,31
sp42,Toll-like receptor signaling pathway,12.229101564579995,A498,1,32
sp31,Prolactin signaling pathway,12.187382944919996,A498,1,33
sp15,HIF-1 signaling pathway,12.123244149166545,A498,1,34
sp13,Glucagon signaling pathway,12.11919460134269,A498,1,35
sp11,Fc epsilon RI signaling pathway,11.930333625019998,A498,1,36
sp9,ErbB signaling pathway,11.325031672479996,A498,1,37
sp1,AGE-RAGE signaling pathway in diabetic complications,10.968538244199992,A498,1,38
sp19,IL-17 signaling pathway,10.880186985499993,A498,1,39
sp23,NF-kappa B signaling pathway,10.182219780759997,A498,1,40
sp3,Adipocytokine signaling pathway,9.753136756919996,A498,1,41
sp43,VEGF signaling pathway,9.524803174939997,A498,1,42
sp16,Hedgehog signaling pathway,8.456057090559995,A498,1,43
sp32,RIG-I-like receptor signaling pathway,8.285468143199997,A498,1,44
sp29,PPAR signaling pathway,6.242617657261194,A498,1,45
sp26,Notch signaling pathway,6.063625231759995,A498,1,46
sp18,Hippo signaling pathway - multiple species,5.578721012199998,A498,1,47
sp48,p53 signaling pathway,2.934994729954345,A498,1,48
