DrugA_idx,DrugA_target_num,DrugA_target_att_sum,DrugB_idx,DrugB_target_num,DrugB_target_att_sum,Cell_idx,Score,index1,Drug,Target,node_num,node_name,node_type,att_deg
1495.0,1.0,1.06038686295367,1494.0,1.0,3.58440878920884,T-47D,18.444444444444443,1911,1494,858,858,MTOR,gene,3.58440878920884
1493.0,2.0,2.7202287747150398,1505.0,4.0,5.512536767433972,T-47D,12.77777777777778,482,1505,1218,1218,RXRG,gene,2.0761632783583
1493.0,2.0,2.7202287747150398,1505.0,4.0,5.512536767433972,T-47D,12.77777777777778,482,1505,1217,1217,RXRB,gene,1.65943859157059
1493.0,2.0,2.7202287747150398,1505.0,4.0,5.512536767433972,T-47D,12.77777777777778,482,1505,1216,1216,RXRA,gene,1.69842049068104
1493.0,2.0,2.7202287747150398,1505.0,4.0,5.512536767433972,T-47D,12.77777777777778,482,1505,1145,1145,RARA,gene,0.0785144068240422
1493.0,2.0,2.7202287747150398,1490.0,2.0,4.2323481820863496,T-47D,12.333333333333334,2436,1490,1106,1106,PTGS2,gene,1.0907440235
1493.0,2.0,2.7202287747150398,1490.0,2.0,4.2323481820863496,T-47D,12.333333333333334,2436,1490,965,965,PDPK1,gene,3.14160415858635
1493.0,2.0,2.7202287747150398,1503.0,2.0,7.25652325778884,T-47D,11.444444444444445,2505,1503,858,858,MTOR,gene,3.58440878920884
1493.0,2.0,2.7202287747150398,1503.0,2.0,7.25652325778884,T-47D,11.444444444444445,2505,1503,429,429,FGF2,gene,3.67211446858
1499.0,2.0,1.1277797539588847,1505.0,4.0,5.512536767433972,T-47D,8.88888888888889,692,1505,1218,1218,RXRG,gene,2.0761632783583
1499.0,2.0,1.1277797539588847,1505.0,4.0,5.512536767433972,T-47D,8.88888888888889,692,1505,1217,1217,RXRB,gene,1.65943859157059
1499.0,2.0,1.1277797539588847,1505.0,4.0,5.512536767433972,T-47D,8.88888888888889,692,1505,1216,1216,RXRA,gene,1.69842049068104
1499.0,2.0,1.1277797539588847,1505.0,4.0,5.512536767433972,T-47D,8.88888888888889,692,1505,1145,1145,RARA,gene,0.0785144068240422
1506.0,3.0,1.771929028969091,1505.0,4.0,5.512536767433972,T-47D,7.333333333333333,57,1505,1145,1145,RARA,gene,0.0785144068240422
1506.0,3.0,1.771929028969091,1505.0,4.0,5.512536767433972,T-47D,7.333333333333333,57,1505,1216,1216,RXRA,gene,1.69842049068104
1506.0,3.0,1.771929028969091,1505.0,4.0,5.512536767433972,T-47D,7.333333333333333,57,1505,1218,1218,RXRG,gene,2.0761632783583
1506.0,3.0,1.771929028969091,1505.0,4.0,5.512536767433972,T-47D,7.333333333333333,57,1505,1217,1217,RXRB,gene,1.65943859157059
1493.0,2.0,2.7202287747150398,1500.0,2.0,5.570523393,T-47D,6.777777777777778,1059,1500,1,1,ABL1,gene,0.25834921362
1493.0,2.0,2.7202287747150398,1500.0,2.0,5.570523393,T-47D,6.777777777777778,1059,1500,707,707,KIT,gene,5.31217417938
1501.0,2.0,2.7202287747150398,1505.0,4.0,5.512536767433972,T-47D,5.666666666666667,1058,1505,1145,1145,RARA,gene,0.0785144068240422
1501.0,2.0,2.7202287747150398,1505.0,4.0,5.512536767433972,T-47D,5.666666666666667,1058,1505,1217,1217,RXRB,gene,1.65943859157059
1501.0,2.0,2.7202287747150398,1505.0,4.0,5.512536767433972,T-47D,5.666666666666667,1058,1505,1218,1218,RXRG,gene,2.0761632783583
1501.0,2.0,2.7202287747150398,1505.0,4.0,5.512536767433972,T-47D,5.666666666666667,1058,1505,1216,1216,RXRA,gene,1.69842049068104
1492.0,12.0,21.325533335905824,1493.0,2.0,2.7202287747150398,T-47D,5.555555555555555,2089,1493,821,821,MAPT,gene,0.0392790497736
1492.0,12.0,21.325533335905824,1493.0,2.0,2.7202287747150398,T-47D,5.555555555555555,2089,1493,118,118,BCL2,gene,2.68094972494144
1495.0,1.0,1.06038686295367,1500.0,2.0,5.570523393,T-47D,4.333333333333333,2259,1500,1,1,ABL1,gene,0.25834921362
1495.0,1.0,1.06038686295367,1500.0,2.0,5.570523393,T-47D,4.333333333333333,2259,1500,707,707,KIT,gene,5.31217417938
1492.0,12.0,21.325533335905824,1506.0,3.0,1.771929028969091,T-47D,3.555555555555556,1177,1506,567,567,HDAC3,gene,0.112089627563245
1492.0,12.0,21.325533335905824,1506.0,3.0,1.771929028969091,T-47D,3.555555555555556,1177,1506,565,565,HDAC1,gene,1.14064941989992
1492.0,12.0,21.325533335905824,1506.0,3.0,1.771929028969091,T-47D,3.555555555555556,1177,1506,566,566,HDAC2,gene,0.519189981505926
1501.0,2.0,2.7202287747150398,1490.0,2.0,4.2323481820863496,T-47D,3.2222222222222223,685,1490,965,965,PDPK1,gene,3.14160415858635
1501.0,2.0,2.7202287747150398,1490.0,2.0,4.2323481820863496,T-47D,3.2222222222222223,685,1490,1106,1106,PTGS2,gene,1.0907440235
1502.0,3.0,1.8121495727658459,1505.0,4.0,5.512536767433972,T-47D,2.888888888888889,2625,1505,1145,1145,RARA,gene,0.0785144068240422
1502.0,3.0,1.8121495727658459,1505.0,4.0,5.512536767433972,T-47D,2.888888888888889,2625,1505,1216,1216,RXRA,gene,1.69842049068104
1502.0,3.0,1.8121495727658459,1505.0,4.0,5.512536767433972,T-47D,2.888888888888889,2625,1505,1217,1217,RXRB,gene,1.65943859157059
1503.0,2.0,7.25652325778884,1490.0,2.0,4.2323481820863496,T-47D,2.888888888888889,1501,1490,965,965,PDPK1,gene,3.14160415858635
1503.0,2.0,7.25652325778884,1490.0,2.0,4.2323481820863496,T-47D,2.888888888888889,1501,1490,1106,1106,PTGS2,gene,1.0907440235
1495.0,1.0,1.06038686295367,1503.0,2.0,7.25652325778884,T-47D,2.888888888888889,363,1503,858,858,MTOR,gene,3.58440878920884
1495.0,1.0,1.06038686295367,1503.0,2.0,7.25652325778884,T-47D,2.888888888888889,363,1503,429,429,FGF2,gene,3.67211446858
1502.0,3.0,1.8121495727658459,1505.0,4.0,5.512536767433972,T-47D,2.888888888888889,2625,1505,1218,1218,RXRG,gene,2.0761632783583
1495.0,1.0,1.06038686295367,1502.0,3.0,1.8121495727658459,T-47D,2.7777777777777777,285,1502,565,565,HDAC1,gene,1.14064941989992
1498.0,1.0,0.0673928910052148,1496.0,1.0,8.35851083430001,T-47D,2.7777777777777777,2432,1496,372,372,EGFR,gene,8.35851083430001
1495.0,1.0,1.06038686295367,1502.0,3.0,1.8121495727658459,T-47D,2.7777777777777777,285,1502,566,566,HDAC2,gene,0.519189981505926
1495.0,1.0,1.06038686295367,1502.0,3.0,1.8121495727658459,T-47D,2.7777777777777777,285,1502,568,568,HDAC4,gene,0.15231017136
1492.0,12.0,21.325533335905824,1502.0,3.0,1.8121495727658459,T-47D,2.6666666666666665,451,1502,566,566,HDAC2,gene,0.519189981505926
1492.0,12.0,21.325533335905824,1502.0,3.0,1.8121495727658459,T-47D,2.6666666666666665,451,1502,568,568,HDAC4,gene,0.15231017136
1492.0,12.0,21.325533335905824,1502.0,3.0,1.8121495727658459,T-47D,2.6666666666666665,451,1502,565,565,HDAC1,gene,1.14064941989992
1500.0,2.0,5.570523393,1499.0,2.0,1.1277797539588847,T-47D,2.555555555555556,1772,1499,401,401,ESR1,gene,1.06038686295367
1500.0,2.0,5.570523393,1499.0,2.0,1.1277797539588847,T-47D,2.555555555555556,1772,1499,980,980,PGR,gene,0.0673928910052148
1495.0,1.0,1.06038686295367,1506.0,3.0,1.771929028969091,T-47D,2.333333333333333,536,1506,565,565,HDAC1,gene,1.14064941989992
1495.0,1.0,1.06038686295367,1506.0,3.0,1.771929028969091,T-47D,2.333333333333333,536,1506,566,566,HDAC2,gene,0.519189981505926
1495.0,1.0,1.06038686295367,1506.0,3.0,1.771929028969091,T-47D,2.333333333333333,536,1506,567,567,HDAC3,gene,0.112089627563245
1503.0,2.0,7.25652325778884,1499.0,2.0,1.1277797539588847,T-47D,2.0,722,1499,401,401,ESR1,gene,1.06038686295367
1503.0,2.0,7.25652325778884,1499.0,2.0,1.1277797539588847,T-47D,2.0,722,1499,980,980,PGR,gene,0.0673928910052148
1493.0,2.0,2.7202287747150398,1501.0,2.0,2.7202287747150398,T-47D,1.7777777777777777,1722,1501,118,118,BCL2,gene,2.68094972494144
1493.0,2.0,2.7202287747150398,1501.0,2.0,2.7202287747150398,T-47D,1.7777777777777777,1722,1501,821,821,MAPT,gene,0.0392790497736
1492.0,12.0,21.325533335905824,1490.0,2.0,4.2323481820863496,T-47D,1.6666666666666667,433,1490,1106,1106,PTGS2,gene,1.0907440235
1492.0,12.0,21.325533335905824,1490.0,2.0,4.2323481820863496,T-47D,1.6666666666666667,433,1490,965,965,PDPK1,gene,3.14160415858635
1500.0,2.0,5.570523393,1505.0,4.0,5.512536767433972,T-47D,1.6666666666666667,752,1505,1145,1145,RARA,gene,0.0785144068240422
1500.0,2.0,5.570523393,1505.0,4.0,5.512536767433972,T-47D,1.6666666666666667,752,1505,1216,1216,RXRA,gene,1.69842049068104
1500.0,2.0,5.570523393,1505.0,4.0,5.512536767433972,T-47D,1.6666666666666667,752,1505,1217,1217,RXRB,gene,1.65943859157059
1500.0,2.0,5.570523393,1505.0,4.0,5.512536767433972,T-47D,1.6666666666666667,752,1505,1218,1218,RXRG,gene,2.0761632783583
1503.0,2.0,7.25652325778884,1505.0,4.0,5.512536767433972,T-47D,1.3333333333333333,2467,1505,1216,1216,RXRA,gene,1.69842049068104
1503.0,2.0,7.25652325778884,1505.0,4.0,5.512536767433972,T-47D,1.3333333333333333,2467,1505,1218,1218,RXRG,gene,2.0761632783583
1503.0,2.0,7.25652325778884,1505.0,4.0,5.512536767433972,T-47D,1.3333333333333333,2467,1505,1217,1217,RXRB,gene,1.65943859157059
1503.0,2.0,7.25652325778884,1505.0,4.0,5.512536767433972,T-47D,1.3333333333333333,2467,1505,1145,1145,RARA,gene,0.0785144068240422
