DrugA_idx,DrugA_target_num,DrugA_target_idfatt_sum,DrugB_idx,DrugB_target_num,DrugB_target_idfatt_sum,Cell_idx,Score
Paclitaxel,2.0,21.046789213368275,Celecoxib,2.0,18.8422509038016,SK-MEL-5,27.55555555555556
Docetaxel,2.0,21.046789213368275,Tretinoin,4.0,43.98206259519213,SK-MEL-5,20.33333333333333
Paclitaxel,2.0,21.046789213368275,Tretinoin,4.0,43.98206259519213,SK-MEL-5,17.444444444444443
Paclitaxel,2.0,21.046789213368275,Cladribine,2.0,0.27715945864546265,SK-MEL-5,11.22222222222222
Fulvestrant,1.0,8.257216060098314,Romidepsin,3.0,10.267246861977998,SK-MEL-5,10.333333333333334
Docetaxel,2.0,21.046789213368275,Fulvestrant,1.0,8.257216060098314,SK-MEL-5,9.0
Fulvestrant,1.0,8.257216060098314,Everolimus,1.0,0.09996591825151374,SK-MEL-5,8.777777777777779
Romidepsin,3.0,10.267246861977998,Cladribine,2.0,0.27715945864546265,SK-MEL-5,8.777777777777779
Paclitaxel,2.0,21.046789213368275,Nilotinib,2.0,2.0383868844836965,SK-MEL-5,8.333333333333334
Vorinostat,3.0,10.051582277636344,Romidepsin,3.0,10.267246861977998,SK-MEL-5,5.888888888888889
Docetaxel,2.0,21.046789213368275,Sirolimus,2.0,1.3218634431579548,SK-MEL-5,5.222222222222222
Docetaxel,2.0,21.046789213368275,Celecoxib,2.0,18.8422509038016,SK-MEL-5,4.444444444444445
Thalidomide,4.0,12.904176772139042,Mitotane,2.0,9.43910750819471,SK-MEL-5,3.6666666666666665
Mitotane,2.0,9.43910750819471,Docetaxel,2.0,21.046789213368275,SK-MEL-5,3.4444444444444446
Fulvestrant,1.0,8.257216060098314,Tretinoin,4.0,43.98206259519213,SK-MEL-5,2.333333333333333
Romidepsin,3.0,10.267246861977998,Sirolimus,2.0,1.3218634431579548,SK-MEL-5,1.7777777777777777
Vorinostat,3.0,10.051582277636344,Cladribine,2.0,0.27715945864546265,SK-MEL-5,1.5555555555555556
Fulvestrant,1.0,8.257216060098314,Cladribine,2.0,0.27715945864546265,SK-MEL-5,0.7777777777777778
Mitotane,2.0,9.43910750819471,Cladribine,2.0,0.27715945864546265,SK-MEL-5,-0.2222222222222222
Tretinoin,4.0,43.98206259519213,Celecoxib,2.0,18.8422509038016,SK-MEL-5,-0.3333333333333333
Cladribine,2.0,0.27715945864546265,Celecoxib,2.0,18.8422509038016,SK-MEL-5,-0.5555555555555556
Fulvestrant,1.0,8.257216060098314,Vorinostat,3.0,10.051582277636344,SK-MEL-5,-1.0
Tretinoin,4.0,43.98206259519213,Cladribine,2.0,0.27715945864546265,SK-MEL-5,-1.1111111111111112
Docetaxel,2.0,21.046789213368275,Paclitaxel,2.0,21.046789213368275,SK-MEL-5,-1.3333333333333333
Romidepsin,3.0,10.267246861977998,Docetaxel,2.0,21.046789213368275,SK-MEL-5,-1.4444444444444444
Thalidomide,4.0,12.904176772139042,Cladribine,2.0,0.27715945864546265,SK-MEL-5,-3.555555555555556
Fulvestrant,1.0,8.257216060098314,Nilotinib,2.0,2.0383868844836965,SK-MEL-5,-3.888888888888889
Fulvestrant,1.0,8.257216060098314,Celecoxib,2.0,18.8422509038016,SK-MEL-5,-3.888888888888889
Fulvestrant,1.0,8.257216060098314,Paclitaxel,2.0,21.046789213368275,SK-MEL-5,-4.111111111111111
Vorinostat,3.0,10.051582277636344,Sirolimus,2.0,1.3218634431579548,SK-MEL-5,-4.333333333333333
Vorinostat,3.0,10.051582277636344,Nilotinib,2.0,2.0383868844836965,SK-MEL-5,-4.333333333333333
Fulvestrant,1.0,8.257216060098314,Dasatinib,12.0,43.57407690700759,SK-MEL-5,-4.666666666666667
Romidepsin,3.0,10.267246861977998,Paclitaxel,2.0,21.046789213368275,SK-MEL-5,-4.666666666666667
Mitotane,2.0,9.43910750819471,Tretinoin,4.0,43.98206259519213,SK-MEL-5,-4.888888888888889
Vorinostat,3.0,10.051582277636344,Docetaxel,2.0,21.046789213368275,SK-MEL-5,-4.888888888888889
Romidepsin,3.0,10.267246861977998,Tretinoin,4.0,43.98206259519213,SK-MEL-5,-5.111111111111111
Docetaxel,2.0,21.046789213368275,Cladribine,2.0,0.27715945864546265,SK-MEL-5,-5.111111111111111
Mitotane,2.0,9.43910750819471,Sirolimus,2.0,1.3218634431579548,SK-MEL-5,-5.111111111111111
