DrugA_idx,DrugA_target_num,DrugA_target_att_sum,DrugB_idx,DrugB_target_num,DrugB_target_att_sum,Cell_idx,Score
Fulvestrant,0.0,0.0,Everolimus,1.0,1.594832376,PC-3,25.0
Paclitaxel,1.0,0.22740406,Tretinoin,0.0,0.0,PC-3,17.666666666666668
Paclitaxel,1.0,0.22740406,Celecoxib,1.0,0.494491686,PC-3,9.444444444444445
Sirolimus,2.0,3.7789853520000003,Celecoxib,1.0,0.494491686,PC-3,7.222222222222222
Dasatinib,6.0,70.280094096,Celecoxib,1.0,0.494491686,PC-3,6.888888888888889
Everolimus,1.0,1.594832376,Sirolimus,2.0,3.7789853520000003,PC-3,6.777777777777778
Mitotane,0.0,0.0,Everolimus,1.0,1.594832376,PC-3,6.444444444444445
Everolimus,1.0,1.594832376,Docetaxel,1.0,0.22740406,PC-3,6.222222222222222
Romidepsin,0.0,0.0,Celecoxib,1.0,0.494491686,PC-3,6.222222222222222
Dasatinib,6.0,70.280094096,Sirolimus,2.0,3.7789853520000003,PC-3,5.888888888888889
Docetaxel,1.0,0.22740406,Tretinoin,0.0,0.0,PC-3,5.888888888888889
Romidepsin,0.0,0.0,Paclitaxel,1.0,0.22740406,PC-3,5.888888888888889
Romidepsin,0.0,0.0,Docetaxel,1.0,0.22740406,PC-3,5.666666666666667
Paclitaxel,1.0,0.22740406,Sirolimus,2.0,3.7789853520000003,PC-3,5.555555555555555
Everolimus,1.0,1.594832376,Celecoxib,1.0,0.494491686,PC-3,4.888888888888889
Docetaxel,1.0,0.22740406,Celecoxib,1.0,0.494491686,PC-3,3.7777777777777777
Romidepsin,0.0,0.0,Tretinoin,0.0,0.0,PC-3,3.333333333333333
Everolimus,1.0,1.594832376,Paclitaxel,1.0,0.22740406,PC-3,3.2222222222222223
Sirolimus,2.0,3.7789853520000003,Tretinoin,0.0,0.0,PC-3,3.2222222222222223
Docetaxel,1.0,0.22740406,Sirolimus,2.0,3.7789853520000003,PC-3,3.111111111111111
Sirolimus,2.0,3.7789853520000003,Mitotane,0.0,0.0,PC-3,3.111111111111111
Everolimus,1.0,1.594832376,Tretinoin,0.0,0.0,PC-3,2.4444444444444446
Mitotane,0.0,0.0,Nilotinib,1.0,0.259417742,PC-3,2.2222222222222223
Docetaxel,1.0,0.22740406,Paclitaxel,1.0,0.22740406,PC-3,2.2222222222222223
Mitotane,0.0,0.0,Tretinoin,0.0,0.0,PC-3,1.8888888888888888
Everolimus,1.0,1.594832376,Vorinostat,0.0,0.0,PC-3,1.6666666666666667
Dasatinib,6.0,70.280094096,Docetaxel,1.0,0.22740406,PC-3,1.4444444444444444
Mitotane,0.0,0.0,Sirolimus,2.0,3.7789853520000003,PC-3,1.3333333333333333
Dasatinib,6.0,70.280094096,Paclitaxel,1.0,0.22740406,PC-3,0.6666666666666666
Mitotane,0.0,0.0,Paclitaxel,1.0,0.22740406,PC-3,0.1111111111111111
Fulvestrant,0.0,0.0,Tretinoin,0.0,0.0,PC-3,0.0
Dasatinib,6.0,70.280094096,Tretinoin,0.0,0.0,PC-3,-0.2222222222222222
Romidepsin,0.0,0.0,Sirolimus,2.0,3.7789853520000003,PC-3,-0.2222222222222222
Vorinostat,0.0,0.0,Romidepsin,0.0,0.0,PC-3,-0.2222222222222222
Cladribine,0.0,0.0,Celecoxib,1.0,0.494491686,PC-3,-0.3333333333333333
Dasatinib,6.0,70.280094096,Vorinostat,0.0,0.0,PC-3,-0.4444444444444444
Gefitinib,1.0,0.542390916,Lenalidomide,1.0,0.494491686,PC-3,-0.4444444444444444
Fulvestrant,0.0,0.0,Sirolimus,2.0,3.7789853520000003,PC-3,-0.5555555555555556
Dasatinib,6.0,70.280094096,Romidepsin,0.0,0.0,PC-3,-1.0
Everolimus,1.0,1.594832376,Romidepsin,0.0,0.0,PC-3,-1.3333333333333333
Fulvestrant,0.0,0.0,Dasatinib,6.0,70.280094096,PC-3,-1.3333333333333333
Mitotane,0.0,0.0,Celecoxib,1.0,0.494491686,PC-3,-1.4444444444444444
Everolimus,1.0,1.594832376,Dasatinib,6.0,70.280094096,PC-3,-1.4444444444444444
Fulvestrant,0.0,0.0,Paclitaxel,1.0,0.22740406,PC-3,-1.4444444444444444
Vorinostat,0.0,0.0,Cladribine,0.0,0.0,PC-3,-1.8888888888888888
Fulvestrant,0.0,0.0,Celecoxib,1.0,0.494491686,PC-3,-2.111111111111111
Fulvestrant,0.0,0.0,Nilotinib,1.0,0.259417742,PC-3,-2.111111111111111
Megestrol acetate,0.0,0.0,Gefitinib,1.0,0.542390916,PC-3,-2.111111111111111
Everolimus,1.0,1.594832376,Cladribine,0.0,0.0,PC-3,-2.333333333333333
Nilotinib,1.0,0.259417742,Cladribine,0.0,0.0,PC-3,-2.6666666666666665
Tretinoin,0.0,0.0,Celecoxib,1.0,0.494491686,PC-3,-2.7777777777777777
Sirolimus,2.0,3.7789853520000003,Cladribine,0.0,0.0,PC-3,-2.888888888888889
Dasatinib,6.0,70.280094096,Cladribine,0.0,0.0,PC-3,-3.0
Megestrol acetate,0.0,0.0,Lenalidomide,1.0,0.494491686,PC-3,-3.2222222222222223
Docetaxel,1.0,0.22740406,Fulvestrant,0.0,0.0,PC-3,-3.2222222222222223
Vorinostat,0.0,0.0,Docetaxel,1.0,0.22740406,PC-3,-3.2222222222222223
Everolimus,1.0,1.594832376,Nilotinib,1.0,0.259417742,PC-3,-3.2222222222222223
Dasatinib,6.0,70.280094096,Nilotinib,1.0,0.259417742,PC-3,-3.555555555555556
Fulvestrant,0.0,0.0,Romidepsin,0.0,0.0,PC-3,-3.7777777777777777
Nilotinib,1.0,0.259417742,Mitotane,0.0,0.0,PC-3,-3.888888888888889
Mitotane,0.0,0.0,Cladribine,0.0,0.0,PC-3,-4.222222222222222
Mitotane,0.0,0.0,Docetaxel,1.0,0.22740406,PC-3,-4.333333333333333
Fulvestrant,0.0,0.0,Vorinostat,0.0,0.0,PC-3,-4.444444444444445
Tretinoin,0.0,0.0,Cladribine,0.0,0.0,PC-3,-4.444444444444445
Mitotane,0.0,0.0,Dasatinib,6.0,70.280094096,PC-3,-4.777777777777778
Vorinostat,0.0,0.0,Sirolimus,2.0,3.7789853520000003,PC-3,-4.888888888888889
Nilotinib,1.0,0.259417742,Celecoxib,1.0,0.494491686,PC-3,-5.0
Docetaxel,1.0,0.22740406,Cladribine,0.0,0.0,PC-3,-5.555555555555555
Fulvestrant,0.0,0.0,Cladribine,0.0,0.0,PC-3,-5.666666666666667
Docetaxel,1.0,0.22740406,Nilotinib,1.0,0.259417742,PC-3,-5.888888888888889
Paclitaxel,1.0,0.22740406,Cladribine,0.0,0.0,PC-3,-5.888888888888889
Paclitaxel,1.0,0.22740406,Nilotinib,1.0,0.259417742,PC-3,-6.777777777777778
Nilotinib,1.0,0.259417742,Tretinoin,0.0,0.0,PC-3,-6.888888888888889
Vorinostat,0.0,0.0,Celecoxib,1.0,0.494491686,PC-3,-7.666666666666667
Romidepsin,0.0,0.0,Nilotinib,1.0,0.259417742,PC-3,-8.333333333333334
Vorinostat,0.0,0.0,Paclitaxel,1.0,0.22740406,PC-3,-8.777777777777779
Vorinostat,0.0,0.0,Tretinoin,0.0,0.0,PC-3,-10.0
Sirolimus,2.0,3.7789853520000003,Nilotinib,1.0,0.259417742,PC-3,-13.666666666666666
Vorinostat,0.0,0.0,Nilotinib,1.0,0.259417742,PC-3,-16.666666666666668
