SpNotation,SignalingPath,Attention,cell_line_name,cell_line_num,sum_rank
sp28,PI3K-Akt signaling pathway,79.96042247400368,MDA-MB-468,19,1
sp7,Calcium signaling pathway,53.39943577513198,MDA-MB-468,19,2
sp22,MAPK signaling pathway,51.63830686240065,MDA-MB-468,19,3
sp33,Rap1 signaling pathway,48.97240791572888,MDA-MB-468,19,4
sp34,Ras signaling pathway,46.99178481704597,MDA-MB-468,19,5
sp36,Signaling pathways regulating pluripotency of stem cells,29.22565343629999,MDA-MB-468,19,6
sp30,Phospholipase D signaling pathway,27.88116644183599,MDA-MB-468,19,7
sp47,mTOR signaling pathway,25.795950528583987,MDA-MB-468,19,8
sp4,Apelin signaling pathway,24.229285683967984,MDA-MB-468,19,9
sp24,NOD-like receptor signaling pathway,23.189952795783487,MDA-MB-468,19,10
sp35,Relaxin signaling pathway,22.246583423495988,MDA-MB-468,19,11
sp21,JAK-STAT signaling pathway,22.076379087331972,MDA-MB-468,19,12
sp44,Wnt signaling pathway,21.96907452513998,MDA-MB-468,19,13
sp14,GnRH signaling pathway,21.873319203977996,MDA-MB-468,19,14
sp45,cAMP signaling pathway,21.231447979664978,MDA-MB-468,19,15
sp20,Insulin signaling pathway,21.195414069853992,MDA-MB-468,19,16
sp17,Hippo signaling pathway,20.932720824677673,MDA-MB-468,19,17
sp13,Glucagon signaling pathway,20.91781901415399,MDA-MB-468,19,18
sp46,cGMP-PKG signaling pathway,20.863865877213993,MDA-MB-468,19,19
sp27,Oxytocin signaling pathway,19.82753530706308,MDA-MB-468,19,20
sp5,B cell receptor signaling pathway,19.632009449799998,MDA-MB-468,19,21
sp10,Estrogen signaling pathway,18.202445005270228,MDA-MB-468,19,22
sp9,ErbB signaling pathway,18.125045285316,MDA-MB-468,19,23
sp37,Sphingolipid signaling pathway,17.591311060299994,MDA-MB-468,19,24
sp38,T cell receptor signaling pathway,17.126617944599996,MDA-MB-468,19,25
sp39,TGF-beta signaling pathway,15.850297301319994,MDA-MB-468,19,26
sp8,Chemokine signaling pathway,15.29373671360998,MDA-MB-468,19,27
sp25,Neurotrophin signaling pathway,14.955956416689991,MDA-MB-468,19,28
sp15,HIF-1 signaling pathway,14.270893665639711,MDA-MB-468,19,29
sp6,C-type lectin receptor signaling pathway,14.150291683179995,MDA-MB-468,19,30
sp12,FoxO signaling pathway,14.069934933479995,MDA-MB-468,19,31
sp40,TNF signaling pathway,12.814304560737996,MDA-MB-468,19,32
sp42,Toll-like receptor signaling pathway,12.549977038179996,MDA-MB-468,19,33
sp1,AGE-RAGE signaling pathway in diabetic complications,12.050204380859993,MDA-MB-468,19,34
sp11,Fc epsilon RI signaling pathway,11.776159202499997,MDA-MB-468,19,35
sp26,Notch signaling pathway,11.080704269819995,MDA-MB-468,19,36
sp31,Prolactin signaling pathway,10.956640770039996,MDA-MB-468,19,37
sp2,AMPK signaling pathway,10.754316869938194,MDA-MB-468,19,38
sp41,Thyroid hormone signaling pathway,10.48234662837373,MDA-MB-468,19,39
sp43,VEGF signaling pathway,10.032121272999998,MDA-MB-468,19,40
sp23,NF-kappa B signaling pathway,9.735646468399995,MDA-MB-468,19,41
sp19,IL-17 signaling pathway,8.878323651690884,MDA-MB-468,19,42
sp32,RIG-I-like receptor signaling pathway,8.444863520399997,MDA-MB-468,19,43
sp16,Hedgehog signaling pathway,8.053024604919996,MDA-MB-468,19,44
sp3,Adipocytokine signaling pathway,7.847151740979998,MDA-MB-468,19,45
sp29,PPAR signaling pathway,6.401003096935995,MDA-MB-468,19,46
sp18,Hippo signaling pathway - multiple species,6.3948370798999985,MDA-MB-468,19,47
sp48,p53 signaling pathway,4.343811620425997,MDA-MB-468,19,48
