DrugA_idx,DrugA_target_num,DrugA_target_idfatt_sum,DrugB_idx,DrugB_target_num,DrugB_target_idfatt_sum,Cell_idx,Score,index1,Drug,Target,node_num,node_name,att_deg
1495.0,1.0,0.0,1494.0,0.0,0.0,T-47D,18.444444444444443,1911,1495,401,401.0,ITGB1,0.0
1493.0,2.0,0.0,1505.0,0.0,0.0,T-47D,12.77777777777778,482,1493,821,821.0,WNT3,0.0
1493.0,2.0,0.0,1505.0,0.0,0.0,T-47D,12.77777777777778,482,1493,118,118.0,CNTFR,0.0
1493.0,2.0,0.0,1490.0,0.0,0.0,T-47D,12.333333333333334,2436,1493,821,821.0,WNT3,0.0
1493.0,2.0,0.0,1490.0,0.0,0.0,T-47D,12.333333333333334,2436,1493,118,118.0,CNTFR,0.0
1493.0,2.0,0.0,1503.0,1.0,0.0,T-47D,11.444444444444445,2505,1493,821,821.0,WNT3,0.0
1493.0,2.0,0.0,1503.0,1.0,0.0,T-47D,11.444444444444445,2505,1493,118,118.0,CNTFR,0.0
1499.0,1.0,0.0,1505.0,0.0,0.0,T-47D,8.88888888888889,692,1499,980,,,
1499.0,1.0,0.0,1505.0,0.0,0.0,T-47D,8.88888888888889,692,1499,401,401.0,ITGB1,0.0
1506.0,3.0,13.105906879416413,1505.0,0.0,0.0,T-47D,7.333333333333333,57,1506,565,565.0,PFN1,4.181682082217908
1506.0,3.0,13.105906879416413,1505.0,0.0,0.0,T-47D,7.333333333333333,57,1506,567,567.0,PFN3,4.462125056917518
1506.0,3.0,13.105906879416413,1505.0,0.0,0.0,T-47D,7.333333333333333,57,1506,566,566.0,PFN2,4.462099740280985
1493.0,2.0,0.0,1500.0,2.0,6.666750390670662,T-47D,6.777777777777778,1059,1493,118,118.0,CNTFR,0.0
1493.0,2.0,0.0,1500.0,2.0,6.666750390670662,T-47D,6.777777777777778,1059,1493,821,821.0,WNT3,0.0
1501.0,2.0,0.0,1505.0,0.0,0.0,T-47D,5.666666666666667,1058,1501,118,118.0,CNTFR,0.0
1501.0,2.0,0.0,1505.0,0.0,0.0,T-47D,5.666666666666667,1058,1501,821,821.0,WNT3,0.0
1492.0,10.0,8.6877810861615,1493.0,2.0,0.0,T-47D,5.555555555555555,2089,1492,394,394.0,ITGA3,0.0
1492.0,10.0,8.6877810861615,1493.0,2.0,0.0,T-47D,5.555555555555555,2089,1492,707,707.0,RPS6KA2,6.666750390670662
1492.0,10.0,8.6877810861615,1493.0,2.0,0.0,T-47D,5.555555555555555,2089,1492,468,468.0,MAP3K8,1.9617101313602425
1492.0,10.0,8.6877810861615,1493.0,2.0,0.0,T-47D,5.555555555555555,2089,1492,1,1.0,ABL1,0.0
1492.0,10.0,8.6877810861615,1493.0,2.0,0.0,T-47D,5.555555555555555,2089,1492,2,2.0,ABL2,0.0
1492.0,10.0,8.6877810861615,1493.0,2.0,0.0,T-47D,5.555555555555555,2089,1492,1325,,,
1492.0,10.0,8.6877810861615,1493.0,2.0,0.0,T-47D,5.555555555555555,2089,1492,599,599.0,PLCD1,0.0
