DrugA_idx,DrugA_target_num,DrugA_target_idfatt_sum,DrugB_idx,DrugB_target_num,DrugB_target_idfatt_sum,Cell_idx,Score
Dasatinib,10.0,21.373476642024873,Celecoxib,0.0,0.0,K-562,46.333333333333336
Sirolimus,1.0,2.767364333777743,Nilotinib,2.0,11.510753149195148,K-562,31.444444444444443
Paclitaxel,2.0,0.0,Tretinoin,0.0,0.0,K-562,31.33333333333333
Paclitaxel,2.0,0.0,Celecoxib,0.0,0.0,K-562,28.444444444444443
Docetaxel,2.0,0.0,Tretinoin,0.0,0.0,K-562,27.0
Docetaxel,2.0,0.0,Celecoxib,0.0,0.0,K-562,23.55555555555556
Paclitaxel,2.0,0.0,Nilotinib,2.0,11.510753149195148,K-562,23.0
Fulvestrant,1.0,13.109019317271441,Dasatinib,10.0,21.373476642024873,K-562,19.88888888888889
Mitotane,1.0,13.109019317271441,Docetaxel,2.0,0.0,K-562,14.11111111111111
Dasatinib,10.0,21.373476642024873,Paclitaxel,2.0,0.0,K-562,13.11111111111111
Dasatinib,10.0,21.373476642024873,Vorinostat,3.0,12.392340913323746,K-562,12.22222222222222
Dasatinib,10.0,21.373476642024873,Sirolimus,1.0,2.767364333777743,K-562,11.88888888888889
Docetaxel,2.0,0.0,Fulvestrant,1.0,13.109019317271441,K-562,9.22222222222222
Megestrol acetate,0.0,0.0,Gefitinib,1.0,0.0,K-562,9.22222222222222
Dasatinib,10.0,21.373476642024873,Docetaxel,2.0,0.0,K-562,7.666666666666667
Mitotane,1.0,13.109019317271441,Everolimus,0.0,0.0,K-562,7.555555555555555
Fulvestrant,1.0,13.109019317271441,Everolimus,0.0,0.0,K-562,6.444444444444445
Mitotane,1.0,13.109019317271441,Tretinoin,0.0,0.0,K-562,5.777777777777778
Docetaxel,2.0,0.0,Sirolimus,1.0,2.767364333777743,K-562,5.222222222222222
Fulvestrant,1.0,13.109019317271441,Cladribine,0.0,0.0,K-562,5.222222222222222
Fulvestrant,1.0,13.109019317271441,Romidepsin,3.0,12.392340695798117,K-562,5.222222222222222
Mitotane,1.0,13.109019317271441,Sirolimus,1.0,2.767364333777743,K-562,4.888888888888889
Sirolimus,1.0,2.767364333777743,Celecoxib,0.0,0.0,K-562,4.777777777777778
Sirolimus,1.0,2.767364333777743,Tretinoin,0.0,0.0,K-562,4.777777777777778
Dasatinib,10.0,21.373476642024873,Nilotinib,2.0,11.510753149195148,K-562,3.4444444444444446
Vorinostat,3.0,12.392340913323746,Tretinoin,0.0,0.0,K-562,3.111111111111111
Everolimus,0.0,0.0,Docetaxel,2.0,0.0,K-562,3.0
Cladribine,0.0,0.0,Celecoxib,0.0,0.0,K-562,2.4444444444444446
Thalidomide,1.0,0.0,Docetaxel,2.0,0.0,K-562,2.111111111111111
Vorinostat,3.0,12.392340913323746,Paclitaxel,2.0,0.0,K-562,1.2222222222222223
Paclitaxel,2.0,0.0,Cladribine,0.0,0.0,K-562,1.2222222222222223
Vorinostat,3.0,12.392340913323746,Cladribine,0.0,0.0,K-562,1.2222222222222223
Paclitaxel,2.0,0.0,Sirolimus,1.0,2.767364333777743,K-562,1.0
Romidepsin,3.0,12.392340695798117,Tretinoin,0.0,0.0,K-562,0.4444444444444444
Everolimus,0.0,0.0,Tretinoin,0.0,0.0,K-562,0.4444444444444444
Fulvestrant,1.0,13.109019317271441,Vorinostat,3.0,12.392340913323746,K-562,0.1111111111111111
Sirolimus,1.0,2.767364333777743,Mitotane,1.0,13.109019317271441,K-562,0.0
Vorinostat,3.0,12.392340913323746,Docetaxel,2.0,0.0,K-562,-0.7777777777777778
Dasatinib,10.0,21.373476642024873,Romidepsin,3.0,12.392340695798117,K-562,-0.7777777777777778
Mitotane,1.0,13.109019317271441,Cladribine,0.0,0.0,K-562,-0.8888888888888888
Romidepsin,3.0,12.392340695798117,Docetaxel,2.0,0.0,K-562,-0.8888888888888888
Fulvestrant,1.0,13.109019317271441,Tretinoin,0.0,0.0,K-562,-1.3333333333333333
Fulvestrant,1.0,13.109019317271441,Nilotinib,2.0,11.510753149195148,K-562,-1.5555555555555556
Mitotane,1.0,13.109019317271441,Paclitaxel,2.0,0.0,K-562,-1.8888888888888888
Sirolimus,1.0,2.767364333777743,Cladribine,0.0,0.0,K-562,-2.111111111111111
Tretinoin,0.0,0.0,Cladribine,0.0,0.0,K-562,-2.555555555555556
Romidepsin,3.0,12.392340695798117,Celecoxib,0.0,0.0,K-562,-2.6666666666666665
Everolimus,0.0,0.0,Dasatinib,10.0,21.373476642024873,K-562,-2.7777777777777777
Romidepsin,3.0,12.392340695798117,Sirolimus,1.0,2.767364333777743,K-562,-3.0
Romidepsin,3.0,12.392340695798117,Cladribine,0.0,0.0,K-562,-3.4444444444444446
Gefitinib,1.0,0.0,Lenalidomide,0.0,0.0,K-562,-3.4444444444444446
Docetaxel,2.0,0.0,Paclitaxel,2.0,0.0,K-562,-3.888888888888889
Fulvestrant,1.0,13.109019317271441,Celecoxib,0.0,0.0,K-562,-4.0
Mitotane,1.0,13.109019317271441,Celecoxib,0.0,0.0,K-562,-4.111111111111111
Romidepsin,3.0,12.392340695798117,Paclitaxel,2.0,0.0,K-562,-4.444444444444445
Mitotane,1.0,13.109019317271441,Nilotinib,2.0,11.510753149195148,K-562,-4.555555555555555
Everolimus,0.0,0.0,Vorinostat,3.0,12.392340913323746,K-562,-4.888888888888889
Megestrol acetate,0.0,0.0,Lenalidomide,0.0,0.0,K-562,-4.888888888888889
Vorinostat,3.0,12.392340913323746,Celecoxib,0.0,0.0,K-562,-5.0
Thalidomide,1.0,0.0,Cladribine,0.0,0.0,K-562,-5.111111111111111
Docetaxel,2.0,0.0,Cladribine,0.0,0.0,K-562,-5.222222222222222
Vorinostat,3.0,12.392340913323746,Sirolimus,1.0,2.767364333777743,K-562,-5.222222222222222
Everolimus,0.0,0.0,Celecoxib,0.0,0.0,K-562,-5.222222222222222
Fulvestrant,1.0,13.109019317271441,Paclitaxel,2.0,0.0,K-562,-5.444444444444445
Docetaxel,2.0,0.0,Nilotinib,2.0,11.510753149195148,K-562,-5.666666666666667
Everolimus,0.0,0.0,Romidepsin,3.0,12.392340695798117,K-562,-6.333333333333333
Tretinoin,0.0,0.0,Celecoxib,0.0,0.0,K-562,-6.444444444444445
Everolimus,0.0,0.0,Cladribine,0.0,0.0,K-562,-7.444444444444445
Everolimus,0.0,0.0,Sirolimus,1.0,2.767364333777743,K-562,-7.888888888888889
Everolimus,0.0,0.0,Paclitaxel,2.0,0.0,K-562,-8.222222222222221
Nilotinib,2.0,11.510753149195148,Tretinoin,0.0,0.0,K-562,-8.333333333333334
Fulvestrant,1.0,13.109019317271441,Sirolimus,1.0,2.767364333777743,K-562,-9.0
Everolimus,0.0,0.0,Nilotinib,2.0,11.510753149195148,K-562,-9.77777777777778
Thalidomide,1.0,0.0,Sirolimus,1.0,2.767364333777743,K-562,-12.333333333333334
Thalidomide,1.0,0.0,Mitotane,1.0,13.109019317271441,K-562,-13.555555555555555
Thalidomide,1.0,0.0,Tretinoin,0.0,0.0,K-562,-14.88888888888889
Nilotinib,2.0,11.510753149195148,Celecoxib,0.0,0.0,K-562,-16.88888888888889
