DrugA_idx,DrugA_target_num,DrugA_target_att_sum,DrugB_idx,DrugB_target_num,DrugB_target_att_sum,Cell_idx,Score
Paclitaxel,2.0,3.06921526422366,Tretinoin,4.0,5.82261089525846,HS 578T,38.11111111111112
Paclitaxel,2.0,3.06921526422366,Celecoxib,2.0,4.19382378166496,HS 578T,37.77777777777778
Paclitaxel,2.0,3.06921526422366,Nilotinib,2.0,6.06333392194,HS 578T,29.0
Docetaxel,2.0,3.06921526422366,Celecoxib,2.0,4.19382378166496,HS 578T,20.88888888888889
Fulvestrant,1.0,1.200261193212,Everolimus,1.0,4.42275424227796,HS 578T,20.88888888888889
Docetaxel,2.0,3.06921526422366,Tretinoin,4.0,5.82261089525846,HS 578T,20.666666666666668
Mitotane,2.0,1.339429174872,Everolimus,1.0,4.42275424227796,HS 578T,17.88888888888889
Docetaxel,2.0,3.06921526422366,Nilotinib,2.0,6.06333392194,HS 578T,12.555555555555555
Fulvestrant,1.0,1.200261193212,Dasatinib,12.0,22.1673597259843,HS 578T,12.11111111111111
Fulvestrant,1.0,1.200261193212,Tretinoin,4.0,5.82261089525846,HS 578T,10.77777777777778
Sirolimus,2.0,6.91556303037796,Celecoxib,2.0,4.19382378166496,HS 578T,9.666666666666666
Paclitaxel,2.0,3.06921526422366,Cladribine,2.0,0.024240227620146403,HS 578T,9.444444444444445
Tretinoin,4.0,5.82261089525846,Celecoxib,2.0,4.19382378166496,HS 578T,9.333333333333334
Fulvestrant,1.0,1.200261193212,Romidepsin,3.0,0.9510823923,HS 578T,9.11111111111111
Dasatinib,12.0,22.1673597259843,Celecoxib,2.0,4.19382378166496,HS 578T,8.88888888888889
Thalidomide,4.0,17.61623937133631,Paclitaxel,2.0,3.06921526422366,HS 578T,8.666666666666666
Everolimus,1.0,4.42275424227796,Paclitaxel,2.0,3.06921526422366,HS 578T,8.0
Sirolimus,2.0,6.91556303037796,Tretinoin,4.0,5.82261089525846,HS 578T,7.111111111111111
Tretinoin,4.0,5.82261089525846,Cladribine,2.0,0.024240227620146403,HS 578T,6.666666666666667
Mitotane,2.0,1.339429174872,Docetaxel,2.0,3.06921526422366,HS 578T,6.666666666666667
Romidepsin,3.0,0.9510823923,Cladribine,2.0,0.024240227620146403,HS 578T,5.222222222222222
