DrugA_idx,DrugA_target_num,DrugA_target_att_sum,DrugB_idx,DrugB_target_num,DrugB_target_att_sum,Cell_idx,Score,index1,Drug,Target,node_num,node_name,node_type,att_deg
1495.0,0.0,0.0,1494.0,1.0,1.101357046,HCT-15,12.444444444444445,2605,1494,858,858.0,MTOR,gene,1.101357046
1499.0,0.0,0.0,1505.0,0.0,0.0,HCT-15,6.444444444444445,237,1505,1145,,,,
1499.0,0.0,0.0,1505.0,0.0,0.0,HCT-15,6.444444444444445,237,1505,1216,,,,
1499.0,0.0,0.0,1505.0,0.0,0.0,HCT-15,6.444444444444445,237,1505,1217,,,,
1499.0,0.0,0.0,1505.0,0.0,0.0,HCT-15,6.444444444444445,237,1505,1218,,,,
1495.0,0.0,0.0,1502.0,0.0,0.0,HCT-15,5.666666666666667,1537,1502,565,,,,
1495.0,0.0,0.0,1502.0,0.0,0.0,HCT-15,5.666666666666667,1537,1502,566,,,,
1495.0,0.0,0.0,1502.0,0.0,0.0,HCT-15,5.666666666666667,1537,1502,568,,,,
1499.0,0.0,0.0,1494.0,1.0,1.101357046,HCT-15,5.222222222222222,154,1494,858,858.0,MTOR,gene,1.101357046
1495.0,0.0,0.0,1500.0,0.0,0.0,HCT-15,3.333333333333333,1381,1500,1,,,,
1495.0,0.0,0.0,1500.0,0.0,0.0,HCT-15,3.333333333333333,1381,1500,707,,,,
1495.0,0.0,0.0,1491.0,0.0,0.0,HCT-15,2.6666666666666665,486,1491,1209,,,,
1495.0,0.0,0.0,1491.0,0.0,0.0,HCT-15,2.6666666666666665,486,1491,1208,,,,
1492.0,4.0,3.9714247940000003,1506.0,0.0,0.0,HCT-15,2.0,1148,1506,565,,,,
1492.0,4.0,3.9714247940000003,1506.0,0.0,0.0,HCT-15,2.0,1148,1506,567,,,,
1492.0,4.0,3.9714247940000003,1506.0,0.0,0.0,HCT-15,2.0,1148,1506,566,,,,
1494.0,1.0,1.101357046,1503.0,1.0,1.101357046,HCT-15,1.8888888888888888,247,1503,858,858.0,MTOR,gene,1.101357046
1494.0,1.0,1.101357046,1503.0,1.0,1.101357046,HCT-15,1.8888888888888888,247,1503,429,,,,
1494.0,1.0,1.101357046,1492.0,4.0,3.9714247940000003,HCT-15,1.3333333333333333,1656,1492,774,,,,
1494.0,1.0,1.101357046,1492.0,4.0,3.9714247940000003,HCT-15,1.3333333333333333,1656,1492,707,,,,
1494.0,1.0,1.101357046,1492.0,4.0,3.9714247940000003,HCT-15,1.3333333333333333,1656,1492,599,599.0,HSPA8,gene,0.882650134
1494.0,1.0,1.101357046,1492.0,4.0,3.9714247940000003,HCT-15,1.3333333333333333,1656,1492,468,,,,
1494.0,1.0,1.101357046,1492.0,4.0,3.9714247940000003,HCT-15,1.3333333333333333,1656,1492,442,,,,
1494.0,1.0,1.101357046,1492.0,4.0,3.9714247940000003,HCT-15,1.3333333333333333,1656,1492,806,806.0,MAPK14,gene,1.456964918
1494.0,1.0,1.101357046,1492.0,4.0,3.9714247940000003,HCT-15,1.3333333333333333,1656,1492,1314,1314.0,SRC,gene,0.383392364
1494.0,1.0,1.101357046,1492.0,4.0,3.9714247940000003,HCT-15,1.3333333333333333,1656,1492,2,,,,
1494.0,1.0,1.101357046,1492.0,4.0,3.9714247940000003,HCT-15,1.3333333333333333,1656,1492,1,,,,
1494.0,1.0,1.101357046,1492.0,4.0,3.9714247940000003,HCT-15,1.3333333333333333,1656,1492,1325,1325.0,STAT5B,gene,1.248417378
1495.0,0.0,0.0,1506.0,0.0,0.0,HCT-15,1.3333333333333333,2413,1506,565,,,,
1495.0,0.0,0.0,1506.0,0.0,0.0,HCT-15,1.3333333333333333,2413,1506,566,,,,
1495.0,0.0,0.0,1506.0,0.0,0.0,HCT-15,1.3333333333333333,2413,1506,567,,,,
1494.0,1.0,1.101357046,1492.0,4.0,3.9714247940000003,HCT-15,1.3333333333333333,1656,1492,737,,,,
1494.0,1.0,1.101357046,1492.0,4.0,3.9714247940000003,HCT-15,1.3333333333333333,1656,1492,394,,,,
1504.0,3.0,2.8885632808,1493.0,1.0,0.530537312,HCT-15,-0.1111111111111111,435,1493,821,,,,
1504.0,3.0,2.8885632808,1493.0,1.0,0.530537312,HCT-15,-0.1111111111111111,435,1493,118,118.0,BCL2,gene,0.530537312
1495.0,0.0,0.0,1505.0,0.0,0.0,HCT-15,-0.1111111111111111,2700,1505,1218,,,,
1495.0,0.0,0.0,1505.0,0.0,0.0,HCT-15,-0.1111111111111111,2700,1505,1217,,,,
1495.0,0.0,0.0,1505.0,0.0,0.0,HCT-15,-0.1111111111111111,2700,1505,1216,,,,
1495.0,0.0,0.0,1505.0,0.0,0.0,HCT-15,-0.1111111111111111,2700,1505,1145,,,,
1496.0,1.0,0.351633962,1497.0,1.0,0.271197348,HCT-15,-0.2222222222222222,728,1497,1106,1106.0,PTGS2,gene,0.271197348
1498.0,0.0,0.0,1496.0,1.0,0.351633962,HCT-15,-0.3333333333333333,713,1496,372,372.0,EGFR,gene,0.351633962
1499.0,0.0,0.0,1493.0,1.0,0.530537312,HCT-15,-0.4444444444444444,1907,1493,118,118.0,BCL2,gene,0.530537312
1499.0,0.0,0.0,1493.0,1.0,0.530537312,HCT-15,-0.4444444444444444,1907,1493,821,,,,
1504.0,3.0,2.8885632808,1491.0,0.0,0.0,HCT-15,-0.7777777777777778,2139,1491,1208,,,,
1504.0,3.0,2.8885632808,1491.0,0.0,0.0,HCT-15,-0.7777777777777778,2139,1491,1209,,,,
1504.0,3.0,2.8885632808,1499.0,0.0,0.0,HCT-15,-0.8888888888888888,1957,1499,980,,,,
1504.0,3.0,2.8885632808,1499.0,0.0,0.0,HCT-15,-0.8888888888888888,1957,1499,401,,,,
1494.0,1.0,1.101357046,1502.0,0.0,0.0,HCT-15,-1.1111111111111112,1849,1502,566,,,,
1494.0,1.0,1.101357046,1502.0,0.0,0.0,HCT-15,-1.1111111111111112,1849,1502,565,,,,
1494.0,1.0,1.101357046,1502.0,0.0,0.0,HCT-15,-1.1111111111111112,1849,1502,568,,,,
1495.0,0.0,0.0,1501.0,1.0,0.530537312,HCT-15,-1.2222222222222223,1079,1501,118,118.0,BCL2,gene,0.530537312
1495.0,0.0,0.0,1501.0,1.0,0.530537312,HCT-15,-1.2222222222222223,1079,1501,821,,,,
1504.0,3.0,2.8885632808,1503.0,1.0,1.101357046,HCT-15,-1.5555555555555556,1182,1503,429,,,,
1492.0,4.0,3.9714247940000003,1503.0,1.0,1.101357046,HCT-15,-1.5555555555555556,806,1503,429,,,,
1504.0,3.0,2.8885632808,1503.0,1.0,1.101357046,HCT-15,-1.5555555555555556,1182,1503,858,858.0,MTOR,gene,1.101357046
1492.0,4.0,3.9714247940000003,1503.0,1.0,1.101357046,HCT-15,-1.5555555555555556,806,1503,858,858.0,MTOR,gene,1.101357046
1499.0,0.0,0.0,1500.0,0.0,0.0,HCT-15,-1.7777777777777777,2713,1500,1,,,,
1499.0,0.0,0.0,1500.0,0.0,0.0,HCT-15,-1.7777777777777777,2713,1500,707,,,,
1492.0,4.0,3.9714247940000003,1502.0,0.0,0.0,HCT-15,-2.4444444444444446,2652,1502,566,,,,
1492.0,4.0,3.9714247940000003,1502.0,0.0,0.0,HCT-15,-2.4444444444444446,2652,1502,568,,,,
1492.0,4.0,3.9714247940000003,1502.0,0.0,0.0,HCT-15,-2.4444444444444446,2652,1502,565,,,,
1494.0,1.0,1.101357046,1493.0,1.0,0.530537312,HCT-15,-2.7777777777777777,1350,1493,118,118.0,BCL2,gene,0.530537312
1494.0,1.0,1.101357046,1493.0,1.0,0.530537312,HCT-15,-2.7777777777777777,1350,1493,821,,,,
1505.0,0.0,0.0,1491.0,0.0,0.0,HCT-15,-2.888888888888889,2759,1491,1208,,,,
1505.0,0.0,0.0,1491.0,0.0,0.0,HCT-15,-2.888888888888889,2759,1491,1209,,,,
1492.0,4.0,3.9714247940000003,1501.0,1.0,0.530537312,HCT-15,-2.888888888888889,1385,1501,118,118.0,BCL2,gene,0.530537312
1492.0,4.0,3.9714247940000003,1501.0,1.0,0.530537312,HCT-15,-2.888888888888889,1385,1501,821,,,,
1495.0,0.0,0.0,1492.0,4.0,3.9714247940000003,HCT-15,-3.0,2717,1492,737,,,,
1495.0,0.0,0.0,1492.0,4.0,3.9714247940000003,HCT-15,-3.0,2717,1492,806,806.0,MAPK14,gene,1.456964918
