DrugA_idx,DrugA_target_num,DrugA_target_idfatt_sum,DrugB_idx,DrugB_target_num,DrugB_target_idfatt_sum,Cell_idx,Score,index1,Drug,Target,node_num,node_name,att_deg
1501.0,2.0,23.782650242977613,1505.0,4.0,48.61929056940881,MDA-MB-468,32.55555555555556,2285,1505,1216,1216,RXRA,15.68763212985686
1501.0,2.0,23.782650242977613,1505.0,4.0,48.61929056940881,MDA-MB-468,32.55555555555556,2285,1505,1145,1145,RARA,0.9362122509983938
1501.0,2.0,23.782650242977613,1505.0,4.0,48.61929056940881,MDA-MB-468,32.55555555555556,2285,1505,1218,1218,RXRG,17.71131057594949
1501.0,2.0,23.782650242977613,1505.0,4.0,48.61929056940881,MDA-MB-468,32.55555555555556,2285,1505,1217,1217,RXRB,14.284135612604068
1495.0,1.0,10.789849637684563,1494.0,1.0,0.09959835751153308,MDA-MB-468,28.444444444444443,1792,1494,858,858,MTOR,0.09959835751153308
1501.0,2.0,23.782650242977613,1490.0,2.0,18.58024723051571,MDA-MB-468,27.88888888888889,300,1490,965,965,PDPK1,10.647652652732651
1501.0,2.0,23.782650242977613,1490.0,2.0,18.58024723051571,MDA-MB-468,27.88888888888889,300,1490,1106,1106,PTGS2,7.932594577783059
1501.0,2.0,23.782650242977613,1500.0,2.0,1.536490258666811,MDA-MB-468,27.77777777777778,367,1500,707,707,KIT,0.08081539752472496
1501.0,2.0,23.782650242977613,1500.0,2.0,1.536490258666811,MDA-MB-468,27.77777777777778,367,1500,1,1,ABL1,1.455674861142086
1493.0,2.0,23.782650242977613,1505.0,4.0,48.61929056940881,MDA-MB-468,24.77777777777778,1701,1505,1145,1145,RARA,0.9362122509983938
1493.0,2.0,23.782650242977613,1505.0,4.0,48.61929056940881,MDA-MB-468,24.77777777777778,1701,1505,1218,1218,RXRG,17.71131057594949
1493.0,2.0,23.782650242977613,1505.0,4.0,48.61929056940881,MDA-MB-468,24.77777777777778,1701,1505,1216,1216,RXRA,15.68763212985686
1493.0,2.0,23.782650242977613,1505.0,4.0,48.61929056940881,MDA-MB-468,24.77777777777778,1701,1505,1217,1217,RXRB,14.284135612604068
1503.0,2.0,1.7911011570112316,1490.0,2.0,18.58024723051571,MDA-MB-468,20.11111111111111,1108,1490,1106,1106,PTGS2,7.932594577783059
1503.0,2.0,1.7911011570112316,1490.0,2.0,18.58024723051571,MDA-MB-468,20.11111111111111,1108,1490,965,965,PDPK1,10.647652652732651
1493.0,2.0,23.782650242977613,1490.0,2.0,18.58024723051571,MDA-MB-468,18.666666666666668,866,1490,1106,1106,PTGS2,7.932594577783059
1493.0,2.0,23.782650242977613,1490.0,2.0,18.58024723051571,MDA-MB-468,18.666666666666668,866,1490,965,965,PDPK1,10.647652652732651
1503.0,2.0,1.7911011570112316,1505.0,4.0,48.61929056940881,MDA-MB-468,16.11111111111111,2484,1505,1145,1145,RARA,0.9362122509983938
1503.0,2.0,1.7911011570112316,1505.0,4.0,48.61929056940881,MDA-MB-468,16.11111111111111,2484,1505,1218,1218,RXRG,17.71131057594949
1503.0,2.0,1.7911011570112316,1505.0,4.0,48.61929056940881,MDA-MB-468,16.11111111111111,2484,1505,1216,1216,RXRA,15.68763212985686
1503.0,2.0,1.7911011570112316,1505.0,4.0,48.61929056940881,MDA-MB-468,16.11111111111111,2484,1505,1217,1217,RXRB,14.284135612604068
1494.0,1.0,0.09959835751153308,1493.0,2.0,23.782650242977613,MDA-MB-468,10.444444444444445,2273,1493,821,821,MAPT,0.32458601579070706
1494.0,1.0,0.09959835751153308,1493.0,2.0,23.782650242977613,MDA-MB-468,10.444444444444445,2273,1493,118,118,BCL2,23.458064227186906
1503.0,2.0,1.7911011570112316,1499.0,2.0,11.885199263588929,MDA-MB-468,10.0,2537,1499,401,401,ESR1,10.789849637684563
1503.0,2.0,1.7911011570112316,1499.0,2.0,11.885199263588929,MDA-MB-468,10.0,2537,1499,980,980,PGR,1.095349625904365
1493.0,2.0,23.782650242977613,1495.0,1.0,10.789849637684563,MDA-MB-468,9.11111111111111,1800,1495,401,401,ESR1,10.789849637684563
1501.0,2.0,23.782650242977613,1491.0,2.0,0.2303189799961461,MDA-MB-468,8.333333333333334,1659,1491,1209,1209,RRM2B,0.13852626913680433
1501.0,2.0,23.782650242977613,1491.0,2.0,0.2303189799961461,MDA-MB-468,8.333333333333334,1659,1491,1208,1208,RRM2,0.09179271085934178
