DrugA_idx,DrugA_target_num,DrugA_target_att_sum,DrugB_idx,DrugB_target_num,DrugB_target_att_sum,Cell_idx,Score
Paclitaxel,2.0,2.47645309975521,Tretinoin,4.0,5.6042769603880505,UACC-257,10.11111111111111
Docetaxel,2.0,2.47645309975521,Tretinoin,4.0,5.6042769603880505,UACC-257,8.88888888888889
Docetaxel,2.0,2.47645309975521,Fulvestrant,1.0,1.2750030506806,UACC-257,5.666666666666667
Docetaxel,2.0,2.47645309975521,Paclitaxel,2.0,2.47645309975521,UACC-257,4.333333333333333
Paclitaxel,2.0,2.47645309975521,Sirolimus,2.0,6.2682536495262795,UACC-257,4.222222222222222
Romidepsin,3.0,0.982019730325259,Tretinoin,4.0,5.6042769603880505,UACC-257,3.555555555555556
Paclitaxel,2.0,2.47645309975521,Celecoxib,2.0,4.27472079117001,UACC-257,3.111111111111111
Romidepsin,3.0,0.982019730325259,Paclitaxel,2.0,2.47645309975521,UACC-257,3.111111111111111
Vorinostat,3.0,0.97255444341773,Tretinoin,4.0,5.6042769603880505,UACC-257,3.0
Everolimus,1.0,3.63616380250628,Paclitaxel,2.0,2.47645309975521,UACC-257,2.7777777777777777
Romidepsin,3.0,0.982019730325259,Docetaxel,2.0,2.47645309975521,UACC-257,2.6666666666666665
Docetaxel,2.0,2.47645309975521,Celecoxib,2.0,4.27472079117001,UACC-257,2.2222222222222223
Docetaxel,2.0,2.47645309975521,Nilotinib,2.0,5.912765793319999,UACC-257,2.111111111111111
Romidepsin,3.0,0.982019730325259,Sirolimus,2.0,6.2682536495262795,UACC-257,1.3333333333333333
Fulvestrant,1.0,1.2750030506806,Tretinoin,4.0,5.6042769603880505,UACC-257,1.2222222222222223
Mitotane,2.0,1.4067043679566,Tretinoin,4.0,5.6042769603880505,UACC-257,0.8888888888888888
Everolimus,1.0,3.63616380250628,Docetaxel,2.0,2.47645309975521,UACC-257,0.8888888888888888
Vorinostat,3.0,0.97255444341773,Docetaxel,2.0,2.47645309975521,UACC-257,0.6666666666666666
Fulvestrant,1.0,1.2750030506806,Dasatinib,12.0,25.309759880212468,UACC-257,0.5555555555555556
Dasatinib,12.0,25.309759880212468,Docetaxel,2.0,2.47645309975521,UACC-257,0.5555555555555556
Docetaxel,2.0,2.47645309975521,Sirolimus,2.0,6.2682536495262795,UACC-257,0.4444444444444444
Mitotane,2.0,1.4067043679566,Docetaxel,2.0,2.47645309975521,UACC-257,0.3333333333333333
Paclitaxel,2.0,2.47645309975521,Nilotinib,2.0,5.912765793319999,UACC-257,0.3333333333333333
Gefitinib,1.0,9.72361614094799,Lenalidomide,1.0,1.446177527604,UACC-257,0.1111111111111111
Megestrol acetate,1.0,0.131701317276,Gefitinib,1.0,9.72361614094799,UACC-257,0.0
Fulvestrant,1.0,1.2750030506806,Everolimus,1.0,3.63616380250628,UACC-257,0.0
Romidepsin,3.0,0.982019730325259,Nilotinib,2.0,5.912765793319999,UACC-257,-0.1111111111111111
Fulvestrant,1.0,1.2750030506806,Vorinostat,3.0,0.97255444341773,UACC-257,-0.3333333333333333
Tretinoin,4.0,5.6042769603880505,Celecoxib,2.0,4.27472079117001,UACC-257,-0.4444444444444444
Thalidomide,4.0,17.81719721272962,Tretinoin,4.0,5.6042769603880505,UACC-257,-0.6666666666666666
Dasatinib,12.0,25.309759880212468,Paclitaxel,2.0,2.47645309975521,UACC-257,-1.2222222222222223
Mitotane,2.0,1.4067043679566,Dasatinib,12.0,25.309759880212468,UACC-257,-1.2222222222222223
Dasatinib,12.0,25.309759880212468,Vorinostat,3.0,0.97255444341773,UACC-257,-1.3333333333333333
Nilotinib,2.0,5.912765793319999,Cladribine,2.0,0.03348084912,UACC-257,-1.4444444444444444
Dasatinib,12.0,25.309759880212468,Tretinoin,4.0,5.6042769603880505,UACC-257,-1.4444444444444444
Fulvestrant,1.0,1.2750030506806,Romidepsin,3.0,0.982019730325259,UACC-257,-1.5555555555555556
Nilotinib,2.0,5.912765793319999,Tretinoin,4.0,5.6042769603880505,UACC-257,-1.6666666666666667
Romidepsin,3.0,0.982019730325259,Cladribine,2.0,0.03348084912,UACC-257,-1.7777777777777777
Tretinoin,4.0,5.6042769603880505,Cladribine,2.0,0.03348084912,UACC-257,-1.8888888888888888
Nilotinib,2.0,5.912765793319999,Celecoxib,2.0,4.27472079117001,UACC-257,-2.0
Nilotinib,2.0,5.912765793319999,Mitotane,2.0,1.4067043679566,UACC-257,-2.0
Cladribine,2.0,0.03348084912,Celecoxib,2.0,4.27472079117001,UACC-257,-2.4444444444444446
Vorinostat,3.0,0.97255444341773,Romidepsin,3.0,0.982019730325259,UACC-257,-2.555555555555556
Fulvestrant,1.0,1.2750030506806,Paclitaxel,2.0,2.47645309975521,UACC-257,-2.555555555555556
Vorinostat,3.0,0.97255444341773,Cladribine,2.0,0.03348084912,UACC-257,-3.111111111111111
Sirolimus,2.0,6.2682536495262795,Tretinoin,4.0,5.6042769603880505,UACC-257,-3.111111111111111
Thalidomide,4.0,17.81719721272962,Mitotane,2.0,1.4067043679566,UACC-257,-3.111111111111111
Vorinostat,3.0,0.97255444341773,Sirolimus,2.0,6.2682536495262795,UACC-257,-3.4444444444444446
Dasatinib,12.0,25.309759880212468,Romidepsin,3.0,0.982019730325259,UACC-257,-3.4444444444444446
Everolimus,1.0,3.63616380250628,Cladribine,2.0,0.03348084912,UACC-257,-3.555555555555556
Fulvestrant,1.0,1.2750030506806,Sirolimus,2.0,6.2682536495262795,UACC-257,-4.0
Dasatinib,12.0,25.309759880212468,Celecoxib,2.0,4.27472079117001,UACC-257,-4.111111111111111
Docetaxel,2.0,2.47645309975521,Cladribine,2.0,0.03348084912,UACC-257,-4.111111111111111
Sirolimus,2.0,6.2682536495262795,Cladribine,2.0,0.03348084912,UACC-257,-4.222222222222222
Fulvestrant,1.0,1.2750030506806,Nilotinib,2.0,5.912765793319999,UACC-257,-4.444444444444445
Thalidomide,4.0,17.81719721272962,Paclitaxel,2.0,2.47645309975521,UACC-257,-4.444444444444445
