DrugA_idx,DrugA_target_num,DrugA_target_idfatt_sum,DrugB_idx,DrugB_target_num,DrugB_target_idfatt_sum,Cell_idx,Score
Sirolimus,1.0,3.7554553058043827,Mitotane,1.0,21.77669566615273,EKVX,6.333333333333333
Mitotane,1.0,21.77669566615273,Tretinoin,0.0,0.0,EKVX,3.6666666666666665
Fulvestrant,1.0,21.77669566615273,Tretinoin,0.0,0.0,EKVX,3.333333333333333
Mitotane,1.0,21.77669566615273,Everolimus,0.0,0.0,EKVX,3.2222222222222223
Thalidomide,1.0,3.9355507342928924,Tretinoin,0.0,0.0,EKVX,1.7777777777777777
Thalidomide,1.0,3.9355507342928924,Mitotane,1.0,21.77669566615273,EKVX,1.5555555555555556
Tretinoin,0.0,0.0,Celecoxib,0.0,0.0,EKVX,1.3333333333333333
Sirolimus,1.0,3.7554553058043827,Tretinoin,0.0,0.0,EKVX,1.1111111111111112
Thalidomide,1.0,3.9355507342928924,Sirolimus,1.0,3.7554553058043827,EKVX,0.8888888888888888
Fulvestrant,1.0,21.77669566615273,Vorinostat,3.0,13.17800591609262,EKVX,0.5555555555555556
Megestrol acetate,0.0,0.0,Gefitinib,1.0,0.0,EKVX,0.3333333333333333
Sirolimus,1.0,3.7554553058043827,Celecoxib,0.0,0.0,EKVX,0.0
Sirolimus,1.0,3.7554553058043827,Nilotinib,2.0,7.261212558553922,EKVX,0.0
Nilotinib,2.0,7.261212558553922,Mitotane,1.0,21.77669566615273,EKVX,-0.7777777777777778
Fulvestrant,1.0,21.77669566615273,Sirolimus,1.0,3.7554553058043827,EKVX,-2.0
Fulvestrant,1.0,21.77669566615273,Romidepsin,3.0,13.178005748765212,EKVX,-2.0
Fulvestrant,1.0,21.77669566615273,Dasatinib,10.0,18.145451329282977,EKVX,-2.111111111111111
Gefitinib,1.0,0.0,Lenalidomide,0.0,0.0,EKVX,-2.111111111111111
Sirolimus,1.0,3.7554553058043827,Cladribine,0.0,0.0,EKVX,-2.2222222222222223
Fulvestrant,1.0,21.77669566615273,Paclitaxel,2.0,2.7022610216894325,EKVX,-2.333333333333333
Thalidomide,1.0,3.9355507342928924,Paclitaxel,2.0,2.7022610216894325,EKVX,-2.7777777777777777
Fulvestrant,1.0,21.77669566615273,Cladribine,0.0,0.0,EKVX,-3.555555555555556
Mitotane,1.0,21.77669566615273,Sirolimus,1.0,3.7554553058043827,EKVX,-4.111111111111111
Nilotinib,2.0,7.261212558553922,Tretinoin,0.0,0.0,EKVX,-4.555555555555555
Mitotane,1.0,21.77669566615273,Docetaxel,2.0,2.7022610216894325,EKVX,-4.555555555555555
Megestrol acetate,0.0,0.0,Lenalidomide,0.0,0.0,EKVX,-4.888888888888889
Tretinoin,0.0,0.0,Cladribine,0.0,0.0,EKVX,-5.0
Mitotane,1.0,21.77669566615273,Nilotinib,2.0,7.261212558553922,EKVX,-5.0
Fulvestrant,1.0,21.77669566615273,Nilotinib,2.0,7.261212558553922,EKVX,-5.333333333333333
Fulvestrant,1.0,21.77669566615273,Celecoxib,0.0,0.0,EKVX,-5.444444444444445
Mitotane,1.0,21.77669566615273,Celecoxib,0.0,0.0,EKVX,-6.333333333333333
Nilotinib,2.0,7.261212558553922,Cladribine,0.0,0.0,EKVX,-6.666666666666667
Fulvestrant,1.0,21.77669566615273,Everolimus,0.0,0.0,EKVX,-6.888888888888889
Mitotane,1.0,21.77669566615273,Dasatinib,10.0,18.145451329282977,EKVX,-7.666666666666667
Mitotane,1.0,21.77669566615273,Cladribine,0.0,0.0,EKVX,-7.777777777777778
Thalidomide,1.0,3.9355507342928924,Docetaxel,2.0,2.7022610216894325,EKVX,-9.11111111111111
Nilotinib,2.0,7.261212558553922,Celecoxib,0.0,0.0,EKVX,-10.0
Cladribine,0.0,0.0,Celecoxib,0.0,0.0,EKVX,-10.666666666666666
Thalidomide,1.0,3.9355507342928924,Cladribine,0.0,0.0,EKVX,-14.77777777777778
