DrugA_idx,DrugA_target_num,DrugA_target_att_sum,DrugB_idx,DrugB_target_num,DrugB_target_att_sum,Cell_idx,Score,index1,Drug,Target,node_num,node_name,node_type,att_deg
1501.0,1.0,0.691409588,1505.0,0.0,0.0,SF-268,19.88888888888889,801,1505,1217,,,,
1501.0,1.0,0.691409588,1505.0,0.0,0.0,SF-268,19.88888888888889,801,1505,1145,,,,
1501.0,1.0,0.691409588,1505.0,0.0,0.0,SF-268,19.88888888888889,801,1505,1216,,,,
1501.0,1.0,0.691409588,1505.0,0.0,0.0,SF-268,19.88888888888889,801,1505,1218,,,,
1495.0,0.0,0.0,1494.0,1.0,1.881162544,SF-268,14.666666666666666,1469,1494,858,858.0,MTOR,gene,1.881162544
1501.0,1.0,0.691409588,1490.0,2.0,0.755659104,SF-268,12.555555555555555,17,1490,965,965.0,PDPK1,gene,0.334311434
1501.0,1.0,0.691409588,1490.0,2.0,0.755659104,SF-268,12.555555555555555,17,1490,1106,1106.0,PTGS2,gene,0.42134767
1499.0,0.0,0.0,1493.0,1.0,0.691409588,SF-268,10.666666666666666,1796,1493,118,118.0,BCL2,gene,0.691409588
1499.0,0.0,0.0,1493.0,1.0,0.691409588,SF-268,10.666666666666666,1796,1493,821,,,,
1502.0,0.0,0.0,1501.0,1.0,0.691409588,SF-268,5.222222222222222,1091,1501,118,118.0,BCL2,gene,0.691409588
1502.0,0.0,0.0,1501.0,1.0,0.691409588,SF-268,5.222222222222222,1091,1501,821,,,,
1494.0,1.0,1.881162544,1501.0,1.0,0.691409588,SF-268,3.6666666666666665,2610,1501,118,118.0,BCL2,gene,0.691409588
1494.0,1.0,1.881162544,1501.0,1.0,0.691409588,SF-268,3.6666666666666665,2610,1501,821,,,,
1493.0,1.0,0.691409588,1505.0,0.0,0.0,SF-268,2.6666666666666665,1729,1505,1217,,,,
1493.0,1.0,0.691409588,1505.0,0.0,0.0,SF-268,2.6666666666666665,1729,1505,1218,,,,
1493.0,1.0,0.691409588,1505.0,0.0,0.0,SF-268,2.6666666666666665,1729,1505,1145,,,,
1493.0,1.0,0.691409588,1505.0,0.0,0.0,SF-268,2.6666666666666665,1729,1505,1216,,,,
1496.0,1.0,2.006335204,1497.0,1.0,0.42134767,SF-268,2.4444444444444446,170,1497,1106,1106.0,PTGS2,gene,0.42134767
1493.0,1.0,0.691409588,1490.0,2.0,0.755659104,SF-268,2.2222222222222223,1187,1490,1106,1106.0,PTGS2,gene,0.42134767
1493.0,1.0,0.691409588,1490.0,2.0,0.755659104,SF-268,2.2222222222222223,1187,1490,965,965.0,PDPK1,gene,0.334311434
1504.0,4.0,5.78569943,1493.0,1.0,0.691409588,SF-268,2.2222222222222223,1857,1493,118,118.0,BCL2,gene,0.691409588
1504.0,4.0,5.78569943,1493.0,1.0,0.691409588,SF-268,2.2222222222222223,1857,1493,821,,,,
