DrugA_idx,DrugA_target_num,DrugA_target_idfatt_sum,DrugB_idx,DrugB_target_num,DrugB_target_idfatt_sum,Cell_idx,Score,index1,Drug,Target,node_num,node_name,att_deg
1501.0,2.0,0.0,1505.0,0.0,0.0,SNB-75,33.0,741,1505,1216,,,
1501.0,2.0,0.0,1505.0,0.0,0.0,SNB-75,33.0,741,1505,1217,,,
1501.0,2.0,0.0,1505.0,0.0,0.0,SNB-75,33.0,741,1505,1218,,,
1501.0,2.0,0.0,1505.0,0.0,0.0,SNB-75,33.0,741,1505,1145,,,
1501.0,2.0,0.0,1490.0,0.0,0.0,SNB-75,25.11111111111111,2385,1490,1106,,,
1501.0,2.0,0.0,1490.0,0.0,0.0,SNB-75,25.11111111111111,2385,1490,965,,,
1493.0,2.0,0.0,1505.0,0.0,0.0,SNB-75,23.0,1467,1505,1145,,,
1493.0,2.0,0.0,1505.0,0.0,0.0,SNB-75,23.0,1467,1505,1216,,,
1493.0,2.0,0.0,1505.0,0.0,0.0,SNB-75,23.0,1467,1505,1218,,,
1493.0,2.0,0.0,1505.0,0.0,0.0,SNB-75,23.0,1467,1505,1217,,,
1493.0,2.0,0.0,1490.0,0.0,0.0,SNB-75,19.444444444444443,2309,1490,1106,,,
1493.0,2.0,0.0,1490.0,0.0,0.0,SNB-75,19.444444444444443,2309,1490,965,,,
1499.0,1.0,0.36823024146587335,1494.0,0.0,0.0,SNB-75,18.444444444444443,1547,1494,858,,,
1501.0,2.0,0.0,1500.0,2.0,6.017830481063839,SNB-75,15.666666666666666,719,1500,707,707.0,RPS6KA2,6.017830481063839
1501.0,2.0,0.0,1500.0,2.0,6.017830481063839,SNB-75,15.666666666666666,719,1500,1,1.0,ABL1,0.0
1495.0,1.0,0.36823024146587335,1494.0,0.0,0.0,SNB-75,12.88888888888889,1247,1494,858,,,
1493.0,2.0,0.0,1500.0,2.0,6.017830481063839,SNB-75,9.444444444444445,1490,1500,707,707.0,RPS6KA2,6.017830481063839
1493.0,2.0,0.0,1500.0,2.0,6.017830481063839,SNB-75,9.444444444444445,1490,1500,1,1.0,ABL1,0.0
1492.0,10.0,19.607786075705324,1490.0,0.0,0.0,SNB-75,8.555555555555555,88,1490,1106,,,
1492.0,10.0,19.607786075705324,1490.0,0.0,0.0,SNB-75,8.555555555555555,88,1490,965,,,
1503.0,1.0,0.0,1490.0,0.0,0.0,SNB-75,6.333333333333333,157,1490,965,,,
1503.0,1.0,0.0,1490.0,0.0,0.0,SNB-75,6.333333333333333,157,1490,1106,,,
1495.0,1.0,0.36823024146587335,1492.0,10.0,19.607786075705324,SNB-75,6.222222222222222,474,1492,2,2.0,ABL2,0.0
1495.0,1.0,0.36823024146587335,1492.0,10.0,19.607786075705324,SNB-75,6.222222222222222,474,1492,1,1.0,ABL1,0.0
1495.0,1.0,0.36823024146587335,1492.0,10.0,19.607786075705324,SNB-75,6.222222222222222,474,1492,737,737.0,SOCS2,7.138079165019674
1495.0,1.0,0.36823024146587335,1492.0,10.0,19.607786075705324,SNB-75,6.222222222222222,474,1492,442,442.0,LIF,0.0
1495.0,1.0,0.36823024146587335,1492.0,10.0,19.607786075705324,SNB-75,6.222222222222222,474,1492,774,774.0,TEK,0.0
1495.0,1.0,0.36823024146587335,1492.0,10.0,19.607786075705324,SNB-75,6.222222222222222,474,1492,468,468.0,MAP3K8,0.0
1495.0,1.0,0.36823024146587335,1492.0,10.0,19.607786075705324,SNB-75,6.222222222222222,474,1492,806,806.0,VAV3,0.06751205295510218
1495.0,1.0,0.36823024146587335,1492.0,10.0,19.607786075705324,SNB-75,6.222222222222222,474,1492,394,394.0,ITGA3,3.907687320100913
1495.0,1.0,0.36823024146587335,1492.0,10.0,19.607786075705324,SNB-75,6.222222222222222,474,1492,1314,,,
1495.0,1.0,0.36823024146587335,1492.0,10.0,19.607786075705324,SNB-75,6.222222222222222,474,1492,1325,,,
1495.0,1.0,0.36823024146587335,1492.0,10.0,19.607786075705324,SNB-75,6.222222222222222,474,1492,707,707.0,RPS6KA2,6.017830481063839
1495.0,1.0,0.36823024146587335,1492.0,10.0,19.607786075705324,SNB-75,6.222222222222222,474,1492,599,599.0,PLCD1,2.4766770565657956
1494.0,0.0,0.0,1501.0,2.0,0.0,SNB-75,5.333333333333333,1841,1501,118,118.0,CNTFR,0.0
1494.0,0.0,0.0,1501.0,2.0,0.0,SNB-75,5.333333333333333,1841,1501,821,821.0,WNT3,0.0
1493.0,2.0,0.0,1495.0,1.0,0.36823024146587335,SNB-75,5.0,2084,1495,401,401.0,ITGB1,0.36823024146587335
1501.0,2.0,0.0,1503.0,1.0,0.0,SNB-75,4.888888888888889,2134,1503,429,429.0,LAMB3,0.0
1501.0,2.0,0.0,1503.0,1.0,0.0,SNB-75,4.888888888888889,2134,1503,858,,,
1492.0,10.0,19.607786075705324,1501.0,2.0,0.0,SNB-75,4.444444444444445,1129,1501,821,821.0,WNT3,0.0
1492.0,10.0,19.607786075705324,1501.0,2.0,0.0,SNB-75,4.444444444444445,1129,1501,118,118.0,CNTFR,0.0
1492.0,10.0,19.607786075705324,1503.0,1.0,0.0,SNB-75,4.333333333333333,784,1503,429,429.0,LAMB3,0.0
1492.0,10.0,19.607786075705324,1503.0,1.0,0.0,SNB-75,4.333333333333333,784,1503,858,,,
1495.0,1.0,0.36823024146587335,1502.0,3.0,13.331927552337055,SNB-75,4.0,232,1502,566,566.0,PFN2,4.4523960056865794
1495.0,1.0,0.36823024146587335,1502.0,3.0,13.331927552337055,SNB-75,4.0,232,1502,568,568.0,PFN4,4.462065521826451
1495.0,1.0,0.36823024146587335,1502.0,3.0,13.331927552337055,SNB-75,4.0,232,1502,565,565.0,PFN1,4.417466024824025
1492.0,10.0,19.607786075705324,1493.0,2.0,0.0,SNB-75,3.555555555555556,226,1493,821,821.0,WNT3,0.0
1492.0,10.0,19.607786075705324,1493.0,2.0,0.0,SNB-75,3.555555555555556,226,1493,118,118.0,CNTFR,0.0
1499.0,1.0,0.36823024146587335,1492.0,10.0,19.607786075705324,SNB-75,3.333333333333333,8,1492,442,442.0,LIF,0.0
1499.0,1.0,0.36823024146587335,1492.0,10.0,19.607786075705324,SNB-75,3.333333333333333,8,1492,394,394.0,ITGA3,3.907687320100913
1499.0,1.0,0.36823024146587335,1492.0,10.0,19.607786075705324,SNB-75,3.333333333333333,8,1492,2,2.0,ABL2,0.0
1499.0,1.0,0.36823024146587335,1492.0,10.0,19.607786075705324,SNB-75,3.333333333333333,8,1492,1314,,,
1499.0,1.0,0.36823024146587335,1492.0,10.0,19.607786075705324,SNB-75,3.333333333333333,8,1492,1,1.0,ABL1,0.0
1499.0,1.0,0.36823024146587335,1492.0,10.0,19.607786075705324,SNB-75,3.333333333333333,8,1492,468,468.0,MAP3K8,0.0
1499.0,1.0,0.36823024146587335,1492.0,10.0,19.607786075705324,SNB-75,3.333333333333333,8,1492,806,806.0,VAV3,0.06751205295510218
1501.0,2.0,0.0,1491.0,0.0,0.0,SNB-75,3.333333333333333,1455,1491,1208,,,
1501.0,2.0,0.0,1491.0,0.0,0.0,SNB-75,3.333333333333333,1455,1491,1209,,,
1499.0,1.0,0.36823024146587335,1492.0,10.0,19.607786075705324,SNB-75,3.333333333333333,8,1492,1325,,,
1499.0,1.0,0.36823024146587335,1492.0,10.0,19.607786075705324,SNB-75,3.333333333333333,8,1492,774,774.0,TEK,0.0
1499.0,1.0,0.36823024146587335,1492.0,10.0,19.607786075705324,SNB-75,3.333333333333333,8,1492,737,737.0,SOCS2,7.138079165019674
1499.0,1.0,0.36823024146587335,1492.0,10.0,19.607786075705324,SNB-75,3.333333333333333,8,1492,707,707.0,RPS6KA2,6.017830481063839
1499.0,1.0,0.36823024146587335,1492.0,10.0,19.607786075705324,SNB-75,3.333333333333333,8,1492,599,599.0,PLCD1,2.4766770565657956
1494.0,0.0,0.0,1505.0,0.0,0.0,SNB-75,2.4444444444444446,1073,1505,1216,,,
1494.0,0.0,0.0,1505.0,0.0,0.0,SNB-75,2.4444444444444446,1073,1505,1145,,,
1494.0,0.0,0.0,1505.0,0.0,0.0,SNB-75,2.4444444444444446,1073,1505,1217,,,
1494.0,0.0,0.0,1505.0,0.0,0.0,SNB-75,2.4444444444444446,1073,1505,1218,,,
1502.0,3.0,13.331927552337055,1505.0,0.0,0.0,SNB-75,1.6666666666666667,1234,1505,1217,,,
1502.0,3.0,13.331927552337055,1505.0,0.0,0.0,SNB-75,1.6666666666666667,1234,1505,1216,,,
1502.0,3.0,13.331927552337055,1505.0,0.0,0.0,SNB-75,1.6666666666666667,1234,1505,1218,,,
1502.0,3.0,13.331927552337055,1505.0,0.0,0.0,SNB-75,1.6666666666666667,1234,1505,1145,,,
1503.0,1.0,0.0,1505.0,0.0,0.0,SNB-75,1.5555555555555556,1473,1505,1216,,,
1503.0,1.0,0.0,1505.0,0.0,0.0,SNB-75,1.5555555555555556,1473,1505,1145,,,
1503.0,1.0,0.0,1505.0,0.0,0.0,SNB-75,1.5555555555555556,1473,1505,1218,,,
1503.0,1.0,0.0,1505.0,0.0,0.0,SNB-75,1.5555555555555556,1473,1505,1217,,,
1502.0,3.0,13.331927552337055,1491.0,0.0,0.0,SNB-75,1.3333333333333333,1015,1491,1209,,,
1502.0,3.0,13.331927552337055,1491.0,0.0,0.0,SNB-75,1.3333333333333333,1015,1491,1208,,,
1494.0,0.0,0.0,1490.0,0.0,0.0,SNB-75,0.4444444444444444,1851,1490,965,,,
1494.0,0.0,0.0,1490.0,0.0,0.0,SNB-75,0.4444444444444444,1851,1490,1106,,,
1493.0,2.0,0.0,1491.0,0.0,0.0,SNB-75,0.0,54,1491,1208,,,
1493.0,2.0,0.0,1491.0,0.0,0.0,SNB-75,0.0,54,1491,1209,,,
1502.0,3.0,13.331927552337055,1503.0,1.0,0.0,SNB-75,-0.2222222222222222,909,1503,429,429.0,LAMB3,0.0
1502.0,3.0,13.331927552337055,1503.0,1.0,0.0,SNB-75,-0.2222222222222222,909,1503,858,,,
1505.0,0.0,0.0,1491.0,0.0,0.0,SNB-75,-0.2222222222222222,1727,1491,1208,,,
1505.0,0.0,0.0,1491.0,0.0,0.0,SNB-75,-0.2222222222222222,1727,1491,1209,,,
1503.0,1.0,0.0,1499.0,1.0,0.36823024146587335,SNB-75,-0.3333333333333333,782,1499,980,,,
1503.0,1.0,0.0,1499.0,1.0,0.36823024146587335,SNB-75,-0.3333333333333333,782,1499,401,401.0,ITGB1,0.36823024146587335
1493.0,2.0,0.0,1501.0,2.0,0.0,SNB-75,-0.7777777777777778,441,1501,118,118.0,CNTFR,0.0
1493.0,2.0,0.0,1501.0,2.0,0.0,SNB-75,-0.7777777777777778,441,1501,821,821.0,WNT3,0.0
1495.0,1.0,0.36823024146587335,1505.0,0.0,0.0,SNB-75,-0.8888888888888888,1447,1505,1216,,,
1495.0,1.0,0.36823024146587335,1505.0,0.0,0.0,SNB-75,-0.8888888888888888,1447,1505,1218,,,
