DrugA_idx,DrugA_target_num,DrugA_target_idfatt_sum,DrugB_idx,DrugB_target_num,DrugB_target_idfatt_sum,Cell_idx,Score
Paclitaxel,2.0,0.0,Tretinoin,0.0,0.0,MDA-MB-468,32.55555555555556
Fulvestrant,1.0,0.0,Everolimus,0.0,0.0,MDA-MB-468,28.444444444444443
Paclitaxel,2.0,0.0,Celecoxib,0.0,0.0,MDA-MB-468,27.88888888888889
Paclitaxel,2.0,0.0,Nilotinib,2.0,8.587375051149849,MDA-MB-468,27.77777777777778
Docetaxel,2.0,0.0,Tretinoin,0.0,0.0,MDA-MB-468,24.77777777777778
Sirolimus,1.0,0.0,Celecoxib,0.0,0.0,MDA-MB-468,20.11111111111111
Docetaxel,2.0,0.0,Celecoxib,0.0,0.0,MDA-MB-468,18.666666666666668
Sirolimus,1.0,0.0,Tretinoin,0.0,0.0,MDA-MB-468,16.11111111111111
Everolimus,0.0,0.0,Docetaxel,2.0,0.0,MDA-MB-468,10.444444444444445
Sirolimus,1.0,0.0,Mitotane,1.0,0.0,MDA-MB-468,10.0
Docetaxel,2.0,0.0,Fulvestrant,1.0,0.0,MDA-MB-468,9.11111111111111
Paclitaxel,2.0,0.0,Cladribine,0.0,0.0,MDA-MB-468,8.333333333333334
Docetaxel,2.0,0.0,Nilotinib,2.0,8.587375051149849,MDA-MB-468,8.222222222222221
Everolimus,0.0,0.0,Paclitaxel,2.0,0.0,MDA-MB-468,8.222222222222221
Mitotane,1.0,0.0,Docetaxel,2.0,0.0,MDA-MB-468,7.666666666666667
Thalidomide,1.0,3.9355507342928924,Docetaxel,2.0,0.0,MDA-MB-468,7.444444444444445
Thalidomide,1.0,3.9355507342928924,Sirolimus,1.0,0.0,MDA-MB-468,6.333333333333333
Vorinostat,3.0,13.284514093614618,Romidepsin,3.0,13.284514093614618,MDA-MB-468,5.333333333333333
Megestrol acetate,0.0,0.0,Gefitinib,1.0,0.0,MDA-MB-468,5.333333333333333
Dasatinib,10.0,14.145605016035475,Sirolimus,1.0,0.0,MDA-MB-468,4.222222222222222
Docetaxel,2.0,0.0,Paclitaxel,2.0,0.0,MDA-MB-468,4.0
Fulvestrant,1.0,0.0,Tretinoin,0.0,0.0,MDA-MB-468,3.7777777777777777
Everolimus,0.0,0.0,Celecoxib,0.0,0.0,MDA-MB-468,3.111111111111111
Everolimus,0.0,0.0,Romidepsin,3.0,13.284514093614618,MDA-MB-468,2.7777777777777777
Everolimus,0.0,0.0,Tretinoin,0.0,0.0,MDA-MB-468,2.6666666666666665
Romidepsin,3.0,13.284514093614618,Celecoxib,0.0,0.0,MDA-MB-468,2.4444444444444446
Mitotane,1.0,0.0,Nilotinib,2.0,8.587375051149849,MDA-MB-468,2.4444444444444446
Vorinostat,3.0,13.284514093614618,Tretinoin,0.0,0.0,MDA-MB-468,2.2222222222222223
Thalidomide,1.0,3.9355507342928924,Mitotane,1.0,0.0,MDA-MB-468,2.111111111111111
Everolimus,0.0,0.0,Sirolimus,1.0,0.0,MDA-MB-468,2.0
Everolimus,0.0,0.0,Dasatinib,10.0,14.145605016035475,MDA-MB-468,1.8888888888888888
Paclitaxel,2.0,0.0,Sirolimus,1.0,0.0,MDA-MB-468,1.5555555555555556
Nilotinib,2.0,8.587375051149849,Tretinoin,0.0,0.0,MDA-MB-468,1.4444444444444444
Sirolimus,1.0,0.0,Nilotinib,2.0,8.587375051149849,MDA-MB-468,1.4444444444444444
Everolimus,0.0,0.0,Cladribine,0.0,0.0,MDA-MB-468,1.2222222222222223
Romidepsin,3.0,13.284514093614618,Sirolimus,1.0,0.0,MDA-MB-468,0.8888888888888888
Gefitinib,1.0,0.0,Lenalidomide,0.0,0.0,MDA-MB-468,0.5555555555555556
Mitotane,1.0,0.0,Dasatinib,10.0,14.145605016035475,MDA-MB-468,-0.1111111111111111
Thalidomide,1.0,3.9355507342928924,Tretinoin,0.0,0.0,MDA-MB-468,-0.1111111111111111
Docetaxel,2.0,0.0,Sirolimus,1.0,0.0,MDA-MB-468,-0.2222222222222222
