DrugA_idx,DrugA_target_num,DrugA_target_idfatt_sum,DrugB_idx,DrugB_target_num,DrugB_target_idfatt_sum,Cell_idx,Score
Fulvestrant,1.0,0.3593229559829356,Everolimus,0.0,0.0,SK-MEL-28,19.55555555555556
Docetaxel,2.0,6.508827301897804,Fulvestrant,1.0,0.3593229559829356,SK-MEL-28,14.88888888888889
Docetaxel,2.0,6.508827301897804,Celecoxib,0.0,0.0,SK-MEL-28,14.22222222222222
Mitotane,1.0,0.3593229559829356,Everolimus,0.0,0.0,SK-MEL-28,14.11111111111111
Docetaxel,2.0,6.508827301897804,Tretinoin,0.0,0.0,SK-MEL-28,13.666666666666666
Paclitaxel,2.0,6.508827301897804,Sirolimus,1.0,0.0,SK-MEL-28,4.666666666666667
Romidepsin,3.0,12.674369817177743,Docetaxel,2.0,6.508827301897804,SK-MEL-28,4.444444444444445
Fulvestrant,1.0,0.3593229559829356,Cladribine,0.0,0.0,SK-MEL-28,4.444444444444445
Romidepsin,3.0,12.674369817177743,Cladribine,0.0,0.0,SK-MEL-28,4.333333333333333
Romidepsin,3.0,12.674369817177743,Sirolimus,1.0,0.0,SK-MEL-28,4.222222222222222
Fulvestrant,1.0,0.3593229559829356,Romidepsin,3.0,12.674369817177743,SK-MEL-28,4.222222222222222
Dasatinib,10.0,6.268696731141583,Paclitaxel,2.0,6.508827301897804,SK-MEL-28,4.0
Megestrol acetate,0.0,0.0,Gefitinib,1.0,0.0,SK-MEL-28,3.7777777777777777
Fulvestrant,1.0,0.3593229559829356,Dasatinib,10.0,6.268696731141583,SK-MEL-28,3.6666666666666665
Mitotane,1.0,0.3593229559829356,Docetaxel,2.0,6.508827301897804,SK-MEL-28,3.2222222222222223
Mitotane,1.0,0.3593229559829356,Tretinoin,0.0,0.0,SK-MEL-28,3.0
Paclitaxel,2.0,6.508827301897804,Celecoxib,0.0,0.0,SK-MEL-28,2.4444444444444446
Paclitaxel,2.0,6.508827301897804,Tretinoin,0.0,0.0,SK-MEL-28,2.4444444444444446
Fulvestrant,1.0,0.3593229559829356,Vorinostat,3.0,12.674370151832555,SK-MEL-28,2.333333333333333
Romidepsin,3.0,12.674369817177743,Paclitaxel,2.0,6.508827301897804,SK-MEL-28,1.4444444444444444
Fulvestrant,1.0,0.3593229559829356,Paclitaxel,2.0,6.508827301897804,SK-MEL-28,1.4444444444444444
Vorinostat,3.0,12.674370151832555,Romidepsin,3.0,12.674369817177743,SK-MEL-28,1.2222222222222223
Thalidomide,1.0,0.0,Mitotane,1.0,0.3593229559829356,SK-MEL-28,0.8888888888888888
Dasatinib,10.0,6.268696731141583,Sirolimus,1.0,0.0,SK-MEL-28,0.3333333333333333
Thalidomide,1.0,0.0,Paclitaxel,2.0,6.508827301897804,SK-MEL-28,0.3333333333333333
Docetaxel,2.0,6.508827301897804,Paclitaxel,2.0,6.508827301897804,SK-MEL-28,0.3333333333333333
Fulvestrant,1.0,0.3593229559829356,Nilotinib,2.0,0.0,SK-MEL-28,0.2222222222222222
Thalidomide,1.0,0.0,Docetaxel,2.0,6.508827301897804,SK-MEL-28,0.0
Fulvestrant,1.0,0.3593229559829356,Tretinoin,0.0,0.0,SK-MEL-28,-0.4444444444444444
Dasatinib,10.0,6.268696731141583,Docetaxel,2.0,6.508827301897804,SK-MEL-28,-0.4444444444444444
Thalidomide,1.0,0.0,Sirolimus,1.0,0.0,SK-MEL-28,-1.2222222222222223
Thalidomide,1.0,0.0,Cladribine,0.0,0.0,SK-MEL-28,-1.2222222222222223
Everolimus,0.0,0.0,Docetaxel,2.0,6.508827301897804,SK-MEL-28,-1.3333333333333333
Docetaxel,2.0,6.508827301897804,Sirolimus,1.0,0.0,SK-MEL-28,-1.6666666666666667
Everolimus,0.0,0.0,Paclitaxel,2.0,6.508827301897804,SK-MEL-28,-1.6666666666666667
Mitotane,1.0,0.3593229559829356,Dasatinib,10.0,6.268696731141583,SK-MEL-28,-1.6666666666666667
Vorinostat,3.0,12.674370151832555,Cladribine,0.0,0.0,SK-MEL-28,-1.6666666666666667
Gefitinib,1.0,0.0,Lenalidomide,0.0,0.0,SK-MEL-28,-2.4444444444444446
Everolimus,0.0,0.0,Romidepsin,3.0,12.674369817177743,SK-MEL-28,-3.333333333333333
Fulvestrant,1.0,0.3593229559829356,Sirolimus,1.0,0.0,SK-MEL-28,-3.555555555555556
Romidepsin,3.0,12.674369817177743,Celecoxib,0.0,0.0,SK-MEL-28,-3.6666666666666665
Vorinostat,3.0,12.674370151832555,Docetaxel,2.0,6.508827301897804,SK-MEL-28,-3.7777777777777777
Docetaxel,2.0,6.508827301897804,Cladribine,0.0,0.0,SK-MEL-28,-3.888888888888889
Vorinostat,3.0,12.674370151832555,Paclitaxel,2.0,6.508827301897804,SK-MEL-28,-4.0
Mitotane,1.0,0.3593229559829356,Nilotinib,2.0,0.0,SK-MEL-28,-4.0
Dasatinib,10.0,6.268696731141583,Vorinostat,3.0,12.674370151832555,SK-MEL-28,-4.222222222222222
Megestrol acetate,0.0,0.0,Lenalidomide,0.0,0.0,SK-MEL-28,-4.777777777777778
Romidepsin,3.0,12.674369817177743,Tretinoin,0.0,0.0,SK-MEL-28,-5.111111111111111
Cladribine,0.0,0.0,Celecoxib,0.0,0.0,SK-MEL-28,-5.111111111111111
Mitotane,1.0,0.3593229559829356,Cladribine,0.0,0.0,SK-MEL-28,-5.333333333333333
Tretinoin,0.0,0.0,Cladribine,0.0,0.0,SK-MEL-28,-6.111111111111111
Vorinostat,3.0,12.674370151832555,Tretinoin,0.0,0.0,SK-MEL-28,-6.888888888888889
Fulvestrant,1.0,0.3593229559829356,Celecoxib,0.0,0.0,SK-MEL-28,-6.888888888888889
Mitotane,1.0,0.3593229559829356,Sirolimus,1.0,0.0,SK-MEL-28,-7.0
Romidepsin,3.0,12.674369817177743,Nilotinib,2.0,0.0,SK-MEL-28,-7.777777777777778
Everolimus,0.0,0.0,Tretinoin,0.0,0.0,SK-MEL-28,-8.222222222222221
Everolimus,0.0,0.0,Sirolimus,1.0,0.0,SK-MEL-28,-8.333333333333334
Dasatinib,10.0,6.268696731141583,Tretinoin,0.0,0.0,SK-MEL-28,-8.444444444444445
Mitotane,1.0,0.3593229559829356,Celecoxib,0.0,0.0,SK-MEL-28,-9.0
Thalidomide,1.0,0.0,Tretinoin,0.0,0.0,SK-MEL-28,-9.11111111111111
Docetaxel,2.0,6.508827301897804,Nilotinib,2.0,0.0,SK-MEL-28,-9.444444444444445
Dasatinib,10.0,6.268696731141583,Cladribine,0.0,0.0,SK-MEL-28,-9.555555555555555
Dasatinib,10.0,6.268696731141583,Celecoxib,0.0,0.0,SK-MEL-28,-9.88888888888889
Tretinoin,0.0,0.0,Celecoxib,0.0,0.0,SK-MEL-28,-10.0
Everolimus,0.0,0.0,Dasatinib,10.0,6.268696731141583,SK-MEL-28,-10.0
Paclitaxel,2.0,6.508827301897804,Nilotinib,2.0,0.0,SK-MEL-28,-10.11111111111111
Paclitaxel,2.0,6.508827301897804,Cladribine,0.0,0.0,SK-MEL-28,-10.22222222222222
Dasatinib,10.0,6.268696731141583,Romidepsin,3.0,12.674369817177743,SK-MEL-28,-10.333333333333334
Everolimus,0.0,0.0,Vorinostat,3.0,12.674370151832555,SK-MEL-28,-13.333333333333334
Everolimus,0.0,0.0,Cladribine,0.0,0.0,SK-MEL-28,-14.333333333333334
Vorinostat,3.0,12.674370151832555,Celecoxib,0.0,0.0,SK-MEL-28,-15.77777777777778
Everolimus,0.0,0.0,Celecoxib,0.0,0.0,SK-MEL-28,-21.0
Vorinostat,3.0,12.674370151832555,Sirolimus,1.0,0.0,SK-MEL-28,-21.0
Dasatinib,10.0,6.268696731141583,Nilotinib,2.0,0.0,SK-MEL-28,-24.11111111111111
Vorinostat,3.0,12.674370151832555,Nilotinib,2.0,0.0,SK-MEL-28,-37.888888888888886
Everolimus,0.0,0.0,Nilotinib,2.0,0.0,SK-MEL-28,-41.333333333333336
