DrugA_idx,DrugA_target_num,DrugA_target_att_sum,DrugB_idx,DrugB_target_num,DrugB_target_att_sum,Cell_idx,Score,index1,Drug,Target,node_num,node_name,node_type,att_deg
1501.0,2.0,2.47645309975521,1505.0,4.0,5.6042769603880505,UACC-257,10.11111111111111,92,1501,118,118,BCL2,gene,2.43278730406801
1501.0,2.0,2.47645309975521,1505.0,4.0,5.6042769603880505,UACC-257,10.11111111111111,92,1501,821,821,MAPT,gene,0.0436657956872
1493.0,2.0,2.47645309975521,1505.0,4.0,5.6042769603880505,UACC-257,8.88888888888889,2347,1493,821,821,MAPT,gene,0.0436657956872
1493.0,2.0,2.47645309975521,1505.0,4.0,5.6042769603880505,UACC-257,8.88888888888889,2347,1493,118,118,BCL2,gene,2.43278730406801
1493.0,2.0,2.47645309975521,1495.0,1.0,1.2750030506806,UACC-257,5.666666666666667,382,1493,821,821,MAPT,gene,0.0436657956872
1493.0,2.0,2.47645309975521,1495.0,1.0,1.2750030506806,UACC-257,5.666666666666667,382,1493,118,118,BCL2,gene,2.43278730406801
1493.0,2.0,2.47645309975521,1501.0,2.0,2.47645309975521,UACC-257,4.333333333333333,2672,1493,118,118,BCL2,gene,2.43278730406801
1493.0,2.0,2.47645309975521,1501.0,2.0,2.47645309975521,UACC-257,4.333333333333333,2672,1493,821,821,MAPT,gene,0.0436657956872
1501.0,2.0,2.47645309975521,1503.0,2.0,6.2682536495262795,UACC-257,4.222222222222222,871,1501,118,118,BCL2,gene,2.43278730406801
1501.0,2.0,2.47645309975521,1503.0,2.0,6.2682536495262795,UACC-257,4.222222222222222,871,1501,821,821,MAPT,gene,0.0436657956872
1502.0,3.0,0.982019730325259,1505.0,4.0,5.6042769603880505,UACC-257,3.555555555555556,1089,1502,565,565,HDAC1,gene,0.41667670625017
1502.0,3.0,0.982019730325259,1505.0,4.0,5.6042769603880505,UACC-257,3.555555555555556,1089,1502,566,566,HDAC2,gene,0.435421626335089
1502.0,3.0,0.982019730325259,1505.0,4.0,5.6042769603880505,UACC-257,3.555555555555556,1089,1502,568,568,HDAC4,gene,0.12992139774
1501.0,2.0,2.47645309975521,1490.0,2.0,4.27472079117001,UACC-257,3.111111111111111,1456,1501,821,821,MAPT,gene,0.0436657956872
1501.0,2.0,2.47645309975521,1490.0,2.0,4.27472079117001,UACC-257,3.111111111111111,1456,1501,118,118,BCL2,gene,2.43278730406801
1502.0,3.0,0.982019730325259,1501.0,2.0,2.47645309975521,UACC-257,3.111111111111111,966,1502,565,565,HDAC1,gene,0.41667670625017
1502.0,3.0,0.982019730325259,1501.0,2.0,2.47645309975521,UACC-257,3.111111111111111,966,1502,566,566,HDAC2,gene,0.435421626335089
1502.0,3.0,0.982019730325259,1501.0,2.0,2.47645309975521,UACC-257,3.111111111111111,966,1502,568,568,HDAC4,gene,0.12992139774
1506.0,3.0,0.97255444341773,1505.0,4.0,5.6042769603880505,UACC-257,3.0,1938,1506,565,565,HDAC1,gene,0.41667670625017
1506.0,3.0,0.97255444341773,1505.0,4.0,5.6042769603880505,UACC-257,3.0,1938,1506,566,566,HDAC2,gene,0.435421626335089
1506.0,3.0,0.97255444341773,1505.0,4.0,5.6042769603880505,UACC-257,3.0,1938,1506,567,567,HDAC3,gene,0.120456110832471
1494.0,1.0,3.63616380250628,1501.0,2.0,2.47645309975521,UACC-257,2.7777777777777777,2582,1494,858,858,MTOR,gene,3.63616380250628
1502.0,3.0,0.982019730325259,1493.0,2.0,2.47645309975521,UACC-257,2.6666666666666665,490,1502,568,568,HDAC4,gene,0.12992139774
1502.0,3.0,0.982019730325259,1493.0,2.0,2.47645309975521,UACC-257,2.6666666666666665,490,1502,566,566,HDAC2,gene,0.435421626335089
1502.0,3.0,0.982019730325259,1493.0,2.0,2.47645309975521,UACC-257,2.6666666666666665,490,1502,565,565,HDAC1,gene,0.41667670625017
1493.0,2.0,2.47645309975521,1490.0,2.0,4.27472079117001,UACC-257,2.2222222222222223,769,1493,118,118,BCL2,gene,2.43278730406801
1493.0,2.0,2.47645309975521,1490.0,2.0,4.27472079117001,UACC-257,2.2222222222222223,769,1493,821,821,MAPT,gene,0.0436657956872
1493.0,2.0,2.47645309975521,1500.0,2.0,5.912765793319999,UACC-257,2.111111111111111,9,1493,821,821,MAPT,gene,0.0436657956872
1493.0,2.0,2.47645309975521,1500.0,2.0,5.912765793319999,UACC-257,2.111111111111111,9,1493,118,118,BCL2,gene,2.43278730406801
1502.0,3.0,0.982019730325259,1503.0,2.0,6.2682536495262795,UACC-257,1.3333333333333333,1568,1502,565,565,HDAC1,gene,0.41667670625017
1502.0,3.0,0.982019730325259,1503.0,2.0,6.2682536495262795,UACC-257,1.3333333333333333,1568,1502,566,566,HDAC2,gene,0.435421626335089
1502.0,3.0,0.982019730325259,1503.0,2.0,6.2682536495262795,UACC-257,1.3333333333333333,1568,1502,568,568,HDAC4,gene,0.12992139774
1495.0,1.0,1.2750030506806,1505.0,4.0,5.6042769603880505,UACC-257,1.2222222222222223,524,1495,401,401,ESR1,gene,1.2750030506806
1499.0,2.0,1.4067043679566,1505.0,4.0,5.6042769603880505,UACC-257,0.8888888888888888,1516,1499,980,980,PGR,gene,0.131701317276
1494.0,1.0,3.63616380250628,1493.0,2.0,2.47645309975521,UACC-257,0.8888888888888888,83,1494,858,858,MTOR,gene,3.63616380250628
1499.0,2.0,1.4067043679566,1505.0,4.0,5.6042769603880505,UACC-257,0.8888888888888888,1516,1499,401,401,ESR1,gene,1.2750030506806
1506.0,3.0,0.97255444341773,1493.0,2.0,2.47645309975521,UACC-257,0.6666666666666666,565,1506,567,567,HDAC3,gene,0.120456110832471
1506.0,3.0,0.97255444341773,1493.0,2.0,2.47645309975521,UACC-257,0.6666666666666666,565,1506,566,566,HDAC2,gene,0.435421626335089
1506.0,3.0,0.97255444341773,1493.0,2.0,2.47645309975521,UACC-257,0.6666666666666666,565,1506,565,565,HDAC1,gene,0.41667670625017
1492.0,12.0,25.309759880212468,1493.0,2.0,2.47645309975521,UACC-257,0.5555555555555556,1868,1492,774,774,LYN,gene,0.67419841016
1492.0,12.0,25.309759880212468,1493.0,2.0,2.47645309975521,UACC-257,0.5555555555555556,1868,1492,806,806,MAPK14,gene,5.55833743208473
1492.0,12.0,25.309759880212468,1493.0,2.0,2.47645309975521,UACC-257,0.5555555555555556,1868,1492,1314,1314,SRC,gene,2.24927009110774
1492.0,12.0,25.309759880212468,1493.0,2.0,2.47645309975521,UACC-257,0.5555555555555556,1868,1492,442,442,FGR,gene,0.23120371868
1492.0,12.0,25.309759880212468,1493.0,2.0,2.47645309975521,UACC-257,0.5555555555555556,1868,1492,2,2,ABL2,gene,0.1309566528
