DrugA_idx,DrugA_target_num,DrugA_target_idfatt_sum,DrugB_idx,DrugB_target_num,DrugB_target_idfatt_sum,Cell_idx,Score
Paclitaxel,2.0,25.51065827508361,Nilotinib,2.0,1.6893752348584796,KM12,19.55555555555556
Docetaxel,2.0,25.51065827508361,Fulvestrant,1.0,6.732062534734984,KM12,19.33333333333333
Paclitaxel,2.0,25.51065827508361,Tretinoin,4.0,51.72520771372578,KM12,19.22222222222222
Docetaxel,2.0,25.51065827508361,Nilotinib,2.0,1.6893752348584796,KM12,18.11111111111111
Docetaxel,2.0,25.51065827508361,Celecoxib,2.0,20.701619403974394,KM12,17.555555555555557
Paclitaxel,2.0,25.51065827508361,Celecoxib,2.0,20.701619403974394,KM12,17.444444444444443
Dasatinib,12.0,44.60060056916266,Paclitaxel,2.0,25.51065827508361,KM12,16.22222222222222
Docetaxel,2.0,25.51065827508361,Tretinoin,4.0,51.72520771372578,KM12,13.22222222222222
Paclitaxel,2.0,25.51065827508361,Sirolimus,2.0,1.0172271440855818,KM12,11.88888888888889
Fulvestrant,1.0,6.732062534734984,Everolimus,1.0,0.09026454504723232,KM12,10.11111111111111
Fulvestrant,1.0,6.732062534734984,Romidepsin,3.0,13.658244482403202,KM12,8.222222222222221
Mitotane,2.0,7.909656334909064,Sirolimus,2.0,1.0172271440855818,KM12,6.222222222222222
Romidepsin,3.0,13.658244482403202,Paclitaxel,2.0,25.51065827508361,KM12,4.777777777777778
Tretinoin,4.0,51.72520771372578,Celecoxib,2.0,20.701619403974394,KM12,4.111111111111111
Sirolimus,2.0,1.0172271440855818,Mitotane,2.0,7.909656334909064,KM12,3.0
Docetaxel,2.0,25.51065827508361,Cladribine,2.0,0.2879647500470198,KM12,2.888888888888889
Paclitaxel,2.0,25.51065827508361,Cladribine,2.0,0.2879647500470198,KM12,2.2222222222222223
Vorinostat,3.0,13.452717646986232,Paclitaxel,2.0,25.51065827508361,KM12,1.6666666666666667
Dasatinib,12.0,44.60060056916266,Docetaxel,2.0,25.51065827508361,KM12,1.3333333333333333
Docetaxel,2.0,25.51065827508361,Sirolimus,2.0,1.0172271440855818,KM12,1.3333333333333333
Romidepsin,3.0,13.658244482403202,Tretinoin,4.0,51.72520771372578,KM12,1.2222222222222223
Fulvestrant,1.0,6.732062534734984,Cladribine,2.0,0.2879647500470198,KM12,1.0
Vorinostat,3.0,13.452717646986232,Docetaxel,2.0,25.51065827508361,KM12,1.0
Sirolimus,2.0,1.0172271440855818,Celecoxib,2.0,20.701619403974394,KM12,0.8888888888888888
Vorinostat,3.0,13.452717646986232,Romidepsin,3.0,13.658244482403202,KM12,0.6666666666666666
Romidepsin,3.0,13.658244482403202,Cladribine,2.0,0.2879647500470198,KM12,0.5555555555555556
Mitotane,2.0,7.909656334909064,Cladribine,2.0,0.2879647500470198,KM12,0.5555555555555556
Dasatinib,12.0,44.60060056916266,Sirolimus,2.0,1.0172271440855818,KM12,0.4444444444444444
Romidepsin,3.0,13.658244482403202,Docetaxel,2.0,25.51065827508361,KM12,0.4444444444444444
Romidepsin,3.0,13.658244482403202,Sirolimus,2.0,1.0172271440855818,KM12,0.3333333333333333
