SpNotation,SignalingPath,Attention,cell_line_name,cell_line_num,mean_rank
sp5,B cell receptor signaling pathway,0.1432603642391304,PC-3,26,1
sp24,NOD-like receptor signaling pathway,0.10006626575899126,PC-3,26,2
sp14,GnRH signaling pathway,0.09167959283550846,PC-3,26,3
sp11,Fc epsilon RI signaling pathway,0.07217179417037035,PC-3,26,4
sp32,RIG-I-like receptor signaling pathway,0.07212150435254236,PC-3,26,5
sp38,T cell receptor signaling pathway,0.06342208725444443,PC-3,26,6
sp40,TNF signaling pathway,0.062114192677570075,PC-3,26,7
sp18,Hippo signaling pathway - multiple species,0.06191209590566036,PC-3,26,8
sp9,ErbB signaling pathway,0.052137195594999984,PC-3,26,9
sp42,Toll-like receptor signaling pathway,0.05081174782577585,PC-3,26,10
sp37,Sphingolipid signaling pathway,0.0470572816379679,PC-3,26,11
sp30,Phospholipase D signaling pathway,0.0455524905470524,PC-3,26,12
sp46,cGMP-PKG signaling pathway,0.0450455589037131,PC-3,26,13
sp36,Signaling pathways regulating pluripotency of stem cells,0.04136230195158191,PC-3,26,14
sp20,Insulin signaling pathway,0.041146891013306104,PC-3,26,15
sp43,VEGF signaling pathway,0.04089869224911503,PC-3,26,16
sp31,Prolactin signaling pathway,0.038472307562448974,PC-3,26,17
sp10,Estrogen signaling pathway,0.038144303068817796,PC-3,26,18
sp19,IL-17 signaling pathway,0.03772853698719368,PC-3,26,19
sp3,Adipocytokine signaling pathway,0.037276745554385954,PC-3,26,20
sp23,NF-kappa B signaling pathway,0.037269053949024605,PC-3,26,21
sp6,C-type lectin receptor signaling pathway,0.0356566165934239,PC-3,26,22
sp7,Calcium signaling pathway,0.035012179544784354,PC-3,26,23
sp12,FoxO signaling pathway,0.034679960789830086,PC-3,26,24
sp48,p53 signaling pathway,0.03251277018389472,PC-3,26,25
sp47,mTOR signaling pathway,0.02957924343117335,PC-3,26,26
sp39,TGF-beta signaling pathway,0.029255075412860564,PC-3,26,27
sp1,AGE-RAGE signaling pathway in diabetic complications,0.029087921533578417,PC-3,26,28
sp35,Relaxin signaling pathway,0.029012880708206373,PC-3,26,29
sp16,Hedgehog signaling pathway,0.02706074047406895,PC-3,26,30
sp33,Rap1 signaling pathway,0.02675112766688496,PC-3,26,31
sp15,HIF-1 signaling pathway,0.025229828710063087,PC-3,26,32
sp25,Neurotrophin signaling pathway,0.02450522093666411,PC-3,26,33
sp4,Apelin signaling pathway,0.024344130204058487,PC-3,26,34
sp2,AMPK signaling pathway,0.023584872112012132,PC-3,26,35
sp28,PI3K-Akt signaling pathway,0.02348891585681491,PC-3,26,36
sp27,Oxytocin signaling pathway,0.021410168329608095,PC-3,26,37
sp34,Ras signaling pathway,0.021009319396747668,PC-3,26,38
sp13,Glucagon signaling pathway,0.01958787029235888,PC-3,26,39
sp17,Hippo signaling pathway,0.019246826929955746,PC-3,26,40
sp22,MAPK signaling pathway,0.018483917848480892,PC-3,26,41
sp29,PPAR signaling pathway,0.017347305589916203,PC-3,26,42
sp45,cAMP signaling pathway,0.017059393555634975,PC-3,26,43
sp26,Notch signaling pathway,0.015330054908979573,PC-3,26,44
sp44,Wnt signaling pathway,0.014652480284457899,PC-3,26,45
sp41,Thyroid hormone signaling pathway,0.013524677713855156,PC-3,26,46
sp8,Chemokine signaling pathway,0.012420397984719162,PC-3,26,47
sp21,JAK-STAT signaling pathway,0.010569480994726597,PC-3,26,48
