"node_num","node_name","node_type","att_deg"
13,"ACTB","gene",6.953112834
21,"ADCY1","gene",2.598863702
22,"ADCY2","gene",2.83135069
23,"ADCY3","gene",2.445568038
24,"ADCY4","gene",2.317212608
25,"ADCY5","gene",2.290321168
26,"ADCY6","gene",2.280076046
27,"ADCY7","gene",1.9833188
28,"ADCY8","gene",2.66819924
29,"ADCY9","gene",2.30798843
42,"ADRB1","gene",0.330105266
43,"ADRB2","gene",0.3235425
49,"AKT1","gene",2.724758018
51,"AKT2","gene",2.875293828
65,"ARAP3","gene",0.442693496
69,"ARHGDIB","gene",1.209122002
71,"ARHGEF12","gene",0.470880892
73,"ARRB1","gene",0.463931212
74,"ARRB2","gene",0.414880448
76,"ATF4","gene",14.36584552
118,"BCL2","gene",0.429869674
123,"BDKRB2","gene",0.329617056
140,"BRAF","gene",0.4526012892
164,"CALM2","gene",29.080225694
167,"CAMK1","gene",0.727998668
168,"CAMK1D","gene",0.71427227
169,"CAMK2A","gene",1.650838044
170,"CAMK2B","gene",1.64883986
171,"CAMK2D","gene",1.644234186
172,"CAMK2G","gene",1.598325904
173,"CAMK4","gene",1.53257845
174,"CAMKK2","gene",0.349566254
184,"CASR","gene",1.96300574
190,"CCL22","gene",0.4640007
191,"CCL24","gene",0.4641952
192,"CCL25","gene",0.464095076
193,"CCL5","gene",0.460630622
195,"CCNB1","gene",0.748587852
198,"CCND2","gene",1.004248196
213,"CDC37","gene",0.49130841
214,"CDC42","gene",2.655026904
218,"CDK4","gene",1.7335084448
223,"CDKN2B","gene",0.524093466
233,"CHRM1","gene",0.375562076
239,"CNR1","gene",0.658558466
290,"CX3CL1","gene",0.463949304
291,"CX3CR1","gene",11.243441962
292,"CXCL1","gene",0.462538962
293,"CXCL12","gene",0.405177626
294,"CXCL14","gene",0.463848002
295,"CXCL16","gene",0.415841098
296,"CXCL2","gene",0.46266286
297,"CXCL3","gene",0.461205302
308,"DAAM1","gene",0.43826837
309,"DAAM2","gene",0.440211936
322,"DIAPH1","gene",0.233506856
337,"DRD2","gene",0.435726638
355,"E2F4","gene",0.41130891
356,"E2F5","gene",0.48644514
372,"EGFR","gene",0.5943002448
375,"EGR1","gene",0.237469592
381,"EIF4E","gene",0.802543246
382,"EIF4E1B","gene",0.826885794
383,"EIF4E2","gene",0.798371408
384,"EIF4EBP1","gene",3.1340813838
388,"ENAH","gene",0.525969706
397,"ERBB2","gene",0.21000252
398,"ERBB3","gene",0.209626958
399,"ERBB4","gene",0.2082025904
407,"EVL","gene",0.525967316
410,"F2R","gene",0.36762137
438,"FGFR1","gene",0.207767172
439,"FGFR2","gene",0.2059455524
440,"FGFR3","gene",0.2092091048
441,"FGFR4","gene",0.201427058
448,"FLT1","gene",0.2077848072
451,"FLT4","gene",0.2098553662
455,"FOS","gene",0.2288796268
458,"FOXO1","gene",0.381408732
459,"FOXO3","gene",1.130438334
483,"GABBR1","gene",0.347559252
484,"GABBR2","gene",0.34875643
