DrugA_idx,DrugA_target_num,DrugA_target_idfatt_sum,DrugB_idx,DrugB_target_num,DrugB_target_idfatt_sum,Cell_idx,Score
Fulvestrant,1.0,19.086911965514386,Everolimus,0.0,0.0,A498,17.11111111111111
Fulvestrant,1.0,19.086911965514386,Romidepsin,3.0,13.341807164767943,A498,11.333333333333334
Mitotane,1.0,19.086911965514386,Everolimus,0.0,0.0,A498,11.22222222222222
Docetaxel,2.0,0.0,Fulvestrant,1.0,19.086911965514386,A498,10.0
Paclitaxel,2.0,0.0,Tretinoin,0.0,0.0,A498,9.77777777777778
Sirolimus,1.0,3.510011050065726,Tretinoin,0.0,0.0,A498,7.222222222222222
Paclitaxel,2.0,0.0,Sirolimus,1.0,3.510011050065726,A498,7.0
Docetaxel,2.0,0.0,Tretinoin,0.0,0.0,A498,6.777777777777778
Docetaxel,2.0,0.0,Celecoxib,0.0,0.0,A498,6.444444444444445
Docetaxel,2.0,0.0,Sirolimus,1.0,3.510011050065726,A498,6.222222222222222
Docetaxel,2.0,0.0,Nilotinib,2.0,7.771183455535603,A498,6.0
Dasatinib,10.0,14.667444321620366,Sirolimus,1.0,3.510011050065726,A498,4.888888888888889
Paclitaxel,2.0,0.0,Nilotinib,2.0,7.771183455535603,A498,4.777777777777778
Paclitaxel,2.0,0.0,Celecoxib,0.0,0.0,A498,4.777777777777778
Dasatinib,10.0,14.667444321620366,Paclitaxel,2.0,0.0,A498,3.0
Everolimus,0.0,0.0,Paclitaxel,2.0,0.0,A498,2.888888888888889
Mitotane,1.0,19.086911965514386,Sirolimus,1.0,3.510011050065726,A498,2.333333333333333
Docetaxel,2.0,0.0,Paclitaxel,2.0,0.0,A498,2.2222222222222223
Sirolimus,1.0,3.510011050065726,Celecoxib,0.0,0.0,A498,2.0
Everolimus,0.0,0.0,Sirolimus,1.0,3.510011050065726,A498,2.0
Dasatinib,10.0,14.667444321620366,Celecoxib,0.0,0.0,A498,1.7777777777777777
Fulvestrant,1.0,19.086911965514386,Dasatinib,10.0,14.667444321620366,A498,1.5555555555555556
Romidepsin,3.0,13.341807164767943,Sirolimus,1.0,3.510011050065726,A498,1.4444444444444444
Sirolimus,1.0,3.510011050065726,Nilotinib,2.0,7.771183455535603,A498,1.2222222222222223
Mitotane,1.0,19.086911965514386,Docetaxel,2.0,0.0,A498,1.1111111111111112
Romidepsin,3.0,13.341807164767943,Docetaxel,2.0,0.0,A498,1.0
Sirolimus,1.0,3.510011050065726,Mitotane,1.0,19.086911965514386,A498,0.8888888888888888
Mitotane,1.0,19.086911965514386,Cladribine,0.0,0.0,A498,0.4444444444444444
Mitotane,1.0,19.086911965514386,Celecoxib,0.0,0.0,A498,0.3333333333333333
Romidepsin,3.0,13.341807164767943,Tretinoin,0.0,0.0,A498,0.0
Dasatinib,10.0,14.667444321620366,Vorinostat,3.0,13.341807164767943,A498,0.0
Dasatinib,10.0,14.667444321620366,Cladribine,0.0,0.0,A498,-0.3333333333333333
Dasatinib,10.0,14.667444321620366,Docetaxel,2.0,0.0,A498,-0.4444444444444444
Everolimus,0.0,0.0,Romidepsin,3.0,13.341807164767943,A498,-0.6666666666666666
Nilotinib,2.0,7.771183455535603,Celecoxib,0.0,0.0,A498,-0.6666666666666666
Romidepsin,3.0,13.341807164767943,Celecoxib,0.0,0.0,A498,-0.7777777777777778
Everolimus,0.0,0.0,Cladribine,0.0,0.0,A498,-0.8888888888888888
Mitotane,1.0,19.086911965514386,Tretinoin,0.0,0.0,A498,-0.8888888888888888
Fulvestrant,1.0,19.086911965514386,Vorinostat,3.0,13.341807164767943,A498,-1.4444444444444444
Everolimus,0.0,0.0,Celecoxib,0.0,0.0,A498,-1.5555555555555556
Fulvestrant,1.0,19.086911965514386,Tretinoin,0.0,0.0,A498,-1.6666666666666667
Fulvestrant,1.0,19.086911965514386,Cladribine,0.0,0.0,A498,-1.6666666666666667
Fulvestrant,1.0,19.086911965514386,Paclitaxel,2.0,0.0,A498,-1.7777777777777777
Romidepsin,3.0,13.341807164767943,Cladribine,0.0,0.0,A498,-1.8888888888888888
Everolimus,0.0,0.0,Docetaxel,2.0,0.0,A498,-2.0
Fulvestrant,1.0,19.086911965514386,Sirolimus,1.0,3.510011050065726,A498,-2.0
Everolimus,0.0,0.0,Dasatinib,10.0,14.667444321620366,A498,-2.111111111111111
Nilotinib,2.0,7.771183455535603,Mitotane,1.0,19.086911965514386,A498,-2.2222222222222223
Everolimus,0.0,0.0,Nilotinib,2.0,7.771183455535603,A498,-2.333333333333333
Thalidomide,1.0,0.0,Tretinoin,0.0,0.0,A498,-2.4444444444444446
Fulvestrant,1.0,19.086911965514386,Nilotinib,2.0,7.771183455535603,A498,-2.555555555555556
Docetaxel,2.0,0.0,Cladribine,0.0,0.0,A498,-2.555555555555556
Vorinostat,3.0,13.341807164767943,Docetaxel,2.0,0.0,A498,-2.6666666666666665
Paclitaxel,2.0,0.0,Cladribine,0.0,0.0,A498,-2.6666666666666665
Vorinostat,3.0,13.341807164767943,Tretinoin,0.0,0.0,A498,-2.7777777777777777
Vorinostat,3.0,13.341807164767943,Cladribine,0.0,0.0,A498,-2.7777777777777777
Nilotinib,2.0,7.771183455535603,Tretinoin,0.0,0.0,A498,-3.2222222222222223
Dasatinib,10.0,14.667444321620366,Romidepsin,3.0,13.341807164767943,A498,-3.555555555555556
Fulvestrant,1.0,19.086911965514386,Celecoxib,0.0,0.0,A498,-3.7777777777777777
Thalidomide,1.0,0.0,Mitotane,1.0,19.086911965514386,A498,-3.7777777777777777
Everolimus,0.0,0.0,Tretinoin,0.0,0.0,A498,-4.0
Nilotinib,2.0,7.771183455535603,Cladribine,0.0,0.0,A498,-4.222222222222222
Megestrol acetate,0.0,0.0,Gefitinib,1.0,0.0,A498,-4.222222222222222
Dasatinib,10.0,14.667444321620366,Tretinoin,0.0,0.0,A498,-4.444444444444445
Thalidomide,1.0,0.0,Paclitaxel,2.0,0.0,A498,-4.666666666666667
Megestrol acetate,0.0,0.0,Lenalidomide,0.0,0.0,A498,-4.777777777777778
Vorinostat,3.0,13.341807164767943,Celecoxib,0.0,0.0,A498,-4.777777777777778
Vorinostat,3.0,13.341807164767943,Paclitaxel,2.0,0.0,A498,-4.777777777777778
Everolimus,0.0,0.0,Vorinostat,3.0,13.341807164767943,A498,-4.888888888888889
Thalidomide,1.0,0.0,Cladribine,0.0,0.0,A498,-5.333333333333333
Mitotane,1.0,19.086911965514386,Paclitaxel,2.0,0.0,A498,-5.666666666666667
Vorinostat,3.0,13.341807164767943,Sirolimus,1.0,3.510011050065726,A498,-5.777777777777778
Gefitinib,1.0,0.0,Lenalidomide,0.0,0.0,A498,-5.888888888888889
Vorinostat,3.0,13.341807164767943,Nilotinib,2.0,7.771183455535603,A498,-6.222222222222222
