DrugA_idx,DrugA_target_num,DrugA_target_idfatt_sum,DrugB_idx,DrugB_target_num,DrugB_target_idfatt_sum,Cell_idx,Score,index1,Drug,Target,node_num,node_name,att_deg
1495.0,1.0,21.287442529476454,1494.0,0.0,0.0,UO-31,23.666666666666668,1439,1494,858,,,
1499.0,1.0,21.287442529476454,1494.0,0.0,0.0,UO-31,13.11111111111111,691,1494,858,,,
1506.0,3.0,13.265959324886957,1491.0,0.0,0.0,UO-31,8.555555555555555,739,1491,1209,,,
1506.0,3.0,13.265959324886957,1491.0,0.0,0.0,UO-31,8.555555555555555,739,1491,1208,,,
1495.0,1.0,21.287442529476454,1492.0,10.0,13.262416355155608,UO-31,7.0,2416,1492,707,707.0,RPS6KA2,5.966601873820134
1495.0,1.0,21.287442529476454,1492.0,10.0,13.262416355155608,UO-31,7.0,2416,1492,2,2.0,ABL2,0.0
1495.0,1.0,21.287442529476454,1492.0,10.0,13.262416355155608,UO-31,7.0,2416,1492,774,774.0,TEK,0.0
1495.0,1.0,21.287442529476454,1492.0,10.0,13.262416355155608,UO-31,7.0,2416,1492,806,806.0,VAV3,0.0675850325421665
1495.0,1.0,21.287442529476454,1492.0,10.0,13.262416355155608,UO-31,7.0,2416,1492,1314,,,
1495.0,1.0,21.287442529476454,1492.0,10.0,13.262416355155608,UO-31,7.0,2416,1492,1325,,,
1495.0,1.0,21.287442529476454,1492.0,10.0,13.262416355155608,UO-31,7.0,2416,1492,737,737.0,SOCS2,0.0
1495.0,1.0,21.287442529476454,1492.0,10.0,13.262416355155608,UO-31,7.0,2416,1492,599,599.0,PLCD1,3.7884013358118183
1495.0,1.0,21.287442529476454,1492.0,10.0,13.262416355155608,UO-31,7.0,2416,1492,468,468.0,MAP3K8,0.0
1495.0,1.0,21.287442529476454,1492.0,10.0,13.262416355155608,UO-31,7.0,2416,1492,442,442.0,LIF,0.0
1495.0,1.0,21.287442529476454,1492.0,10.0,13.262416355155608,UO-31,7.0,2416,1492,394,394.0,ITGA3,3.4398281129814903
1495.0,1.0,21.287442529476454,1492.0,10.0,13.262416355155608,UO-31,7.0,2416,1492,1,1.0,ABL1,0.0
1503.0,1.0,3.5601985796545703,1490.0,0.0,0.0,UO-31,6.888888888888889,385,1490,965,,,
1503.0,1.0,3.5601985796545703,1490.0,0.0,0.0,UO-31,6.888888888888889,385,1490,1106,,,
1506.0,3.0,13.265959324886957,1503.0,1.0,3.5601985796545703,UO-31,6.444444444444445,1157,1503,429,429.0,LAMB3,3.5601985796545703
1492.0,10.0,13.262416355155608,1490.0,0.0,0.0,UO-31,6.444444444444445,1005,1490,1106,,,
1492.0,10.0,13.262416355155608,1490.0,0.0,0.0,UO-31,6.444444444444445,1005,1490,965,,,
1506.0,3.0,13.265959324886957,1503.0,1.0,3.5601985796545703,UO-31,6.444444444444445,1157,1503,858,,,
1494.0,0.0,0.0,1505.0,0.0,0.0,UO-31,6.111111111111111,1644,1505,1218,,,
1494.0,0.0,0.0,1505.0,0.0,0.0,UO-31,6.111111111111111,1644,1505,1145,,,
1494.0,0.0,0.0,1505.0,0.0,0.0,UO-31,6.111111111111111,1644,1505,1216,,,
1494.0,0.0,0.0,1505.0,0.0,0.0,UO-31,6.111111111111111,1644,1505,1217,,,
1492.0,10.0,13.262416355155608,1505.0,0.0,0.0,UO-31,5.555555555555555,2696,1505,1218,,,
1492.0,10.0,13.262416355155608,1505.0,0.0,0.0,UO-31,5.555555555555555,2696,1505,1217,,,
1492.0,10.0,13.262416355155608,1505.0,0.0,0.0,UO-31,5.555555555555555,2696,1505,1216,,,
1492.0,10.0,13.262416355155608,1505.0,0.0,0.0,UO-31,5.555555555555555,2696,1505,1145,,,
1503.0,1.0,3.5601985796545703,1499.0,1.0,21.287442529476454,UO-31,5.555555555555555,861,1499,401,401.0,ITGB1,21.287442529476454
1503.0,1.0,3.5601985796545703,1499.0,1.0,21.287442529476454,UO-31,5.555555555555555,861,1499,980,,,
1503.0,1.0,3.5601985796545703,1505.0,0.0,0.0,UO-31,5.444444444444445,2427,1505,1217,,,
1503.0,1.0,3.5601985796545703,1505.0,0.0,0.0,UO-31,5.444444444444445,2427,1505,1216,,,
1503.0,1.0,3.5601985796545703,1505.0,0.0,0.0,UO-31,5.444444444444445,2427,1505,1145,,,
1503.0,1.0,3.5601985796545703,1505.0,0.0,0.0,UO-31,5.444444444444445,2427,1505,1218,,,
1501.0,2.0,6.691967325168665,1490.0,0.0,0.0,UO-31,5.0,2455,1490,965,,,
1501.0,2.0,6.691967325168665,1490.0,0.0,0.0,UO-31,5.0,2455,1490,1106,,,
1494.0,0.0,0.0,1490.0,0.0,0.0,UO-31,4.555555555555555,1900,1490,965,,,
1494.0,0.0,0.0,1490.0,0.0,0.0,UO-31,4.555555555555555,1900,1490,1106,,,
1495.0,1.0,21.287442529476454,1502.0,3.0,13.265959324886957,UO-31,4.333333333333333,1264,1502,568,568.0,PFN4,4.462051867910119
1495.0,1.0,21.287442529476454,1502.0,3.0,13.265959324886957,UO-31,4.333333333333333,1264,1502,566,566.0,PFN2,4.461046899509481
1495.0,1.0,21.287442529476454,1502.0,3.0,13.265959324886957,UO-31,4.333333333333333,1264,1502,565,565.0,PFN1,4.3428605574673576
1501.0,2.0,6.691967325168665,1503.0,1.0,3.5601985796545703,UO-31,4.111111111111111,2591,1503,429,429.0,LAMB3,3.5601985796545703
1501.0,2.0,6.691967325168665,1503.0,1.0,3.5601985796545703,UO-31,4.111111111111111,2591,1503,858,,,
1501.0,2.0,6.691967325168665,1505.0,0.0,0.0,UO-31,4.0,40,1505,1216,,,
1501.0,2.0,6.691967325168665,1505.0,0.0,0.0,UO-31,4.0,40,1505,1145,,,
1501.0,2.0,6.691967325168665,1505.0,0.0,0.0,UO-31,4.0,40,1505,1217,,,
1501.0,2.0,6.691967325168665,1505.0,0.0,0.0,UO-31,4.0,40,1505,1218,,,
1494.0,0.0,0.0,1503.0,1.0,3.5601985796545703,UO-31,3.888888888888889,1213,1503,429,429.0,LAMB3,3.5601985796545703
1494.0,0.0,0.0,1503.0,1.0,3.5601985796545703,UO-31,3.888888888888889,1213,1503,858,,,
1492.0,10.0,13.262416355155608,1501.0,2.0,6.691967325168665,UO-31,3.6666666666666665,973,1501,821,821.0,WNT3,6.691967325168665
1492.0,10.0,13.262416355155608,1501.0,2.0,6.691967325168665,UO-31,3.6666666666666665,973,1501,118,118.0,CNTFR,0.0
1499.0,1.0,21.287442529476454,1492.0,10.0,13.262416355155608,UO-31,2.888888888888889,2671,1492,737,737.0,SOCS2,0.0
1499.0,1.0,21.287442529476454,1492.0,10.0,13.262416355155608,UO-31,2.888888888888889,2671,1492,468,468.0,MAP3K8,0.0
1499.0,1.0,21.287442529476454,1492.0,10.0,13.262416355155608,UO-31,2.888888888888889,2671,1492,599,599.0,PLCD1,3.7884013358118183
1499.0,1.0,21.287442529476454,1492.0,10.0,13.262416355155608,UO-31,2.888888888888889,2671,1492,707,707.0,RPS6KA2,5.966601873820134
1499.0,1.0,21.287442529476454,1492.0,10.0,13.262416355155608,UO-31,2.888888888888889,2671,1492,394,394.0,ITGA3,3.4398281129814903
1499.0,1.0,21.287442529476454,1492.0,10.0,13.262416355155608,UO-31,2.888888888888889,2671,1492,774,774.0,TEK,0.0
1499.0,1.0,21.287442529476454,1492.0,10.0,13.262416355155608,UO-31,2.888888888888889,2671,1492,2,2.0,ABL2,0.0
1499.0,1.0,21.287442529476454,1492.0,10.0,13.262416355155608,UO-31,2.888888888888889,2671,1492,1,1.0,ABL1,0.0
1499.0,1.0,21.287442529476454,1492.0,10.0,13.262416355155608,UO-31,2.888888888888889,2671,1492,806,806.0,VAV3,0.0675850325421665
1499.0,1.0,21.287442529476454,1492.0,10.0,13.262416355155608,UO-31,2.888888888888889,2671,1492,1314,,,
1499.0,1.0,21.287442529476454,1492.0,10.0,13.262416355155608,UO-31,2.888888888888889,2671,1492,1325,,,
1499.0,1.0,21.287442529476454,1492.0,10.0,13.262416355155608,UO-31,2.888888888888889,2671,1492,442,442.0,LIF,0.0
1499.0,1.0,21.287442529476454,1505.0,0.0,0.0,UO-31,2.7777777777777777,770,1505,1218,,,
1499.0,1.0,21.287442529476454,1505.0,0.0,0.0,UO-31,2.7777777777777777,770,1505,1217,,,
1499.0,1.0,21.287442529476454,1505.0,0.0,0.0,UO-31,2.7777777777777777,770,1505,1216,,,
1499.0,1.0,21.287442529476454,1505.0,0.0,0.0,UO-31,2.7777777777777777,770,1505,1145,,,
1492.0,10.0,13.262416355155608,1503.0,1.0,3.5601985796545703,UO-31,2.333333333333333,416,1503,858,,,
1492.0,10.0,13.262416355155608,1503.0,1.0,3.5601985796545703,UO-31,2.333333333333333,416,1503,429,429.0,LAMB3,3.5601985796545703
1494.0,0.0,0.0,1492.0,10.0,13.262416355155608,UO-31,2.0,1000,1492,806,806.0,VAV3,0.0675850325421665
1494.0,0.0,0.0,1492.0,10.0,13.262416355155608,UO-31,2.0,1000,1492,707,707.0,RPS6KA2,5.966601873820134
1494.0,0.0,0.0,1492.0,10.0,13.262416355155608,UO-31,2.0,1000,1492,1,1.0,ABL1,0.0
1494.0,0.0,0.0,1492.0,10.0,13.262416355155608,UO-31,2.0,1000,1492,2,2.0,ABL2,0.0
1494.0,0.0,0.0,1492.0,10.0,13.262416355155608,UO-31,2.0,1000,1492,394,394.0,ITGA3,3.4398281129814903
1494.0,0.0,0.0,1492.0,10.0,13.262416355155608,UO-31,2.0,1000,1492,442,442.0,LIF,0.0
1494.0,0.0,0.0,1492.0,10.0,13.262416355155608,UO-31,2.0,1000,1492,1314,,,
1494.0,0.0,0.0,1492.0,10.0,13.262416355155608,UO-31,2.0,1000,1492,599,599.0,PLCD1,3.7884013358118183
1494.0,0.0,0.0,1492.0,10.0,13.262416355155608,UO-31,2.0,1000,1492,468,468.0,MAP3K8,0.0
1494.0,0.0,0.0,1492.0,10.0,13.262416355155608,UO-31,2.0,1000,1492,737,737.0,SOCS2,0.0
1494.0,0.0,0.0,1492.0,10.0,13.262416355155608,UO-31,2.0,1000,1492,774,774.0,TEK,0.0
1494.0,0.0,0.0,1492.0,10.0,13.262416355155608,UO-31,2.0,1000,1492,1325,,,
1493.0,2.0,6.691967325168665,1505.0,0.0,0.0,UO-31,1.8888888888888888,1646,1505,1217,,,
1493.0,2.0,6.691967325168665,1505.0,0.0,0.0,UO-31,1.8888888888888888,1646,1505,1218,,,
1493.0,2.0,6.691967325168665,1505.0,0.0,0.0,UO-31,1.8888888888888888,1646,1505,1145,,,
1493.0,2.0,6.691967325168665,1505.0,0.0,0.0,UO-31,1.8888888888888888,1646,1505,1216,,,
1502.0,3.0,13.265959324886957,1503.0,1.0,3.5601985796545703,UO-31,1.8888888888888888,1525,1503,429,429.0,LAMB3,3.5601985796545703
1502.0,3.0,13.265959324886957,1503.0,1.0,3.5601985796545703,UO-31,1.8888888888888888,1525,1503,858,,,
1502.0,3.0,13.265959324886957,1491.0,0.0,0.0,UO-31,1.6666666666666667,1658,1491,1208,,,
1502.0,3.0,13.265959324886957,1491.0,0.0,0.0,UO-31,1.6666666666666667,1658,1491,1209,,,
1493.0,2.0,6.691967325168665,1490.0,0.0,0.0,UO-31,0.6666666666666666,537,1490,1106,,,
1506.0,3.0,13.265959324886957,1493.0,2.0,6.691967325168665,UO-31,0.6666666666666666,1449,1493,821,821.0,WNT3,6.691967325168665
1493.0,2.0,6.691967325168665,1490.0,0.0,0.0,UO-31,0.6666666666666666,537,1490,965,,,
1506.0,3.0,13.265959324886957,1493.0,2.0,6.691967325168665,UO-31,0.6666666666666666,1449,1493,118,118.0,CNTFR,0.0
1494.0,0.0,0.0,1502.0,3.0,13.265959324886957,UO-31,0.3333333333333333,1534,1502,565,565.0,PFN1,4.3428605574673576
1494.0,0.0,0.0,1502.0,3.0,13.265959324886957,UO-31,0.3333333333333333,1534,1502,568,568.0,PFN4,4.462051867910119
1494.0,0.0,0.0,1502.0,3.0,13.265959324886957,UO-31,0.3333333333333333,1534,1502,566,566.0,PFN2,4.461046899509481
1492.0,10.0,13.262416355155608,1493.0,2.0,6.691967325168665,UO-31,0.2222222222222222,2692,1493,821,821.0,WNT3,6.691967325168665
1492.0,10.0,13.262416355155608,1493.0,2.0,6.691967325168665,UO-31,0.2222222222222222,2692,1493,118,118.0,CNTFR,0.0
1493.0,2.0,6.691967325168665,1491.0,0.0,0.0,UO-31,0.1111111111111111,528,1491,1209,,,
1493.0,2.0,6.691967325168665,1491.0,0.0,0.0,UO-31,0.1111111111111111,528,1491,1208,,,
1494.0,0.0,0.0,1506.0,3.0,13.265959324886957,UO-31,0.0,1143,1506,565,565.0,PFN1,4.3428605574673576
1494.0,0.0,0.0,1506.0,3.0,13.265959324886957,UO-31,0.0,1143,1506,566,566.0,PFN2,4.461046899509481
1494.0,0.0,0.0,1506.0,3.0,13.265959324886957,UO-31,0.0,1143,1506,567,567.0,PFN3,4.462051867910119
1492.0,10.0,13.262416355155608,1502.0,3.0,13.265959324886957,UO-31,-0.1111111111111111,171,1502,565,565.0,PFN1,4.3428605574673576
1492.0,10.0,13.262416355155608,1502.0,3.0,13.265959324886957,UO-31,-0.1111111111111111,171,1502,566,566.0,PFN2,4.461046899509481
1492.0,10.0,13.262416355155608,1502.0,3.0,13.265959324886957,UO-31,-0.1111111111111111,171,1502,568,568.0,PFN4,4.462051867910119
1506.0,3.0,13.265959324886957,1490.0,0.0,0.0,UO-31,-0.2222222222222222,919,1490,1106,,,
1506.0,3.0,13.265959324886957,1490.0,0.0,0.0,UO-31,-0.2222222222222222,919,1490,965,,,
1494.0,0.0,0.0,1491.0,0.0,0.0,UO-31,-0.3333333333333333,937,1491,1209,,,
