"node_num","node_name","node_type","att_deg"
14,"ACTG1","gene",7.06310907
21,"ADCY1","gene",2.46184293
22,"ADCY2","gene",2.498851194
23,"ADCY3","gene",2.289706998
24,"ADCY4","gene",2.005641442
25,"ADCY5","gene",2.005632658
26,"ADCY6","gene",1.802591382
27,"ADCY7","gene",1.969021022
28,"ADCY8","gene",2.459972568
29,"ADCY9","gene",2.001004826
49,"AKT1","gene",1.71642326
51,"AKT2","gene",2.364840048
65,"ARAP3","gene",0.419836724
68,"ARHGDIA","gene",0.402455434
69,"ARHGDIB","gene",0.429472816
70,"ARHGDIG","gene",0.429706948
71,"ARHGEF12","gene",0.432465528
72,"ARNT","gene",0.533352616
75,"ATF2","gene",0.511808822
76,"ATF4","gene",31.130140298
118,"BCL2","gene",0.532977886
163,"CALM1","gene",0.412692678
164,"CALM2","gene",27.550601976
165,"CALM3","gene",0.411924274
166,"CALML3","gene",0.48725743
167,"CAMK1","gene",0.476088418
168,"CAMK1D","gene",0.474125506
169,"CAMK2A","gene",1.522267338
170,"CAMK2B","gene",1.521737362
171,"CAMK2D","gene",1.427830412
172,"CAMK2G","gene",1.441153234
173,"CAMK4","gene",1.00936894
193,"CCL5","gene",0.234474338
197,"CCND1","gene",0.9477394
214,"CDC42","gene",5.298817988
218,"CDK4","gene",2.469482838
223,"CDKN2B","gene",0.393948174
228,"CHAD","gene",0.420644546
241,"COL1A1","gene",0.420337464
242,"COL1A2","gene",0.420533564
243,"COL2A1","gene",0.42037014
244,"COL4A1","gene",0.420629108
245,"COL4A2","gene",0.420644312
246,"COL4A3","gene",0.42061492
247,"COL4A4","gene",0.420644274
248,"COL6A2","gene",0.420683432
249,"COL6A3","gene",0.420337446
250,"COL9A1","gene",0.420337474
251,"COL9A2","gene",0.420644568
252,"COL9A3","gene",0.420432674
253,"COMP","gene",0.420574038
254,"CPT1A","gene",0.50125692
255,"CPT1B","gene",0.531691388
256,"CPT1C","gene",0.531952852
258,"CREB1","gene",0.52729345
259,"CREB3","gene",0.470364822
260,"CREB3L1","gene",0.51490537
261,"CREB3L2","gene",0.53053208
262,"CREB3L3","gene",0.530697682
263,"CREB3L4","gene",0.529320922
264,"CREB5","gene",0.528525964
265,"CREBBP","gene",1.060169226
268,"CRTC2","gene",0.526815374
269,"CSF1R","gene",1.367689476
272,"CSNK1D","gene",0.411237352
273,"CSNK1E","gene",0.405127604
282,"CTNNA1","gene",0.406439002
283,"CTNNA2","gene",0.452874538
308,"DAAM1","gene",0.40987204
309,"DAAM2","gene",0.420699446
316,"DDIT4","gene",1.52963778
322,"DIAPH1","gene",0.369633788
355,"E2F4","gene",0.229931276
356,"E2F5","gene",0.266187604
372,"EGFR","gene",2.6425154912
381,"EIF4E","gene",1.268437492
382,"EIF4E1B","gene",1.353573998
383,"EIF4E2","gene",1.275918812
384,"EIF4EBP1","gene",5.174024786
388,"ENAH","gene",0.53288834
393,"EP300","gene",1.042666186
394,"EPHA2","gene",1.2428320592
397,"ERBB2","gene",1.112955732
398,"ERBB3","gene",1.049955462
399,"ERBB4","gene",1.579021498
400,"EREG","gene",19.571581012
404,"ETS2","gene",0.2012014396
407,"EVL","gene",0.53299745
411,"F3","gene",1.052822806
438,"FGFR1","gene",1.6939434372
439,"FGFR2","gene",1.6904798872
440,"FGFR3","gene",1.6942471552
441,"FGFR4","gene",1.531213856
448,"FLT1","gene",1.6933534808
449,"FLT3","gene",1.084003562
451,"FLT4","gene",1.693946303
452,"FN1","gene",0.42033744
455,"FOS","gene",5.6945829202
459,"FOXO3","gene",0.243435956
479,"G6PC3","gene",0.762084936
485,"GADD45A","gene",0.5220610928
488,"GAPDH","gene",2.12954481
491,"GCGR","gene",0.411602556
507,"GNA12","gene",0.855355494
508,"GNA13","gene",0.83126571
517,"GNAS","gene",10.370865834
533,"GRB2","gene",0.323205848
557,"GSK3B","gene",0.34424741
578,"HIF1A","gene",0.529490608
584,"HNF4A","gene",0.493660708
588,"HRAS","gene",0.26854242
599,"HSPA8","gene",1.00973469
609,"ID1","gene",1.415404164
613,"IFNAR1","gene",1.296944356
614,"IFNAR2","gene",1.248160382
617,"IGF1R","gene",1.3342778988
626,"IL12A","gene",0.23447432
627,"IL12B","gene",0.234474354
651,"INS","gene",0.272071838
652,"INSR","gene",1.875553086
665,"ITGA1","gene",0.420337486
666,"ITGA11","gene",0.42064452
667,"ITGA2","gene",0.407813922
668,"ITGA3","gene",0.418375598
669,"ITGA4","gene",0.420337516
670,"ITGA5","gene",0.420644516
671,"ITGA6","gene",19.31801486
672,"ITGA7","gene",0.420523184
673,"ITGA9","gene",0.420643676
