DrugA_idx,DrugA_target_num,DrugA_target_att_sum,DrugB_idx,DrugB_target_num,DrugB_target_att_sum,Cell_idx,Score
Paclitaxel,2.0,2.74950275526676,Tretinoin,4.0,5.72114296608069,DU-145,40.55555555555556
Paclitaxel,2.0,2.74950275526676,Celecoxib,2.0,4.2984119468464,DU-145,30.0
Docetaxel,2.0,2.74950275526676,Fulvestrant,1.0,1.25906098396722,DU-145,28.22222222222222
Everolimus,1.0,4.12038197648619,Paclitaxel,2.0,2.74950275526676,DU-145,22.11111111111111
Docetaxel,2.0,2.74950275526676,Tretinoin,4.0,5.72114296608069,DU-145,19.22222222222222
Fulvestrant,1.0,1.25906098396722,Everolimus,1.0,4.12038197648619,DU-145,15.77777777777778
Docetaxel,2.0,2.74950275526676,Celecoxib,2.0,4.2984119468464,DU-145,13.666666666666666
Paclitaxel,2.0,2.74950275526676,Nilotinib,2.0,5.432258449540001,DU-145,12.333333333333334
Vorinostat,3.0,1.219778512540854,Romidepsin,3.0,1.231707774480771,DU-145,11.77777777777778
Vorinostat,3.0,1.219778512540854,Cladribine,2.0,0.02527562898,DU-145,10.11111111111111
Mitotane,2.0,1.38475520223582,Everolimus,1.0,4.12038197648619,DU-145,10.11111111111111
Docetaxel,2.0,2.74950275526676,Paclitaxel,2.0,2.74950275526676,DU-145,9.77777777777778
Fulvestrant,1.0,1.25906098396722,Tretinoin,4.0,5.72114296608069,DU-145,7.555555555555555
Mitotane,2.0,1.38475520223582,Docetaxel,2.0,2.74950275526676,DU-145,6.0
Paclitaxel,2.0,2.74950275526676,Sirolimus,2.0,7.8770683901461895,DU-145,5.0
Romidepsin,3.0,1.231707774480771,Paclitaxel,2.0,2.74950275526676,DU-145,5.0
Docetaxel,2.0,2.74950275526676,Sirolimus,2.0,7.8770683901461895,DU-145,3.6666666666666665
Romidepsin,3.0,1.231707774480771,Cladribine,2.0,0.02527562898,DU-145,3.2222222222222223
Fulvestrant,1.0,1.25906098396722,Romidepsin,3.0,1.231707774480771,DU-145,3.111111111111111
Fulvestrant,1.0,1.25906098396722,Vorinostat,3.0,1.219778512540854,DU-145,2.4444444444444446
Docetaxel,2.0,2.74950275526676,Nilotinib,2.0,5.432258449540001,DU-145,2.333333333333333
Everolimus,1.0,4.12038197648619,Sirolimus,2.0,7.8770683901461895,DU-145,2.333333333333333
Mitotane,2.0,1.38475520223582,Tretinoin,4.0,5.72114296608069,DU-145,2.0
Everolimus,1.0,4.12038197648619,Docetaxel,2.0,2.74950275526676,DU-145,1.8888888888888888
Paclitaxel,2.0,2.74950275526676,Cladribine,2.0,0.02527562898,DU-145,1.7777777777777777
Vorinostat,3.0,1.219778512540854,Paclitaxel,2.0,2.74950275526676,DU-145,0.5555555555555556
Cladribine,2.0,0.02527562898,Celecoxib,2.0,4.2984119468464,DU-145,0.4444444444444444
Mitotane,2.0,1.38475520223582,Nilotinib,2.0,5.432258449540001,DU-145,0.2222222222222222
Megestrol acetate,1.0,0.1256942182686,Gefitinib,1.0,11.426685768932,DU-145,0.2222222222222222
Megestrol acetate,1.0,0.1256942182686,Lenalidomide,1.0,1.44453979274,DU-145,-0.1111111111111111
Fulvestrant,1.0,1.25906098396722,Cladribine,2.0,0.02527562898,DU-145,-0.5555555555555556
Fulvestrant,1.0,1.25906098396722,Sirolimus,2.0,7.8770683901461895,DU-145,-0.5555555555555556
Vorinostat,3.0,1.219778512540854,Sirolimus,2.0,7.8770683901461895,DU-145,-1.0
Fulvestrant,1.0,1.25906098396722,Nilotinib,2.0,5.432258449540001,DU-145,-1.1111111111111112
Sirolimus,2.0,7.8770683901461895,Mitotane,2.0,1.38475520223582,DU-145,-1.1111111111111112
Fulvestrant,1.0,1.25906098396722,Paclitaxel,2.0,2.74950275526676,DU-145,-1.1111111111111112
Tretinoin,4.0,5.72114296608069,Cladribine,2.0,0.02527562898,DU-145,-1.3333333333333333
Fulvestrant,1.0,1.25906098396722,Dasatinib,12.0,51.119995956711804,DU-145,-1.4444444444444444
Mitotane,2.0,1.38475520223582,Dasatinib,12.0,51.119995956711804,DU-145,-1.5555555555555556
Dasatinib,12.0,51.119995956711804,Sirolimus,2.0,7.8770683901461895,DU-145,-1.5555555555555556
Sirolimus,2.0,7.8770683901461895,Celecoxib,2.0,4.2984119468464,DU-145,-1.8888888888888888
Mitotane,2.0,1.38475520223582,Celecoxib,2.0,4.2984119468464,DU-145,-2.333333333333333
Everolimus,1.0,4.12038197648619,Tretinoin,4.0,5.72114296608069,DU-145,-2.333333333333333
Dasatinib,12.0,51.119995956711804,Vorinostat,3.0,1.219778512540854,DU-145,-2.4444444444444446
Everolimus,1.0,4.12038197648619,Romidepsin,3.0,1.231707774480771,DU-145,-2.555555555555556
Mitotane,2.0,1.38475520223582,Paclitaxel,2.0,2.74950275526676,DU-145,-2.888888888888889
Mitotane,2.0,1.38475520223582,Cladribine,2.0,0.02527562898,DU-145,-3.0
Romidepsin,3.0,1.231707774480771,Tretinoin,4.0,5.72114296608069,DU-145,-3.0
Vorinostat,3.0,1.219778512540854,Docetaxel,2.0,2.74950275526676,DU-145,-3.111111111111111
Dasatinib,12.0,51.119995956711804,Paclitaxel,2.0,2.74950275526676,DU-145,-3.2222222222222223
Vorinostat,3.0,1.219778512540854,Celecoxib,2.0,4.2984119468464,DU-145,-3.555555555555556
Dasatinib,12.0,51.119995956711804,Docetaxel,2.0,2.74950275526676,DU-145,-3.555555555555556
Gefitinib,1.0,11.426685768932,Lenalidomide,1.0,1.44453979274,DU-145,-4.111111111111111
Romidepsin,3.0,1.231707774480771,Celecoxib,2.0,4.2984119468464,DU-145,-4.111111111111111
Everolimus,1.0,4.12038197648619,Celecoxib,2.0,4.2984119468464,DU-145,-4.222222222222222
Nilotinib,2.0,5.432258449540001,Tretinoin,4.0,5.72114296608069,DU-145,-4.333333333333333
Sirolimus,2.0,7.8770683901461895,Nilotinib,2.0,5.432258449540001,DU-145,-4.333333333333333
Romidepsin,3.0,1.231707774480771,Sirolimus,2.0,7.8770683901461895,DU-145,-4.444444444444445
Docetaxel,2.0,2.74950275526676,Cladribine,2.0,0.02527562898,DU-145,-4.555555555555555
Vorinostat,3.0,1.219778512540854,Nilotinib,2.0,5.432258449540001,DU-145,-4.555555555555555
Dasatinib,12.0,51.119995956711804,Tretinoin,4.0,5.72114296608069,DU-145,-4.666666666666667
Vorinostat,3.0,1.219778512540854,Tretinoin,4.0,5.72114296608069,DU-145,-4.777777777777778
Dasatinib,12.0,51.119995956711804,Cladribine,2.0,0.02527562898,DU-145,-4.777777777777778
Thalidomide,4.0,17.82522508512345,Paclitaxel,2.0,2.74950275526676,DU-145,-5.222222222222222
Everolimus,1.0,4.12038197648619,Vorinostat,3.0,1.219778512540854,DU-145,-5.444444444444445
Everolimus,1.0,4.12038197648619,Dasatinib,12.0,51.119995956711804,DU-145,-5.555555555555555
Mitotane,2.0,1.38475520223582,Sirolimus,2.0,7.8770683901461895,DU-145,-5.777777777777778
Thalidomide,4.0,17.82522508512345,Sirolimus,2.0,7.8770683901461895,DU-145,-5.777777777777778
Everolimus,1.0,4.12038197648619,Cladribine,2.0,0.02527562898,DU-145,-6.0
Romidepsin,3.0,1.231707774480771,Docetaxel,2.0,2.74950275526676,DU-145,-6.111111111111111
Thalidomide,4.0,17.82522508512345,Mitotane,2.0,1.38475520223582,DU-145,-7.333333333333333
Nilotinib,2.0,5.432258449540001,Celecoxib,2.0,4.2984119468464,DU-145,-7.333333333333333
Thalidomide,4.0,17.82522508512345,Cladribine,2.0,0.02527562898,DU-145,-7.444444444444445
Nilotinib,2.0,5.432258449540001,Cladribine,2.0,0.02527562898,DU-145,-7.555555555555555
Dasatinib,12.0,51.119995956711804,Romidepsin,3.0,1.231707774480771,DU-145,-8.0
Nilotinib,2.0,5.432258449540001,Mitotane,2.0,1.38475520223582,DU-145,-8.11111111111111
Dasatinib,12.0,51.119995956711804,Celecoxib,2.0,4.2984119468464,DU-145,-8.222222222222221
Everolimus,1.0,4.12038197648619,Nilotinib,2.0,5.432258449540001,DU-145,-8.444444444444445
Sirolimus,2.0,7.8770683901461895,Tretinoin,4.0,5.72114296608069,DU-145,-8.777777777777779
Thalidomide,4.0,17.82522508512345,Docetaxel,2.0,2.74950275526676,DU-145,-10.11111111111111
Romidepsin,3.0,1.231707774480771,Nilotinib,2.0,5.432258449540001,DU-145,-11.333333333333334
Thalidomide,4.0,17.82522508512345,Tretinoin,4.0,5.72114296608069,DU-145,-11.77777777777778
