SpNotation,SignalingPath,Attention,cell_line_name,cell_line_num,sum_rank
sp28,PI3K-Akt signaling pathway,261.00001097222463,LOX IMVI,16,1
sp22,MAPK signaling pathway,220.00000840659763,LOX IMVI,16,2
sp34,Ras signaling pathway,171.00000757172185,LOX IMVI,16,3
sp33,Rap1 signaling pathway,170.00000451428687,LOX IMVI,16,4
sp45,cAMP signaling pathway,162.00000700416385,LOX IMVI,16,5
sp7,Calcium signaling pathway,135.00000443643992,LOX IMVI,16,6
sp44,Wnt signaling pathway,133.00000693683907,LOX IMVI,16,7
sp17,Hippo signaling pathway,131.00000522706563,LOX IMVI,16,8
sp47,mTOR signaling pathway,127.0000065636832,LOX IMVI,16,9
sp8,Chemokine signaling pathway,124.00000640011788,LOX IMVI,16,10
sp27,Oxytocin signaling pathway,117.00000456101294,LOX IMVI,16,11
sp46,cGMP-PKG signaling pathway,109.00000336635934,LOX IMVI,16,12
sp35,Relaxin signaling pathway,102.00000354567995,LOX IMVI,16,13
sp20,Insulin signaling pathway,101.00000345488661,LOX IMVI,16,14
sp25,Neurotrophin signaling pathway,100.00000412944433,LOX IMVI,16,15
sp12,FoxO signaling pathway,96.00000389611992,LOX IMVI,16,16
sp4,Apelin signaling pathway,96.00000305131152,LOX IMVI,16,17
sp41,Thyroid hormone signaling pathway,96.00000263631486,LOX IMVI,16,18
sp21,JAK-STAT signaling pathway,94.0000045753599,LOX IMVI,16,19
sp36,Signaling pathways regulating pluripotency of stem cells,91.00000374293997,LOX IMVI,16,20
sp10,Estrogen signaling pathway,89.00000230858996,LOX IMVI,16,21
sp30,Phospholipase D signaling pathway,86.00000295025997,LOX IMVI,16,22
sp24,NOD-like receptor signaling pathway,85.00000231629514,LOX IMVI,16,23
sp15,HIF-1 signaling pathway,81.00000156584278,LOX IMVI,16,24
sp37,Sphingolipid signaling pathway,77.00000195841997,LOX IMVI,16,25
sp2,AMPK signaling pathway,75.00000207093525,LOX IMVI,16,26
sp39,TGF-beta signaling pathway,73.00000295181997,LOX IMVI,16,27
sp38,T cell receptor signaling pathway,73.00000223587998,LOX IMVI,16,28
sp6,C-type lectin receptor signaling pathway,72.00000235189997,LOX IMVI,16,29
sp13,Glucagon signaling pathway,69.00000174331225,LOX IMVI,16,30
sp14,GnRH signaling pathway,68.00000201232399,LOX IMVI,16,31
sp48,p53 signaling pathway,65.00000172939595,LOX IMVI,16,32
sp9,ErbB signaling pathway,64.00000189811998,LOX IMVI,16,33
sp1,AGE-RAGE signaling pathway in diabetic complications,62.00000260202397,LOX IMVI,16,34
sp23,NF-kappa B signaling pathway,59.00000288071997,LOX IMVI,16,35
sp40,TNF signaling pathway,59.00000166420998,LOX IMVI,16,36
sp31,Prolactin signaling pathway,57.00000225163998,LOX IMVI,16,37
sp42,Toll-like receptor signaling pathway,57.00000197965998,LOX IMVI,16,38
sp19,IL-17 signaling pathway,56.00000182362196,LOX IMVI,16,39
sp5,B cell receptor signaling pathway,52.000001541799996,LOX IMVI,16,40
sp26,Notch signaling pathway,50.00000167045995,LOX IMVI,16,41
sp43,VEGF signaling pathway,49.00000137071998,LOX IMVI,16,42
sp16,Hedgehog signaling pathway,48.00000093295997,LOX IMVI,16,43
sp3,Adipocytokine signaling pathway,44.00000141745998,LOX IMVI,16,44
sp29,PPAR signaling pathway,44.00000120234237,LOX IMVI,16,45
sp11,Fc epsilon RI signaling pathway,42.00000094435999,LOX IMVI,16,46
sp32,RIG-I-like receptor signaling pathway,40.00000092979999,LOX IMVI,16,47
sp18,Hippo signaling pathway - multiple species,26.000000905399993,LOX IMVI,16,48
