SpNotation,SignalingPath,Attention,cell_line_name,cell_line_num,sum_rank
sp28,PI3K-Akt signaling pathway,83.79118337343999,MDA-MB-231/ATCC,18,1
sp7,Calcium signaling pathway,52.01175565246998,MDA-MB-231/ATCC,18,2
sp22,MAPK signaling pathway,48.28810701627236,MDA-MB-231/ATCC,18,3
sp33,Rap1 signaling pathway,45.90112851944335,MDA-MB-231/ATCC,18,4
sp34,Ras signaling pathway,45.462638460585964,MDA-MB-231/ATCC,18,5
sp36,Signaling pathways regulating pluripotency of stem cells,28.26381592159999,MDA-MB-231/ATCC,18,6
sp47,mTOR signaling pathway,27.020005725601187,MDA-MB-231/ATCC,18,7
sp24,NOD-like receptor signaling pathway,26.1117391558102,MDA-MB-231/ATCC,18,8
sp35,Relaxin signaling pathway,25.76048712221999,MDA-MB-231/ATCC,18,9
sp4,Apelin signaling pathway,24.250817908897982,MDA-MB-231/ATCC,18,10
sp45,cAMP signaling pathway,22.11860745520198,MDA-MB-231/ATCC,18,11
sp46,cGMP-PKG signaling pathway,21.55732177352599,MDA-MB-231/ATCC,18,12
sp17,Hippo signaling pathway,21.471704505088297,MDA-MB-231/ATCC,18,13
sp44,Wnt signaling pathway,21.31927011529598,MDA-MB-231/ATCC,18,14
sp14,GnRH signaling pathway,21.257932406899997,MDA-MB-231/ATCC,18,15
sp30,Phospholipase D signaling pathway,21.15906951426799,MDA-MB-231/ATCC,18,16
sp20,Insulin signaling pathway,19.83991666516999,MDA-MB-231/ATCC,18,17
sp5,B cell receptor signaling pathway,19.567773090799996,MDA-MB-231/ATCC,18,18
sp10,Estrogen signaling pathway,18.49242071011939,MDA-MB-231/ATCC,18,19
sp21,JAK-STAT signaling pathway,18.114650030909974,MDA-MB-231/ATCC,18,20
sp27,Oxytocin signaling pathway,17.932861154312636,MDA-MB-231/ATCC,18,21
sp38,T cell receptor signaling pathway,17.167224707299994,MDA-MB-231/ATCC,18,22
sp37,Sphingolipid signaling pathway,17.142832454613995,MDA-MB-231/ATCC,18,23
sp19,IL-17 signaling pathway,15.903306509389992,MDA-MB-231/ATCC,18,24
sp39,TGF-beta signaling pathway,15.471951501801994,MDA-MB-231/ATCC,18,25
sp42,Toll-like receptor signaling pathway,15.120803283319995,MDA-MB-231/ATCC,18,26
sp12,FoxO signaling pathway,14.865217930739995,MDA-MB-231/ATCC,18,27
sp6,C-type lectin receptor signaling pathway,14.241798823149995,MDA-MB-231/ATCC,18,28
sp8,Chemokine signaling pathway,12.893388824505983,MDA-MB-231/ATCC,18,29
sp40,TNF signaling pathway,12.692054628619998,MDA-MB-231/ATCC,18,30
sp9,ErbB signaling pathway,12.581498488039996,MDA-MB-231/ATCC,18,31
sp25,Neurotrophin signaling pathway,12.557923953655992,MDA-MB-231/ATCC,18,32
sp13,Glucagon signaling pathway,12.20244946905569,MDA-MB-231/ATCC,18,33
sp15,HIF-1 signaling pathway,12.168491726040918,MDA-MB-231/ATCC,18,34
sp2,AMPK signaling pathway,11.800875648690793,MDA-MB-231/ATCC,18,35
sp11,Fc epsilon RI signaling pathway,11.633141406339996,MDA-MB-231/ATCC,18,36
sp31,Prolactin signaling pathway,10.656857910259994,MDA-MB-231/ATCC,18,37
sp1,AGE-RAGE signaling pathway in diabetic complications,10.167553477003993,MDA-MB-231/ATCC,18,38
sp23,NF-kappa B signaling pathway,9.367605779099996,MDA-MB-231/ATCC,18,39
sp3,Adipocytokine signaling pathway,9.224900852599996,MDA-MB-231/ATCC,18,40
sp43,VEGF signaling pathway,8.761617154259996,MDA-MB-231/ATCC,18,41
sp41,Thyroid hormone signaling pathway,8.554070886070818,MDA-MB-231/ATCC,18,42
sp32,RIG-I-like receptor signaling pathway,8.285606009899999,MDA-MB-231/ATCC,18,43
sp16,Hedgehog signaling pathway,7.9166120229199946,MDA-MB-231/ATCC,18,44
sp26,Notch signaling pathway,7.451253574299995,MDA-MB-231/ATCC,18,45
sp29,PPAR signaling pathway,6.140982734908394,MDA-MB-231/ATCC,18,46
sp18,Hippo signaling pathway - multiple species,5.703375616399999,MDA-MB-231/ATCC,18,47
sp48,p53 signaling pathway,3.2057206005171963,MDA-MB-231/ATCC,18,48
