DrugA_idx,DrugA_target_num,DrugA_target_att_sum,DrugB_idx,DrugB_target_num,DrugB_target_att_sum,Cell_idx,Score
Sirolimus,1.0,1.775130698,Mitotane,1.0,0.967822538,ACHN,9.444444444444445
Sirolimus,1.0,1.775130698,Tretinoin,0.0,0.0,ACHN,5.888888888888889
Mitotane,1.0,0.967822538,Docetaxel,1.0,0.43393442,ACHN,5.555555555555555
Sirolimus,1.0,1.775130698,Celecoxib,1.0,0.391844112,ACHN,5.0
Mitotane,1.0,0.967822538,Tretinoin,0.0,0.0,ACHN,4.777777777777778
Mitotane,1.0,0.967822538,Dasatinib,5.0,3.756972766,ACHN,3.4444444444444446
Mitotane,1.0,0.967822538,Cladribine,0.0,0.0,ACHN,3.333333333333333
Mitotane,1.0,0.967822538,Sirolimus,1.0,1.775130698,ACHN,2.6666666666666665
Thalidomide,3.0,1.989144292,Paclitaxel,1.0,0.43393442,ACHN,2.2222222222222223
Mitotane,1.0,0.967822538,Everolimus,0.0,0.0,ACHN,2.111111111111111
Fulvestrant,1.0,0.967822538,Romidepsin,0.0,0.0,ACHN,1.8888888888888888
Nilotinib,1.0,0.396289468,Cladribine,0.0,0.0,ACHN,0.5555555555555556
Fulvestrant,1.0,0.967822538,Tretinoin,0.0,0.0,ACHN,0.4444444444444444
Fulvestrant,1.0,0.967822538,Cladribine,0.0,0.0,ACHN,0.3333333333333333
Cladribine,0.0,0.0,Celecoxib,1.0,0.391844112,ACHN,0.2222222222222222
Nilotinib,1.0,0.396289468,Tretinoin,0.0,0.0,ACHN,-0.1111111111111111
Thalidomide,3.0,1.989144292,Mitotane,1.0,0.967822538,ACHN,-1.7777777777777777
Tretinoin,0.0,0.0,Cladribine,0.0,0.0,ACHN,-1.7777777777777777
Nilotinib,1.0,0.396289468,Celecoxib,1.0,0.391844112,ACHN,-1.7777777777777777
Thalidomide,3.0,1.989144292,Cladribine,0.0,0.0,ACHN,-2.0
Tretinoin,0.0,0.0,Celecoxib,1.0,0.391844112,ACHN,-2.0
Fulvestrant,1.0,0.967822538,Everolimus,0.0,0.0,ACHN,-2.333333333333333
Thalidomide,3.0,1.989144292,Sirolimus,1.0,1.775130698,ACHN,-2.555555555555556
Megestrol acetate,0.0,0.0,Gefitinib,1.0,10.2418664034,ACHN,-2.555555555555556
Thalidomide,3.0,1.989144292,Tretinoin,0.0,0.0,ACHN,-2.555555555555556
Fulvestrant,1.0,0.967822538,Dasatinib,5.0,3.756972766,ACHN,-3.0
Mitotane,1.0,0.967822538,Celecoxib,1.0,0.391844112,ACHN,-3.111111111111111
Fulvestrant,1.0,0.967822538,Vorinostat,0.0,0.0,ACHN,-3.555555555555556
Sirolimus,1.0,1.775130698,Cladribine,0.0,0.0,ACHN,-4.0
Fulvestrant,1.0,0.967822538,Sirolimus,1.0,1.775130698,ACHN,-4.222222222222222
Fulvestrant,1.0,0.967822538,Paclitaxel,1.0,0.43393442,ACHN,-4.555555555555555
Fulvestrant,1.0,0.967822538,Celecoxib,1.0,0.391844112,ACHN,-5.111111111111111
Sirolimus,1.0,1.775130698,Nilotinib,1.0,0.396289468,ACHN,-5.333333333333333
Gefitinib,1.0,10.2418664034,Lenalidomide,1.0,0.391844112,ACHN,-6.111111111111111
Nilotinib,1.0,0.396289468,Mitotane,1.0,0.967822538,ACHN,-7.333333333333333
Thalidomide,3.0,1.989144292,Docetaxel,1.0,0.43393442,ACHN,-8.444444444444445
Fulvestrant,1.0,0.967822538,Nilotinib,1.0,0.396289468,ACHN,-8.666666666666666
Megestrol acetate,0.0,0.0,Lenalidomide,1.0,0.391844112,ACHN,-9.88888888888889
Mitotane,1.0,0.967822538,Nilotinib,1.0,0.396289468,ACHN,-15.88888888888889
