SpNotation,SignalingPath,Attention,cell_line_name,cell_line_num,sum_rank
sp28,PI3K-Akt signaling pathway,261.0000072608452,SNB-75,35,1
sp22,MAPK signaling pathway,220.0000083743148,SNB-75,35,2
sp34,Ras signaling pathway,171.00000614726986,SNB-75,35,3
sp33,Rap1 signaling pathway,170.00000638757314,SNB-75,35,4
sp45,cAMP signaling pathway,162.00000573810965,SNB-75,35,5
sp7,Calcium signaling pathway,135.00000487599993,SNB-75,35,6
sp44,Wnt signaling pathway,133.00000260486527,SNB-75,35,7
sp17,Hippo signaling pathway,131.00000755724488,SNB-75,35,8
sp47,mTOR signaling pathway,127.00000398779872,SNB-75,35,9
sp8,Chemokine signaling pathway,124.00000095399488,SNB-75,35,10
sp27,Oxytocin signaling pathway,117.0000039989819,SNB-75,35,11
sp46,cGMP-PKG signaling pathway,109.00000446379573,SNB-75,35,12
sp35,Relaxin signaling pathway,102.000003422688,SNB-75,35,13
sp20,Insulin signaling pathway,101.00000306155395,SNB-75,35,14
sp25,Neurotrophin signaling pathway,100.00000361962994,SNB-75,35,15
sp12,FoxO signaling pathway,96.00000365991993,SNB-75,35,16
sp4,Apelin signaling pathway,96.00000351609992,SNB-75,35,17
sp41,Thyroid hormone signaling pathway,96.00000220996463,SNB-75,35,18
sp21,JAK-STAT signaling pathway,94.00000346301988,SNB-75,35,19
sp36,Signaling pathways regulating pluripotency of stem cells,91.00000307677996,SNB-75,35,20
sp10,Estrogen signaling pathway,89.00000275299024,SNB-75,35,21
sp30,Phospholipase D signaling pathway,86.00000199340276,SNB-75,35,22
sp24,NOD-like receptor signaling pathway,85.00000198226579,SNB-75,35,23
sp15,HIF-1 signaling pathway,81.000004026181,SNB-75,35,24
sp37,Sphingolipid signaling pathway,77.00000192906984,SNB-75,35,25
sp2,AMPK signaling pathway,75.00000218063565,SNB-75,35,26
sp39,TGF-beta signaling pathway,73.00000230400796,SNB-75,35,27
sp38,T cell receptor signaling pathway,73.00000183146398,SNB-75,35,28
sp6,C-type lectin receptor signaling pathway,72.00000248730397,SNB-75,35,29
sp13,Glucagon signaling pathway,69.00000223416455,SNB-75,35,30
sp14,GnRH signaling pathway,68.00000193517998,SNB-75,35,31
sp48,p53 signaling pathway,65.00000250457994,SNB-75,35,32
sp9,ErbB signaling pathway,64.00000176321998,SNB-75,35,33
sp1,AGE-RAGE signaling pathway in diabetic complications,62.0000018316854,SNB-75,35,34
sp23,NF-kappa B signaling pathway,59.00000248719997,SNB-75,35,35
sp40,TNF signaling pathway,59.00000212825998,SNB-75,35,36
sp42,Toll-like receptor signaling pathway,57.00000177863998,SNB-75,35,37
sp31,Prolactin signaling pathway,57.000001340399976,SNB-75,35,38
sp19,IL-17 signaling pathway,56.00000170721996,SNB-75,35,39
sp5,B cell receptor signaling pathway,52.000001489199995,SNB-75,35,40
sp26,Notch signaling pathway,50.000001949759955,SNB-75,35,41
sp43,VEGF signaling pathway,49.00000090791998,SNB-75,35,42
sp16,Hedgehog signaling pathway,48.00000155101998,SNB-75,35,43
sp29,PPAR signaling pathway,44.00000139309157,SNB-75,35,44
sp3,Adipocytokine signaling pathway,44.00000120633998,SNB-75,35,45
sp11,Fc epsilon RI signaling pathway,42.000000932879985,SNB-75,35,46
sp32,RIG-I-like receptor signaling pathway,40.00000126859999,SNB-75,35,47
sp18,Hippo signaling pathway - multiple species,26.000000795099993,SNB-75,35,48
